COLLECTION_OBJECT_ID,ENTEREDBY,CAT_NUM,OTHER_ID_NUM_1,OTHER_ID_NUM_TYPE_1,OTHER_ID_REFERENCES_1,ACCN,TAXON_NAME,NATURE_OF_ID,ID_MADE_BY_AGENT,MADE_DATE,IDENTIFICATION_REMARKS,VERBATIM_DATE,BEGAN _DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,VERIFICATIONSTATUS,HABITAT,COLL_EVENT_REMARKS,COLLECTOR_AGENT_1,COLLECTOR_ROLE_1,COLLECTOR_AGENT_2,COLLECTOR_ROLE_2,COLLECTOR_AGENT_3,COLLECTOR_ROLE_3,GUID_PREFIX,COLL_OBJ_REMARKS,OTHER_ID_NUM_2,OTHER_ID_NUM_TYPE_2,OTHER_ID_REFERENCES_2,OTHER_ID_NUM_3,OTHER_ID_NUM_TYPE_3,OTHER_ID_REFERENCES_3,OTHER_ID_NUM_4,OTHER_ID_NUM_TYPE_4,OTHER_ID_REFERENCES_4,PART_NAME_1,PART_CONDITION_1,PART_LOC_1,PART_LOT_COUNT_1,PART_DISPOSITION_1,PART_REMARK_1,PART_NAME_2,PART_CONDITION_2,PART_LOC_2,PART_LOT_COUNT_2,PART_DISPOSITION_2,PART_REMARK_2,ATTRIBUTE_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_DETERMINER_1,ATTRIBUTE_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_DETERMINER_2,ATTRIBUTE_3,ATTRIBUTE_VALUE_3,ATTRIBUTE_DETERMINER_3,ATTRIBUTE_4,ATTRIBUTE_VALUE_4,ATTRIBUTE_DET_METHOD_4,ATTRIBUTE_DETERMINER_4,SPECIMEN_EVENT_REMARK,SPECIMEN_EVENT_TYPE
2375,ekrimmel,1490,cd372d52-ca06-4a8b-b7cb-20a45829d35e,UUID,self,[CHAS:Mamm]accession unknown,Rallus longirostris waynei,legacy,G. R. Rossignol Jr.,1906-05-12,Wayne's Clapper Rail. Verbatim AOU Number: 211c.,1906-05-12,1906-05-12,1906-05-12,"North America, United States, Georgia, Chatham County, Wilmington Island",,"Wilmington Island, Chatham County, Georgia",Pat Munroe,2011-05-03,unverified,"On edge of the margin of high water, 2' from ground.",,G. R. Rossignol Jr.,collector,,,,,CHAS:Egg,"INTERNAL NOTES: 'Assembled as a University study collection. Value to be set by Director, future date' [from accession card]. DATA HISTORY: Date listed as verified/cataloged is 1988-05-31. Record last updated in Excel (prior to Arctos migration) by Pat Munroe (2011-05-03).",Saint Mary of the Lake Seminary 221,original identifier,self,1-9,original identifier,self,,,,egg,unchecked,RVWD: 302: Ool Cab 02: C,9,in collection,,,,,,,,verbatim collector,G.R. Rossignol Jr,Erica Krimmel,incubation stage,slight,G. R. Rossignol Jr.,nest description,Dead wire grass and marsh,G. R. Rossignol Jr.,,,,,,accepted place of collection
2376,ekrimmel,397,e0b61b44-e411-46e0-bc83-1ab5db265974,UUID,self,[CHAS:Mamm]accession unknown,Rallus longirostris crepitans,legacy,J. W. Velie,2015-11-24,Northern Clapper Rail. Verbatim AOU Number: 211.,[no date recorded],1800,2015-11-24,no higher geography recorded,,[no locality recorded],Pat Munroe,2011-05-03,unverified,,,J. W. Velie,collector,,,,,CHAS:Egg,DATA HISTORY: Date listed as verified/cataloged is 1988-05-31. Record last updated in Excel (prior to Arctos migration) by Pat Munroe (2011-05-03).,10741,CHAS:Egg,self,32,original identifier,self,,,,egg,Dermestid casings found in packing material [8/2008].,RVWD: 302: Ool Cab 02: C,3,in collection,,,,,,,,verbatim collector,J.W. Velie,Erica Krimmel,,,,,,,,,,,,accepted place of collection
2377,ekrimmel,915,4d24e32f-b412-42eb-b8dd-50fd25e0166e,UUID,self,[CHAS:Mamm]4175,Rallus longirostris scotti,ID of kin,Oscar E. Baynard,1934-05-20,Florida Clapper Rail. Female flushed. Verbatim AOU Number: 211b.,1934-05-20,1934-05-20,1934-05-20,"North America, United States, Florida, Pinellas County",,[transcribed directly into formatted locality fields],Dawn R. Roberts,2014-12-10,unverified,Placed in clump of marsh grass at base of small Mangrove shrub aobut 3' high.,,Oscar E. Baynard,collector,,,,,CHAS:Egg,DATA HISTORY: Date listed as verified/cataloged is 1988-05-31. Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-12-10).,,,,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 06: F,10,in collection,,,,,,,,verbatim collector,Oscar E. Baynard,Erica Krimmel,incubation stage,started,Oscar E. Baynard,nest description,"Well made of dry grass and rushes about 10"" above tide water and was well arched over with the green marsh grass in which it was placed",Oscar E. Baynard,,,,,Female was flushed from eggs and was very solicitous and strutted around and clucked and made frequent rushes at me while was packing the eggs.  This bird would have rated 1000 feet of film by A.M. Bailey.,accepted place of collection
2378,ekrimmel,191,58d974d5-25dc-453d-98e7-e3abc20ddf59,UUID,self,[CHAS:Mamm]3837,Rallus longirostris,legacy,Earl G. Wright,1930-06-11,Clapper Rail. Verbatim AOU Number: 211.,1930-06-11,1930-06-11,1930-06-11,"North America, United States, Louisiana, Cameron Parish",North Island,[transcribed directly into formatted locality fields],Dawn R. Roberts,2014-12-10,unverified,,Academy Fieldwork,Earl G. Wright,collector,,,,,CHAS:Egg,INTERNAL NOTES: 'April 1924 - placed with other boxed eggs on 3rd floor but kept separately' [egg catalog]. DATA HISTORY: Date listed as verified/cataloged is 1988-05-31. Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-12-10).,1/8 W71 2119,original identifier,self,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 06: F,6,in collection,Should have 8 eggs according to records.,,,,,,,verbatim collector,E.G. Wright,Erica Krimmel,incubation stage,fresh,Earl G. Wright,nest description,Grass on ground,Earl G. Wright,,,,,,accepted place of collection
2379,ekrimmel,1078,8f420da4-b5f3-44ef-a956-854ee9fa4de9,UUID,self,[CHAS:Mamm]4232,Rallus longirostris waynei,legacy,Willis W. Worthington,1907-05-06,Wayne's Clapper Rail. Correct. Verbatim AOU Number: 211.,1907-05-06,1907-05-06,1907-05-06,"North America, United States, Florida, Nassau County",Amelia Island,[transcribed directly into formatted locality fields],Dawn R. Roberts,2014-12-10,unverified,Among marsh grass about 2' up in large salt marsh near small creek,,Willis W. Worthington,collector,,,,,CHAS:Egg,INTERNAL NOTES: 'April 1924 - placed with other boxed eggs on 3rd floor but kept separately' [egg catalog]. Purchased from the Armstrong-Pearsall Collection. DATA HISTORY: Date listed as verified/cataloged is 1988-05-31. Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-12-10).,E. E. Armstrong 922,collector number,self,2302,original identifier,self,,,,egg,unchecked,RVWD: 302: Ool Cab 06: F,9,in collection,,,,,,,,verbatim collector,W.W. Worthington,Erica Krimmel,incubation stage,fresh,Willis W. Worthington,nest description,Composed of coarse marsh grass platform-like lined with finer material of same kind,Willis W. Worthington,,,,,,accepted place of collection
2380,ekrimmel,870,a2ae9225-9d15-4024-a4c7-fa79351b1bf4,UUID,self,[CHAS:Mamm]4311,Rallus longirostris levipes,legacy,E. E. Sechrist,1933-04-03,Light-footed Clapper Rail. Verbatim AOU Number: 211.,1933-04-03,1933-04-03,1933-04-03,"North America, United States, California, San Diego County",San Diego,Salt Marsh,Dawn R. Roberts,2014-12-10,unverified,On ground in clump of Saliearnia near stream.,,E. E. Sechrist,collector,,,,,CHAS:Egg,"INTERNAL NOTES: 'April 1924 - placed with other boxed eggs on 3rd floor but kept separately' [egg catalog]; ""by exchange E.E. Sechrist"" [egg catalog]. DATA HISTORY: Date listed as verified/cataloged is 1988-05-31. Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-12-10).",2/6-33,original identifier,self,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 06: F,6,in collection,,,,,,,,verbatim collector,E.E. Sechrist,Erica Krimmel,incubation stage,begun,E. E. Sechrist,nest description,A few bits of dry marsh grass,E. E. Sechrist,,,,,,accepted place of collection
2381,ekrimmel,780,f7e8ff60-17a4-4e7f-b835-9b5f260b5350,UUID,self,[CHAS:Mamm]4232,Rallus longirostris crepitans,ID of kin,Ellis Walker,1885-05-13,Northern Clapper Rail. Bird seen. Verbatim AOU Number: 211.,5/13/1885,1885-05-13,1885-05-13,"North America, United States, Delaware",,Near South Vreland [?],Dawn R. Roberts,2014-12-10,unverified,In muddy swamp just above the water.,,Ellis Walker,collector,,,,,CHAS:Egg,"INTERNAL NOTES: 'April 1924 - placed with other boxed eggs on 3rd floor but kept separately' [egg catalog]; ""By ex from Gordon Pearsall"" [egg catalog]. Purchased from the Armstrong-Pearsall Collection. DATA HISTORY: Date listed as verified/cataloged is 1988-05-31. Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-12-10).",E. E. Armstrong 314,collector number,self,571  1-6,original identifier,self,,,,egg,unchecked,RVWD: 302: Ool Cab 06: F,6,in collection,Should have 7 eggs according to records.,,,,,,,verbatim collector,Ellis Walker Jr,Erica Krimmel,incubation stage,fresh,Ellis Walker,nest description,"Composed of dried weeds, etc",Ellis Walker,,,,,,accepted place of collection
2382,ekrimmel,1962.2.8,f632abd3-6c24-413d-8035-fe9fc42f900a,UUID,self,[CHAS:Mamm]1962.2,Rallus longirostris,legacy,unknown,1918-05-11,Clapper Rail. Verbatim AOU Number: 211.,1918-05-11,1918-05-11,1918-05-11,no higher geography recorded,,[no locality recorded],Amber King,2008-12-18,unverified,,,unknown,collector,,,,,CHAS:Egg,INTERNAL NOTES: Originally from the Stuart Collection. Catalog number assigned (based on accession information) on 2016-01-30 by E. Krimmel in preparation for Arctos migration. DATA HISTORY: Record last updated in Excel (prior to Arctos migration) by Amber King (2008-12-18).,2-1,original identifier,self,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 07: F,1,in collection,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
2383,ekrimmel,2016.2.152,88ced18c-696c-474c-b67d-9e54f53aeb12,UUID,self,[CHAS:Mamm]accession unknown,Rallus longirostris,legacy,unknown,2008-12-31,Clapper Rail. Verbatim AOU Number: 211; Verbatim Ridgway Number: 571.,[no date recorded],1800,2008-12-31,no higher geography recorded,,[no locality recorded],Amber King,2008-12-18,unverified,,,unknown,collector,,,,,CHAS:Egg,INTERNAL NOTES: Catalog number assigned (based on accession information) on 2016-01-30 by E. Krimmel in preparation for Arctos migration. DATA HISTORY: Record last updated in Excel (prior to Arctos migration) by Amber King (2008-12-18).,571/1,original identifier,self,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 07: F,4,in collection,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
2384,ekrimmel,1496,20cf1bcb-00b2-46be-8979-3750e3948697,UUID,self,[CHAS:Mamm]accession unknown,Recurvirostra americana,legacy,May Nesthorh,1912-05-05,American Avocet. Verbatim AOU Number: 225.,1912-05-05,1912-05-05,1912-05-05,"North America, United States, Utah, Box Elder County",Brigham City,"Bear River Marshes, Utah",Pat Munroe,2011-05-04,unverified,,,May Nesthorh,collector,,,,,CHAS:Egg,"INTERNAL NOTES: 'Assembled as a University study collection. Value to be set by Director, future date' [from accession card]. DATA HISTORY: Date listed as verified/cataloged is 1988-05-31. Record last updated in Excel (prior to Arctos migration) by Pat Munroe (2011-05-04).",Saint Mary of the Lake Seminary 27,original identifier,self,4-4,original identifier,self,18891,CHAS:Bird,parent of,egg,unchecked,RVWD: 302: Ool Cab 02: E,4,in collection,,,,,,,,verbatim collector,May Nesthorh,Erica Krimmel,incubation stage,fresh,May Nesthorh,nest description,Typical,May Nesthorh,,,,,,accepted place of collection
2385,ekrimmel,2400,57ed958e-4941-475d-8cce-4f9c81118dbe,UUID,self,[CHAS:Mamm]4232,Recurvirostra americana,legacy,Edward Treganza,1912-05-06,American Avocet. Positive. Verbatim AOU Number: 225.,1912-05-06,1912-05-06,1912-05-06,"North America, United States, Utah, Box Elder County",,"Box Elder County, Utah",Pat Munroe,2011-05-04,unverified,In the mud on edge of stagnant pond.,,Edward Treganza,collector,,,,,CHAS:Egg,"INTERNAL NOTES: Originally from the Oological Collection of Antwonet, Edward and A. O. Treganza, Salt Lake City, Utah. DATA HISTORY: Date listed as verified/cataloged is 1989-09-09. Record last updated in Excel (prior to Arctos migration) by Pat Munroe (2011-05-04).",ET-1358,collector number,self,4-4,original identifier,self,,,,egg,unchecked,RVWD: 302: Ool Cab 02: E,4,in collection,,,,,,,,verbatim collector,Edward Treganza,Erica Krimmel,incubation stage,fresh,Edward Treganza,nest description,A few weeds and grasses matted together,Edward Treganza,,,,,,accepted place of collection
2386,ekrimmel,427,d9458f00-20cf-4270-b823-d07941534fbc,UUID,self,[CHAS:Mamm]3904,Recurvirostra americana,legacy,Alfred M. Bailey,1931-05-21,American Avocet. Verbatim AOU Number: 225.,1931-05-21,1931-05-21,1931-05-21,"North America, United States, Colorado, Adams County",,"Mile High Gun Club, Adams County, Colorado",Pat Munroe,2011-05-04,unverified,In short grass near prairie pond.,,Alfred M. Bailey,collector,,,,,CHAS:Egg,"INTERNAL NOTES: Marked as exchanged on CAS catalog card and in egg catalog book, but present during 2008-2009 inventory [A. King]. DATA HISTORY: Record last updated in Excel (prior to Arctos migration) by Pat Munroe (2011-05-04).",B 5/31,original identifier,self,,,,,,,egg,One egg badly cracked [8/2008],RVWD: 302: Ool Cab 02: E,4,in collection,,,,,,,,verbatim collector,A.M. Bailey,Erica Krimmel,,,,,,,,,,,,accepted place of collection
2387,ekrimmel,446,e3e1836a-425a-4119-840f-bb4dfbcf522e,UUID,self,[CHAS:Mamm]4055,Recurvirostra americana,legacy,Stanley G. Jewett,1922-05-22,American Avocet. Sure. Verbatim AOU Number: 225.,1922-05-22,1922-05-22,1922-05-22,"North America, United States, Oregon, Klamath County",,"Klamath Valley, Oregon",Dawn R. Roberts,2014-12-10,unverified,On ground near small pond.,,Stanley G. Jewett,collector,,,,,CHAS:Egg,INTERNAL NOTES: 'April 1924 - placed with other boxed eggs on 3rd floor but kept separately' [egg catalog]. DATA HISTORY: Date listed as verified/cataloged is 1988-05-31. Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-12-10).,3/4 1922,original identifier,self,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 06: G,4,in collection,,,,,,,,verbatim collector,Stanley G. Jewett,Erica Krimmel,incubation stage,begun,Stanley G. Jewett,,,,,,,,Geo. W. H. vos. Burgh 1931 by ex. To ER Ford.,accepted place of collection
2388,ekrimmel,2016.2.153,44d5f6a5-2c4d-4801-b280-9bb4efb2f89d,UUID,self,[CHAS:Mamm]accession unknown,Recurvirostra americana,legacy,unknown,2008-12-31,American Avocet. Verbatim AOU Number: 225; Verbatim Ridgway Number: 566.,[no date recorded],1800,2008-12-31,no higher geography recorded,,[no locality recorded],Amber King,2008-12-17,unverified,,,unknown,collector,,,,,CHAS:Egg,INTERNAL NOTES: Catalog number assigned (based on accession information) on 2016-01-30 by E. Krimmel in preparation for Arctos migration. DATA HISTORY: Record last updated in Excel (prior to Arctos migration) by Amber King (2008-12-17).,,,,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 07: H,1,in collection,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
2389,ekrimmel,1418,b4d3881f-8bd9-4101-ae4a-129db047b984,UUID,self,[CHAS:Mamm]4311,Regulus calendula,legacy,E. E. Sechrist,1937-06-28,Ruby-crowned Kinglet. Verbatim AOU Number: 749.,[transcribed directly into formatted date fields],1937-06-28,1937-06-28,"North America, United States, California, Mono County",Twin Lakes,[transcribed directly into formatted locality fields],Amber King,2011-05-19,unverified,"On drooping limb of large pine, 20' up near lake.",,E. E. Sechrist,collector,,,,,CHAS:Egg,"INTERNAL NOTES: 'April 1924 - placed with other boxed eggs on 3rd floor but kept separately' [egg catalog]; ""ex. with E.E. Sechrist"" [egg catalog]. DATA HISTORY: Date listed as verified/cataloged is 1988-06-22. Record last updated in Excel (prior to Arctos migration) by Amber King (2011-05-19).",2/7 -37-,original identifier,self,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 04: M,7,in collection,,nest,unchecked,,1,missing,,verbatim collector,J.B. Dixon & E.E.Sechrist,Erica Krimmel,incubation stage,4 days,E. E. Sechrist,nest description,"Deep nest of vegetable matter, not very well lined",E. E. Sechrist,,,,,,accepted place of collection
2390,ekrimmel,1206,61829a87-c52b-4fd6-8a7c-ce3354bd73bd,UUID,self,[CHAS:Mamm]4232,Regulus satrapa satrapa,ID of kin,W. A. Kent,1904-05-29,Golden-crowned Kinglet. Bird seen. Verbatim AOU Number: 748.,[transcribed directly into formatted date fields],1904-05-29,1904-05-29,"North America, United States, Vermont, Rutland County",Wallingford,East Wallingford,Dawn R. Roberts,2014-12-10,unverified,12' from ground in a live spruce and 6' out on limb.,,W. A. Kent,collector,,,,,CHAS:Egg,"INTERNAL NOTES: 'April 1924 - placed with other boxed eggs on 3rd floor but kept separately' [egg catalog]. Purchased from the Armstrong-Pearsall Collection. DISPLAY NOTES: Diameter: outside-3 x 3.5"", inside-1 x 1""; Depth: outside-3"", inside-1.75."" DATA HISTORY: Date listed as verified/cataloged is 1988-06-22. Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-12-10).",6-9,original identifier,self,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 06: K,9,in collection,,,,,,,,verbatim collector,W.A. Kent,Erica Krimmel,incubation stage,one-fourth,W. A. Kent,nest description,"Nest hung on under side of limb, made of green moss and grasses lined with feathers",W. A. Kent,,,,,,accepted place of collection
2391,ekrimmel,2310,171f7f1a-2d17-49bd-894c-3af5e86a8f50,UUID,self,[CHAS:Mamm]accession unknown,Riparia riparia,legacy,Dwight W. Cusack,1897-06-05,Bank Swallow. Known. Verbatim AOU Number: 616.,[transcribed directly into formatted date fields],1897-06-05,1897-06-05,"North America, United States, Illinois, Cook County",Kenilworth,[transcribed directly into formatted locality fields],Amber King,2011-05-13,unverified,,,Dwight W. Cusack,collector,,,,,CHAS:Egg,"DISPLAY NOTES: .03, .15. DATA HISTORY: Date listed as verified/cataloged is 1988-03-03. Record last updated in Excel (prior to Arctos migration) by Amber King (2011-05-13).",16a-2,original identifier,self,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 04: G,5,in collection,,,,,,,,verbatim collector,Dwight W. Cusack,Erica Krimmel,incubation stage,fresh,Dwight W. Cusack,,,,,,,,,accepted place of collection
2392,ekrimmel,497,181e21de-c01b-4658-b8c6-dc44dac85b58,UUID,self,[CHAS:Mamm]1522,Riparia riparia,legacy,Francis S. Dayton,1894-06-04,Bank Swallow. Verbatim AOU Number: 616.,6/4/1894,1894-06-04,1894-06-04,"North America, United States, Michigan, Washtenaw County",Ann Arbor,"Ann Arbor, Mich.",Amber King,2011-05-23,unverified,In a sand bluff in the western part of the City just bordering the T [Toledo] & A A [Ann Arbor] tracks.,,Francis S. Dayton,collector,,,,,CHAS:Egg,DATA HISTORY: Date listed as verified/cataloged is 1988-06-20. Record last updated in Excel (prior to Arctos migration) by Amber King (2011-05-23).,184,collector number,self,157/4,original identifier,self,,,,egg,unchecked,RVWD: 302: Ool Cab 04: G,3,in collection,,,,,,,,verbatim collector,F.S. Dayton,Erica Krimmel,incubation stage,2 or 3 days,Francis S. Dayton,nest description,"In the chamber at the end of the hollow in some 10"" from the entrance, flat composed of pieces of hay and dried grass and abundantly lined with chicken feathers mostly white",Francis S. Dayton,,,,,"Baltimore Oriole/ See Jr. June 4, 1894./ Eggs pure white somewhat soiled with earth.",accepted place of collection
2393,ekrimmel,2259,1ef35228-b4fa-4b80-ac1c-5dbe771fd74b,UUID,self,[CHAS:Mamm]accession unknown,Riparia riparia,legacy,Dwight W. Cusack,1899-06-05,Bank Swallow. Known. Verbatim AOU Number: 616.,[transcribed directly into formatted date fields],1899-06-05,1899-06-05,"North America, United States, Minnesota, Brown County",Sleepy Eye,[transcribed directly into formatted locality fields],Amber King,2011-05-13,unverified,,,Dwight W. Cusack,collector,,,,,CHAS:Egg,DATA HISTORY: Date listed as verified/cataloged is 1988-03-01. Record last updated in Excel (prior to Arctos migration) by Amber King (2011-05-13).,69C,original identifier,self,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 04: G,6,in collection,,,,,,,,verbatim collector,Dwight W. Cusack,Erica Krimmel,incubation stage,had not begun,Dwight W. Cusack,,,,,,,,,accepted place of collection
2394,ekrimmel,683,40b81dba-3b26-4706-a083-6304811f6a65,UUID,self,[CHAS:Mamm]accession unknown,Riparia riparia riparia,legacy,unknown,2015-11-24,Bank Swallow. Verbatim AOU Number: 616.,[no date recorded],1800,2015-11-24,no higher geography recorded,,[no locality recorded],Amber King,2011-05-13,unverified,,,unknown,collector,,,,,CHAS:Egg,DATA HISTORY: Date listed as verified/cataloged is 1988-06-20. Record last updated in Excel (prior to Arctos migration) by Amber King (2011-05-13).,157,original identifier,self,,,,,,,egg,Dermestid casings found in packing material [9/15/2008].,RVWD: 302: Ool Cab 04: G,4,in collection,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
2395,ekrimmel,1597,509eba66-fb54-4791-87c5-44fff89e0e73,UUID,self,[CHAS:Mamm]accession unknown,Riparia riparia,legacy,G. Eifrig,2015-11-24,Bank Swallow. Verbatim AOU Number: 616.,"June 22,",1800,2015-11-24,"North America, Canada, Ontario",,Davis Sandpits,Amber King,2011-05-13,unverified,,,G. Eifrig,collector,,,,,CHAS:Egg,"INTERNAL NOTES: 'Assembled as a University study collection. Value to be set by Director, future date' [from accession card]. DATA HISTORY: Date listed as verified/cataloged is 1988-06-20. Record last updated in Excel (prior to Arctos migration) by Amber King (2011-05-13).",Saint Mary of the Lake Seminary 335,original identifier,self,6-22,original identifier,self,,,,egg,Only 4 eggs found during 2008 inventory [9/15/2008].,RVWD: 302: Ool Cab 04: G,4,in collection,Should have 5 eggs according to records.,,,,,,,verbatim collector,G. Eifrig,Erica Krimmel,incubation stage,none,G. Eifrig,,,,,,,,"Though a part of sand was taken off daily, still they kept on. ",accepted place of collection
2396,ekrimmel,1809,82a61677-fca0-4a8f-94ba-eef8f8198f0b,UUID,self,[CHAS:Mamm]1962.2,Riparia riparia,legacy,W. H. Stuart,1891-05-30,Bank Swallow. Sure. Verbatim AOU Number: 616.,5/30/1891,1891-05-30,1891-05-30,"North America, United States, Michigan, Kent County",Grand Rapids,"Bank of Plaster Creek, Grand Rapids, Kent County, Michigan",Amber King,2011-05-13,unverified,2' back in a hole in bank.,,W. H. Stuart,collector,Friant Stuart,collector,Harold A. Stuart,collector,CHAS:Egg,"INTERNAL NOTES: Originally from the Stuart Collection. DISPLAY NOTES: Diameter of opening: 3.5"" x 2."" DATA HISTORY: Date listed as verified/cataloged is 1988-03-09. Record last updated in Excel (prior to Arctos migration) by Amber King (2011-05-13).",,,,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 04: G,3,in collection,Should have 5 eggs according to records.,,,,,,,verbatim collector,Stuart Bros.,Erica Krimmel,incubation stage,fresh,W. H. Stuart,nest description,Straw lined with feathers,W. H. Stuart,,,,,,accepted place of collection
2397,ekrimmel,496,8c4c2a28-0013-4a8a-b702-8cfea65481b1,UUID,self,[CHAS:Mamm]1522,Riparia riparia riparia,ID of kin,Francis S. Dayton,1888-06-19,Bank Swallow. Birds seen to fly in. Verbatim AOU Number: 616.,6/19/1888,1888-06-19,1888-06-19,"North America, United States, Illinois, Cook County",Chicago,"Buena Park, Lake View, [Chicago], Cook County, Illinois",Amber King,2011-05-13,unverified,At end of hollow measuring 4' x 2' in diameter in sand bank near Lake Michigan opening to street just cut through.,,Francis S. Dayton,collector,,,,,CHAS:Egg,"DISPLAY NOTES: Diameter: outside-4""; (1) .70 x .48, (2) 370 x .48, (Avg) .70 x .48. DATA HISTORY: Date listed as verified/cataloged is 1988-06-20. Record last updated in Excel (prior to Arctos migration) by Amber King (2011-05-13).",54,collector number,self,157/1,original identifier,self,,,,egg,unchecked,RVWD: 302: Ool Cab 04: G,2,in collection,,,,,,,,verbatim collector,S. Dayton,Erica Krimmel,incubation stage,fresh,Francis S. Dayton,nest description,"Composed of dried grasses, rootlets, very shallow",Francis S. Dayton,,,,,Eggs of pure white color.,accepted place of collection
2398,ekrimmel,1964,966dc57c-0df4-4a0a-a92c-0316aa1c2fd7,UUID,self,[CHAS:Mamm]accession unknown,Riparia riparia,legacy,Edward R. Ford,1888-06-09,Bank Swallow. Verbatim AOU Number: 616.,[transcribed directly into formatted date fields],1888-06-09,1888-06-09,"North America, United States, Illinois, Cook County",Evanston,"shore of Lake Michigan, North Evanston",Amber King,2011-05-13,unverified,In a burrow in sandy bluff on shore of Lake Michigan; A colony of birds of this species were breeding at this point.,,Edward R. Ford,collector,,,,,CHAS:Egg,"DISPLAY NOTES: Length of burrow: about 3'; Diameter of aperature: 4."" DATA HISTORY: Date listed as verified/cataloged is 1988-03-31. Record last updated in Excel (prior to Arctos migration) by Amber King (2011-05-13).",616/2,original identifier,self,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 04: G,5,in collection,,,,,,,,verbatim collector,E.R. Ford,Erica Krimmel,incubation stage,fresh,Edward R. Ford,nest description,Small quanitity dry grass and hair and a few feathers and roots,Edward R. Ford,,,,,notes pg 12.,accepted place of collection
2399,ekrimmel,1596,b1e3d44f-0a48-47f6-b02d-6d0fb98910dd,UUID,self,[CHAS:Mamm]accession unknown,Riparia riparia,ID of kin,G. Eifrig,1906-07-05,Bank Swallow. Birds seen. Verbatim AOU Number: 616.,[transcribed directly into formatted date fields],1906-07-05,1906-07-05,"North America, Canada, Ontario",,[transcribed directly into formatted locality fields],Amber King,2011-05-13,unverified,,,G. Eifrig,collector,,,,,CHAS:Egg,"INTERNAL NOTES: 'Assembled as a University study collection. Value to be set by Director, future date' [from accession card]. DATA HISTORY: Date listed as verified/cataloged is 1988-06-20. Record last updated in Excel (prior to Arctos migration) by Amber King (2011-05-13).",Saint Mary of the Lake Seminary 195,original identifier,self,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 04: G,3,in collection,,,,,,,,verbatim collector,G. Eifrig,Erica Krimmel,incubation stage,fresh,G. Eifrig,,,,,,,,,accepted place of collection
2400,ekrimmel,1595,b80e7d7c-8b84-463f-adba-29a5dfcc99b2,UUID,self,[CHAS:Mamm]accession unknown,Riparia riparia,legacy,unknown,1906-07-05,Bank Swallow. Verbatim AOU Number: 616.,[transcribed directly into formatted date fields],1906-07-05,1906-07-05,"North America, Canada, Ontario",,Davis Sandpits,Amber King,2011-05-13,unverified,,,unknown,collector,,,,,CHAS:Egg,"INTERNAL NOTES: 'Assembled as a University study collection. Value to be set by Director, future date' [from accession card]. DATA HISTORY: Date listed as verified/cataloged is 1988-06-20. Record last updated in Excel (prior to Arctos migration) by Amber King (2011-05-13).",Saint Mary of the Lake Seminary 325,original identifier,self,D.5.,original identifier,self,,,,egg,One egg broken [5/9/2011].,RVWD: 302: Ool Cab 04: G,5,in collection,,,,,,,,verbatim collector,Mr. Davis,Erica Krimmel,incubation stage,fresh,unknown,,,,,,,,,accepted place of collection
