KEY_TO_RAW,HIGHER_GEOG,CONTINENT_OCEAN,COUNTRY,STATE_PROV,COUNTY,QUAD,FEATURE,ISLAND_GROUP,ISLAND,SEA,municipality
"North America,United States,Alabama,Mobile,","North America, United States, Alabama, Mobile County",North America,United States,Alabama,Mobile,,,,,,
"North America,United States of America,Alabama,Mobile,","North America, United States, Alabama, Mobile County",North America,United States,Alabama,Mobile,,,,,,
"United States of America,AL,Mobile,,","North America, United States, Alabama, Mobile County",North America,United States,Alabama,Mobile,,,,,,
"North America,United States,Alabama,Mobile,Greasy Cove","North America, United States, Alabama, Mobile County",North America,United States,Alabama,Mobile,,,,,,Greasy Cove
"North America,United States,Alabama,Mobile,Mobile","North America, United States, Alabama, Mobile County",North America,United States,Alabama,Mobile,,,,,,Mobile
"North America,United States of America,Alabama,Montgomery,Montgomery","North America, United States, Alabama, Montgomery County",North America,United States,Alabama,Montgomery,,,,,,Montgomery
"North America,United States,Alabama,Nome,Wales","North America, United States, Alaska, Nome Quad",North America,United States,Alaska,,Nome,,,,,Wales
"North America,USA,AL,Perry,","North America, United States, Alabama, Perry County",North America,United States,Alabama,Perry,,,,,,
"North America,USA,Alabama,Perry County,Hamburg","North America, United States, Alabama, Perry County",North America,United States,Alabama,Perry,,,,,,Hamburg
"North America,United States,Alabama,Pickens,","North America, United States, Alabama, Pickens County",North America,United States,Alabama,Pickens,,,,,,
"North America,United States of America,Alabama,Pope,Russelville","North America, United States, Arkansas, Pope County",North America,United States,Arkansas,Pope,,,,,,Russelville
"North America,United States,Alabama,Saint Clair,","North America, United States, Alabama, Saint Clair County",North America,United States,Alabama,Saint Clair,,,,,,
"North America,United States,Alabama,Shelby,","North America, United States, Alabama, Shelby County",North America,United States,Alabama,Shelby,,,,,,
"North America,USA,AL,Shelby,","North America, United States, Alabama, Shelby County",North America,United States,Alabama,Shelby,,,,,,
"North America,USA,Alabama,Shelby County,","North America, United States, Alabama, Shelby County",North America,United States,Alabama,Shelby,,,,,,
"North America,USA,Alabama,Shelby County,Calera","North America, United States, Alabama, Shelby County",North America,United States,Alabama,Shelby,,,,,,Calera
"United States,Alabama,Shelby,Jefferson,","North America, United States, Alabama, Shelby County",North America,United States,Alabama,Shelby,,,,,,Jefferson
"North America,United States of America,AL,St. Clair,","North America, United States, Alabama, Saint Clair County",North America,United States,Alabama,Saint Clair,,,,,,
"North America,USA,AL,St. Clair,","North America, United States, Alabama, Saint Clair County",North America,United States,Alabama,Saint Clair,,,,,,
"North America,United States,Alabama,Tuscaloosa,","North America, United States, Alabama, Tuscaloosa County",North America,United States,Alabama,Tuscaloosa,,,,,,
"North America,United States of America,Alabama,Tuscaloosa,Tuscaloosa","North America, United States, Alabama, Tuscaloosa County",North America,United States,Alabama,Tuscaloosa,,,,,,Tuscaloosa
"North America,United States of America,AL,Wilcox,","North America, United States, Alabama, Wilcox County",North America,United States,Alabama,Wilcox,,,,,,
"North America,USA,AL,Wilcox,","North America, United States, Alabama, Wilcox County",North America,United States,Alabama,Wilcox,,,,,,
"North America,USA,Alabama,Wilcox County,Gastonberg","North America, United States, Alabama, Wilcox County",North America,United States,Alabama,Wilcox,,,,,,Gastonberg
"North America,USA,AL,Wilcox,Gastonburg","North America, United States, Alabama, Wilcox County",North America,United States,Alabama,Wilcox,,,,,,Gastonburg
"North America,USA,Alabama,Wilcox County,Gastonburg","North America, United States, Alabama, Wilcox County",North America,United States,Alabama,Wilcox,,,,,,Gastonburg
",United States of America,Alabama,Wilcox,Prairie Bluff","North America, United States, Alabama, Wilcox County",North America,United States,Alabama,Wilcox,,,,,,Prairie Bluff
",,Alaska?,,","North America, United States, Alaska",North America,United States,Alaska,,,,,,,
",United States of America,AK,,","North America, United States, Alaska",North America,United States,Alaska,,,,,,,
",United States of America,Alaska,,","North America, United States, Alaska",North America,United States,Alaska,,,,,,,
",USA,AK,,","North America, United States, Alaska",North America,United States,Alaska,,,,,,,
",USA,Alaska,,","North America, United States, Alaska",North America,United States,Alaska,,,,,,,
"North America,United States,Alaska,,","North America, United States, Alaska",North America,United States,Alaska,,,,,,,
"North America,United States of America,Alaska,,","North America, United States, Alaska",North America,United States,Alaska,,,,,,,
"North America,United States of America, Canada,Alaska,,","North America, United States, Alaska",North America,United States,Alaska,,,,,,,
"North America,United States of America, Unknown,Alaska,,","North America, United States, Alaska",North America,United States,Alaska,,,,,,,
"North America,Unknown, United States of America,Alaska,,","North America, United States, Alaska",North America,United States,Alaska,,,,,,,
"North America,USA,AK,,","North America, United States, Alaska",North America,United States,Alaska,,,,,,,
"North America,USA,AK [Alaska],,","North America, United States, Alaska",North America,United States,Alaska,,,,,,,
"North America,USA,AK Alaska,,","North America, United States, Alaska",North America,United States,Alaska,,,,,,,
"North America,USA,Alaska,,","North America, United States, Alaska",North America,United States,Alaska,,,,,,,
"United States,Alaska,,,","North America, United States, Alaska",North America,United States,Alaska,,,,,,,
"United States of America,AK,,,","North America, United States, Alaska",North America,United States,Alaska,,,,,,,
",USA,AK,,Anchorage","North America, United States, Alaska, Anchorage Quad",North America,United States,Alaska,,Anchorage,,,,,Anchorage
",USA,AK,,Fairbanks","North America, United States, Alaska",North America,United States,Alaska,,,,,,,Fairbanks
