KEY_TO_RAW,HIGHER_GEOG,municipality
"Ft. Bayard, N. Mex.","North America, Mexico, Guerrero","Santa Clara, Fort Bayard"
"Ft. Bellingham, Puget Sound, N.W. Boundary Survey [no longer in existance; nearest city is Bellingham, Washington]","North America, United States, Washington, Whatcom County",Bellingham
Ft. Meyers Fla.,"North America, United States, Florida, Lee County",Fort Myers
"Ft. Rae, Great Slave Lake [Northwest Territory, Canada -- first nation village of Rae]","North America, Canada, Northwest Territories",Behchoko
"Ft. Sidney, Neb.","North America, United States, Nebraska, Cheyenne County",Sidney
Ft. Union N.M.,"North America, United States, New Mexico, Mora County",Watrous
"Ft. Washakie, Wyo [Wyoming]","North America, United States, Wyoming, Fremont County",Fort Washakie
"Ft Anderson, Arctic America","North America, Canada, Northwest Territories",
"Ft Bellingham, Puget Sound [no longer in existance; nearest city is Bellingham, Washington]","North America, United States, Washington, Whatcom County",Bellingham
Ft Buford,"North America, United States, North Dakota, Williams County",
Ft Chisno,"North America, Canada, Newfoundland and Labrador",
Ft Conrad,"North America, United States, New Mexico, Socorro County",Ft Conrad
Ft Keogh,"North America, United States, Montana, Custer County","Miles City, Ft Keogh"
Ft Macon,"North America, United States, North Carolina, Carteret County",Ft Macon
Ft Reno,"North America, United States, Indiana",Fort Reno
"Ft Resolution, Mackenzie","North America, Canada, Northwest Territories",
Ft Sidney,"North America, United States, Nebraska, Cheyenne County",Sidney
Ft Vancouver,"North America, United States, Washington, Clark County",Vancouver
Ft Walla Walla,"North America, United States, Washington, Walla Walla County","Walla Walla, Fort Walla Walla"
Ft Yuma,"North America, United States, California, Imperial County",
"Furnish, Colo","North America, United States, Colorado, Las Animas County",
Furnish Canon [Canyon],"North America, United States, Colorado, Las Animas County",
"Fyffe, Calif.","North America, United States, California",
"Gage Lake, Ill","North America, United States, Illinois, Lake County",Gages Lake
"Gaines, N.Y.","North America, United States, New York, Orleans County",Gaines
"Gainesville, Tex.","North America, United States, Texas, Cooke County",Gainesville
Gainsville Tex.,"North America, United States, Texas, Cooke County",Gainesville
"Galendo, Tamps, Mexico","North America, Mexico, Tamaulipas",Galindo
"Gales Ferry, Conn. [Connecticut]","North America, United States, Connecticut, New London County",Ledyard
"Gales Ferry, Connecticut","North America, United States, Connecticut, New London County",Ledyard
"Galveston, Tex.","North America, United States, Texas, Galveston County",Galveston
"Galveston, Tex.[as]","North America, United States, Texas, Galveston County",Galveston
"Galveston, Tex. [Texas]","North America, United States, Texas, Galveston County",Galveston
"Garden City, Kans.","North America, United States, Kansas, Finney County",Garden City
"Gaspereau, Kings County, N.S.","North America, Canada, Nova Scotia, Kings County",Gaspereau
"Gatlinburg, Tenn","North America, United States, Tennessee, Sevier County",Gatlinburg
"Gatlinburg, Tenn.","North America, United States, Tennessee, Sevier County",Gatlinburg
"Gatlinburg, Tenn. ; Great Smoky Mountains, (Banner), 1600'","North America, United States, Tennessee, Sevier County",Gatlinburg
"Gatlinburg, Tenn. Great Smokey Mts","North America, United States, Tennessee, Sevier County",Gatlinburg
"Gcoralville, Johnson Co.  Ia.","North America, United States, Iowa, Johnson County",Coralville
"Geans (""Gleans"" on tag) Plantation","North America, United States, Texas",
Geans Planation,"North America, United States, Texas",
Ged,"North America, United States, Louisiana, Calcasieu Parish",Vinton
"Gelnwood, Santa Cruz Mts., Calif [California]","North America, United States, California, Santa Cruz County",Scotts Valley
"Gemassee [Yemassee], SC","North America, United States, South Carolina, Hampton County",Yemassee
"Geneva, IL","North America, United States, Illinois, Kane County",Geneva
"Geneva, Ill","North America, United States, Illinois, Kane County",Geneva
"Geneva, Ill.","North America, United States, Illinois, Kane County",Geneva
"Geneva, Illinois","North America, United States, Illinois, Kane County",Geneva
"Geneva, Kane Co., Ill. [Illinois]","North America, United States, Illinois, Kane County",Geneva
Georgia,"North America, United States, Georgia",
"Germanicus, Renfrew Co., Ontario","North America, Canada, Ontario, Renfrew County",
Germany,"Europe, Germany",
"Germany, Obing/Obb","Europe, Germany, Bavaria, Upper Bavaria",Obing
"Germany, Prien","Europe, Germany, Bavaria, Upper Bavaria",Prien am Chiemsee
"Germany, Prien-Obb","Europe, Germany, Bavaria, Upper Bavaria",Prien am Chiemsee
"Germany, Schleching-Obb","Europe, Germany, Bavaria, Upper Bavaria",Schleching
"Germany, Traunstein","Europe, Germany, Bavaria, Upper Bavaria",Traunstein
"Giddings, Tex.","North America, United States, Texas, Lee County",Giddings
"Gila Bend, Ariz.","North America, United States, Arizona, Maricopa County",Gila Bend
"Gild Bend, Ariz.","North America, United States, Arizona, Maricopa County",Gild Bend
"Glencoe, Cook County, Illinois","North America, United States, Illinois, Cook County",Glencoe
"Glencoe, Ill.","North America, United States, Illinois, Cook County",Glencoe
"Glencoe, Ill. [Illinois]","North America, United States, Illinois, Cook County",Glencoe
"Glencoe, Ill [Illinois]","North America, United States, Illinois, Cook County",Glencoe
"Glencoe, Illinois","North America, United States, Illinois, Cook County",Glencoe
"Glencoe, Ills. [Illinois]","North America, United States, Illinois, Cook County",Glencoe
Glencoe Ill,"North America, United States, Illinois, Cook County",Glencoe
"Glencoes, Ill. [Illinois]","North America, United States, Illinois, Cook County",Glencoe
"Glen Ellyn, DuPage Co., Ilinois","North America, United States, Illinois, DuPage County",Glen Ellyn
"Glen Ellyn, DuPage Co., Illinois","North America, United States, Illinois, DuPage County",Glen Ellyn
"Glen Ellyn, DuPage County, Illinois","North America, United States, Illinois, DuPage County",Glen Ellyn
"Glen Ellyn, IL","North America, United States, Illinois, DuPage County",Glen Ellyn
"Glen Ellyn, Ill., DuPage Co.","North America, United States, Illinois, DuPage County",Glen Ellyn
"Glen Ellyn, Illinois","North America, United States, Illinois, DuPage County",Glen Ellyn
"Glen Ellyn, Ills","North America, United States, Illinois, DuPage County",Glen Ellyn
"Glenn Ranch 3500 elev., San Bernadino, Calif.","North America, United States, California, San Bernardino County",Lytle Creek
"Glenwood, Calif.","North America, United States, California, Santa Cruz County",
"Graceville, Minn.","North America, United States, Minnesota, Big Stone County",Graceville
"Grady Co., Ga [Georgia]","North America, United States, Georgia, Grady County",
"Graham Island, B.C.","North America, Canada, British Columbia",
"Graham Mtns, Columbine, Grahm Co, Ariz., 9500 ft","North America, United States, Arizona, Graham County",Old Columbine
Grand? [may be Grand Mucan/Yucan sp],no higher geography recorded,
"Grand Banks, NF [part of Canada's continental shelf, southeast coast of Island of Newfoundland]","North America, Canada, Newfoundland and Labrador",
Grand Cayman Island,"West Indies, United Kingdom, Cayman Islands, Cayman Islands, Grand Cayman",Grand Cayman
Grand Crossing,"North America, United States, Illinois, Cook County",Chicago
"Grand Crossing, Cook Co., Ill [Illinois]","North America, United States, Illinois, Cook County",Chicago
"Grand Crossing, Ill. [Illinois]","North America, United States, Illinois, Cook County",Chicago
"Grand Crossing, Ill [Illinois]","North America, United States, Illinois, Cook County",Chicago
"Grand Crossing, Illinois","North America, United States, Illinois, Cook County",Chicago
"Grand Crossing, Ills.","North America, United States, Illinois, Cook County",Chicago
Grand Isl,"North America, United States, Louisiana, Jefferson Parish",Grand Isle
Grand Isl [Island],"North America, United States, Louisiana, Jefferson Parish",Grand Isle
Grand Isl [Isle],"North America, United States, Louisiana, Jefferson Parish",Grand Isle
Grand Island,"North America, United States, Louisiana, Jefferson Parish",Grand Isle
"Grand Island [Isle], La","North America, United States, Louisiana, Jefferson Parish",Grand Isle
"Grand Isle, La.","North America, United States, Louisiana, Jefferson Parish",Grand Isle
Grand Menan,"North America, Canada, New Brunswick, Charlotte County",
"Grand Menan, V.B. [NB?]","North America, Canada, New Brunswick, Charlotte County",Grand Menan
Grand Tower,no higher geography recorded,
"Grand Tower, Ill. [Illinois]","North America, United States, Illinois, Jackson County",Grand Tower
"Grant, Colo","North America, United States, Colorado, Park County",Grant
"Grapelands, Calif.","North America, United States, California, San Bernardino County",Rancho Cucamonga
"Grapelands, San Ber: Co, Calif.","North America, United States, California, San Bernardino County",Rancho Cucamonga
Grass Lake,"North America, United States, Illinois, Lake County",Grass Lake
"Grass Lake, Ill","North America, United States, Illinois, Lake County",Grass Lake
"Grass Lake, Ill.  Lake Co.","North America, United States, Illinois, Lake County",Grass Lake
"Grass Lake, Lake Co., Illinois","North America, United States, Illinois, Lake County",Grass Lake
Graveline Bayou,"North America, United States, Mississippi, Jackson County",
Graveline Lake,"North America, United States, Mississippi, Jackson County",
"Gray's Lake, Ill.","North America, United States, Illinois, Lake County",Grayslake
Great Britain,"Europe, United Kingdom",
Great Smokey Mountains,"North America, United States, Tennessee, Sevier County",Gatlinburg
"Great Smokey Mountains; Alt: 1,900 feet","North America, United States, Tennessee, Blount County",Cades Cove
"Great Smokey Mts, alt. 1800 ft; Cades Cove, Tenn.","North America, United States, Tennessee, Blount County",Cades Cove
Great Smoky Mountains,"North America, United States, Tennessee, Sevier County",Greenbrier Cove
"Great Smoky Mountains, 1700', Greenbrier Tenn","North America, United States, Tennessee, Sevier County",Greenbrier Cove
"Great Smoky Mountains, 1800'","North America, United States, Tennessee, Sevier County",Greenbrier Cove
"Great Smoky Mountains, 2500 feet","North America, United States, Tennessee, Sevier County",Greenbrier Cove
"Great Smoky Mountains, 4300 feet alt.","North America, United States, Tennessee, Blount County",Russell Field
"Great Smoky Mountains, Alt: 1,900 feet","North America, United States, Tennessee, Blount County",Cades Cove
"Great Smoky Mountains, alt. 1,700', Tennesse: Sevier Co.","North America, United States, Tennessee, Sevier County",Greenbrier Cove
"Great Smoky Mountains, Alt. 1,700 feet","North America, United States, Tennessee, Sevier County",Greenbrier Cove
"Great Smoky Mountains, alt 1,700 ft","North America, United States, Tennessee, Sevier County",Greenbrier Cove
"Great Smoky Mountains, alt 1700 ft","North America, United States, Tennessee, Sevier County",Greenbrier Cove
"Great Smoky Mountains, Alt 3800, Boat Gum Flats","North America, United States, Tennessee, Sevier County",Boat Gum Flats
