status - sam,accn_number,received_from,received_year,received_month,received_day,nature_of_material,remarks,estimated_count
Done-not found in spreadsheet data,2098,Benjamin T. Gault,1905,3,4,Malacology: Ampullaria. Number of species: 1,Information from accession book. Verbatim received from agent: B.T. Gault,15
Done-not found in spreadsheet data,2109,H. L. Hammerstien,1905,4,23,Malacology: Marine Mollusks [molluscs]. Number of species: 4,Information from accession book. Correspondence in Accession File and Gifts-1905 [A. King] Verbatim received from agent: H.L. Hammerstein,13
Done-not found in spreadsheet data,2110,H. L. Hammerstien,1905,4,23,Malacology: Echinoderms. Number of species: 3,Information from accession book. Correspondence in Accession File and Gifts-1905 [A. King] Verbatim received from agent: H.L. Hammerstein,4
Done-not found in spreadsheet data,2111,Bryant Walker,1905,4,23,Malacology: American Lymnaeidae. Number of species: 5,Mostly cotypes. Information from accession book. Verbatim received from agent: Bryant Walker,10
Done-not found in spreadsheet data,2117,Mrs. Simms,1905,4,29,Malacology: Teredo. Number of species: 1,Information from accession book. Verbatim received from agent: Mrs. Simms,1
Done-not found in spreadsheet data,2123,"Chicago Academy of Sciences, Frank Collins Baker",1905,5,9,Malacology: Fresh Water Mollusks [Molluscs]. Number of species: 5,Information from accession book. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences,18
Done-not found in spreadsheet data,2134,Frank M. Woodruff,1905,5,27,Malacology: Fresh-water mollusks [Molluscs].,Information from accession book. Verbatim received from agent: F.M. Woodruff,8
Done-not found in spreadsheet data,2139,A. B. Wolcott,1905,6,20,Malacology: Land and Fresh-water Mollusks [molluscs]. Number of species: 9,Information from accession book. Verbatim received from agent: A.B. Wolcott,125
Done-not found in spreadsheet data,2166,L. E. Daniels,1905,8,31,Malacology: Lymnaeidae. Number of species: 4,Information from accession book. Letter in Accession file [A. King] Verbatim received from agent: L.E. Daniels,65
Done-not found in spreadsheet data,2172,S. Hoshimo,1905,9,1,Malacology: Pearls. Number of species: 1,Information from accession book. Verbatim received from agent: S. Hoshimo,37
Done-not found in spreadsheet data,2173,S. Hoshimo,1905,9,1,Malacology: Red Coral. Number of species: 1,Information from accession book. Verbatim received from agent: S. Hoshimo,1
Done-not found in spreadsheet data,2185,Bryant Walker,1905,9,24,Malacology: Lymnaea tryonii. Number of species: 1,Information from accession book. Verbatim received from agent: Bryant Walker,1
Done-not found in spreadsheet data,2193,Frank M. Woodruff,1905,10,2,Malacology: Mollusks [Molluscs].,Information from accession book. Verbatim received from agent: F.M. Woodruff,10
Done-not found in spreadsheet data,2203,Albert Scharf,1905,10,20,Malacology: Marine fossil mollusks [molluscs]. Number of species: 3,Information from accession book. Verbatim received from agent: A. Scharf,14
Done-not found in spreadsheet data,2210,William A. Nason,1905,11,15,Malacology: Lymnaeas. Number of species: 18,Information from accession book. Verbatim received from agent: Dr. W.A. Nason,275
Done-not found in spreadsheet data,2211,Robert W. Purdy,1905,11,15,Malacology: Crayfish (cambarus). Number of species: 1,Information from accession book. Verbatim received from agent: Robert Purdy,18
Done-not found in spreadsheet data,2224,William A. Nason,1906,1,2,Malacology: Lymnaeidae. Number of species: 2,Information from accession book. Verbatim received from agent: Dr. Wm. A. Nason,6
Done-not found in spreadsheet data,2225,William A. Nason,1906,1,2,Malacology: Fresh-water Mollusks [Molluscs]. Number of species: 3,Information from accession book. Verbatim received from agent: Dr. Wm. A. Nason,9
Done-not found in spreadsheet data,2230,Junius Henderson,1906,1,10,Malacology: Lymnaeidae. Number of species: 6,"Univ. of Colorado, Boulder, Col. Information from accession book. Verbatim received from agent: Junius Henderson. Verbatim agency associated with: University of Colorado",110
Done-not found in spreadsheet data,2231,Junius Henderson,1906,1,10,Malacology: Physa. Number of species: 1,"Univ. of Colorado, Boulder, Col. Information from accession book. Verbatim received from agent: Junius Henderson. Verbatim agency associated with: University of Colorado",4
Done-not found in spreadsheet data,2232,Junius Henderson,1906,1,10,Malacology: Lymnaeidae. Number of species: 2,"Univ. of Colorado, Boulder, Col., Alcoholic. Information from accession book. Verbatim received from agent: Junius Henderson. Verbatim agency associated with: University of Colorado",10
Done-not found in spreadsheet data,2245,William A. Nason,1906,1,29,Malacology: Physa. Number of species: 4,Information from accession book. Verbatim received from agent: Dr. Wm. A. Nason,60
Done-not found in spreadsheet data,2246,Frank M. Woodruff,1906,2,2,Malacology: Murex ramosus. Number of species: 1,Information from accession book. Verbatim received from agent: F.M. Woodruff,1
Done-not found in spreadsheet data,2247,Howard N. Lyon,1906,2,2,Malacology: Sea Urchin . Number of species: 1,Information from accession book. Verbatim received from agent: Dr. H.N. Lyon,1
Done-not found in spreadsheet data,2250,James Zetek,1906,2,5,Malacology: Branchipus serratus. Number of species: 1,Information from accession book. Verbatim received from agent: J. Zetek,40
Done-not found in spreadsheet data,2255,unknown,1906,2,16,Malacology: Starfish. Number of species: 1,Information from accession book. Verbatim received from agent: Hiller & Wohlgemuth,2
Done-not found in spreadsheet data,2263,A. A. Hinkley,1906,3,9,Malacology: Planorbis. Number of species: 7,Information from accession book. Verbatim received from agent: A.A. Hinkley,45
Done-not found in spreadsheet data,2264,A. A. Hinkley,1906,3,9,Malacology: Lymnaea. Number of species: 7,"Types of L. hinkleyi, Baker. Information from accession book. Verbatim received from agent: A.A. Hinkley",125
Done-not found in spreadsheet data,2266,Olaf F. Nylander,1906,3,14,Malacology: Lymnaea mighlesi. Number of species: 1,Alcoholic. Information from accession book. Verbatim received from agent: Olof O. Nylander,15
Done-not found in spreadsheet data,2268,Mary E. Walker,1906,3,16,Malacology: Lymnaeas. Number of species: 9,Information from accession book. Verbatim received from agent: Miss Mary E. Walker,300
Done-not found in spreadsheet data,2276,"J. D. Hood, James Zetek",1906,4,12,Malacology: Polygyra albolabris var. transvasensis. Number of species: 1,Information from accession book. Verbatim received from agent: Jas. Zetek & J.D. Hood,1
Done-not found in spreadsheet data,2278,L. E. Daniels,1906,4,14,Malacology: Fresh-water Mollusks [Molluscs].,Information from accession book. Verbatim received from agent: L.E. Daniels,200
Done-not found in spreadsheet data,2283,James Zetek,1906,4,18,Malacology: Lymnaea reflexa. Number of species: 1,Information from accession book. Verbatim received from agent: James Zetek,180
Done-not found in spreadsheet data,2289,Frank M. Woodruff,1906,4,21,Malacology: Fresh Water Mollusks [Molluscs]. Number of species: 4,Information from accession book. Verbatim received from agent: F.M. Woodruff,8
Done-not found in spreadsheet data,2292,Frank M. Woodruff,1906,4,26,Malacology: Fresh Water Mollusks [Molluscs]. Number of species: 4,Information from accession book. Verbatim received from agent: F.M. Woodruff,6
Done-not found in spreadsheet data,2295,Bryant Walker,1906,4,30,Malacology: Valvata sincera. Number of species: 1,Information from accession book. Verbatim received from agent: Bryant Walker,3
Done-not found in spreadsheet data,2297,Lawrence Lynn,1906,5,9,Malacology: Lampsilis luteola. Number of species: 1,Information from accession book. Verbatim received from agent: Lawrence Lynn,1
Done-not found in spreadsheet data,2298,Leslie Dolan,1906,5,10,Malacology: Campeloma rufum. Number of species: 1,Information from accession book. Verbatim received from agent: Leslie Dolan,1
Done-not found in spreadsheet data,2320,"Chicago Academy of Sciences, Frank Collins Baker",1906,7,2,Malacology: Fresh Water and Land Mollusks [Molluscs]. Number of species: 4,Date: '5-12-1906'. Information from accession book. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences,55
Done-not found in spreadsheet data,2326,William K. Higley,1906,7,9,Malacology: Planorbis. Number of species: 2,Information from accession book. Verbatim received from agent: W.K. Higley,3
Done-not found in spreadsheet data,2336,"Chicago Academy of Sciences, Frank Collins Baker",1906,7,2,Malacology: Fresh-Water Mollusks [molluscs]. Number of species: 2,Date: '6-12-1906'. Information from accession book. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences,7
Done-not found in spreadsheet data,2344,"Chicago Academy of Sciences, Frank Collins Baker",1906,7,2,Malacology: Fresh-Water Mollusks [molluscs]. Number of species: 5,Date: '6-18-1906'. Information from accession book. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences,55
Done-not found in spreadsheet data,2345,"Chicago Academy of Sciences, Frank Collins Baker",1906,7,2,Malacology: Fresh-Water Mollusks [molluscs]. Number of species: 3,Date: '6-18-1906'. Information from accession book. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences,41
Done-not found in spreadsheet data,2348,"Chicago Academy of Sciences, Frank Collins Baker",1906,7,2,"Malacology, Ichthyology, Invertebrates: Leeches, fish, nymphs, crustacea.",Date: '6-21-1906'. Information from accession book. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences,20
Done-not found in spreadsheet data,2350,"Chicago Academy of Sciences, Frank Collins Baker",1906,7,2,Malacology: Fresh-Water Mollusks [molluscs]. Number of species: 7,Date: '6-21-1906' (In swamp). Information from accession book. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences,33
Done-not found in spreadsheet data,2353,T. Van Heyning,1906,7,24,Malacology: Lymnaeas. Number of species: 3,Information from accession book. Verbatim received from agent: T. Van Hyning,200
Done-not found in spreadsheet data,2361,Stuart Weller,1906,8,20,Malacology: Physa sp. Number of species: 1,In sulphur spring. Information from accession book. Verbatim received from agent: Stuart Weller,60
Done-not found in spreadsheet data,2363,"Chicago Academy of Sciences, Frank Collins Baker",1906,8,20,Malacology: Fresh-Water Mollusks [molluscs].,"Information from accession book. Field Day, 1906. Verbatim received from agent: Chicago Academy of Sciences",50
Done-not found in spreadsheet data,2365,L. E. Daniels,1906,8,20,Malacology: Fresh-Water Mollusks [molluscs].,Information from accession book. Correspondence in Accession file [A. King]. Verbatim received from agent: L.E. Daniels,50
Done-not found in spreadsheet data,2366,Frank M. Woodruff,1906,8,20,Malacology: Fresh-Water Mollusks [molluscs].,Information from accession book. Verbatim received from agent: F.M. Woodruff,10
Done-not found in spreadsheet data,2368,Frank M. Woodruff,1906,8,20,Malacology: Haliotis rufescens. Number of species: 1,"Animal dried, used as food by Chinese. Information from accession book. Verbatim received from agent: F.M. Woodruff",1
Done-not found in spreadsheet data,2369,Frank M. Woodruff,1906,8,21,Malacology: Land and Fresh-Water Mollusks [molluscs]. Number of species: 5,Information from accession book. Verbatim received from agent: F.M. Woodruff,12
Done-not found in spreadsheet data,2375,L. E. Daniels,1906,8,29,Malacology: Fresh-Water Mollusks [molluscs]. Number of species: 6,Information from accession book. Correspondence in Accession file [A. King]. Verbatim received from agent: L.E. Daniels,50
Done-not found in spreadsheet data,2377,Bryant Walker,1906,8,30,Malacology: Valvata sincera. Number of species: 1,Information from accession book. Verbatim received from agent: Bryant Walker,2
Done-not found in spreadsheet data,2379,unknown,1906,8,30,Malacology: Baroque Pearls  .,Purchased 50¢. Information from accession book. Verbatim received from agent: unknown,58
Done-not found in spreadsheet data,2386,T. Van Heyning,1906,9,10,Malacology: Lymnaeas. Number of species: 2,Information from accession book. Verbatim received from agent: T. Van Hyning,100
Done-not found in spreadsheet data,2397,Junius Henderson,1906,9,17,Malacology: Lymnaea caperata. Number of species: 1,"Information from accession book. Correspondence in Accession Files and Gifts-1906 [A. King]. Verbatim received from agent: Junius Henderson. Verbatim agency associated with: Curator, University of Colorado",12
Done-not found in spreadsheet data,2398,Junius Henderson,1906,9,17,Malacology: Lymnaea palustris. Number of species: 1,"Information from accession book. Correspondence in Accession Files and Gifts-1906 [A. King]. Verbatim received from agent: Junius Henderson. Verbatim agency associated with: Curator, University of Colorado",11
Done-not found in spreadsheet data,2405,J. D. Hood,1906,9,24,Malacology: Lymnaeas.,Information from accession book. Verbatim received from agent: J.D. Hood,25
Done-not found in spreadsheet data,2415,T. Van Heyning,1906,10,15,Malacology: Lymnaea caperata. Number of species: 1,"Found in pond in gravel pit, north part of city. Information from accession book. Verbatim received from agent: T. Van Hyning",11
Done-not found in spreadsheet data,2420,Victor Sterki,1906,10,29,Malacology: Campeloma rufum. Number of species: 1,"New Phil., Ohio. Rocky bottom among conferae. Information from accession book. Verbatim received from agent: Dr. V. Sterki",7
Done-not found in spreadsheet data,2421,unknown,1906,11,2,"Botany, Paleontology, Malacology: Peat and Pleistocene Shells.",Information from accession book. Verbatim received from agent: Mr. Scharf,5
Done-not found in spreadsheet data,2433,Mrs. O. B. Green,1906,12,1,Malacology: Corals.,Information from accession book. Verbatim received from agent: Mrs. O.B. Green,10
Done-not found in spreadsheet data,2444,Bryant Walker,1906,12,5,Malacology: Lymnaeas. Number of species: 2,Information from accession book. Verbatim received from agent: Bryant Walker,12
Done-not found in spreadsheet data,2463,A. A. Hinkley,1907,2,16,Malacology: Fresh-Water Mollusks [molluscs]. Number of species: 4,"Dec., 1906. Information from accession book. Verbatim received from agent: A.A. Hinkley",6
Done-not found in spreadsheet data,2464,A. A. Hinkley,1907,2,16,Malacology: Fresh-Water Mollusks [molluscs]. Number of species: 3,"Dec., 1906. Information from accession book. Verbatim received from agent: A.A. Hinkley",12
Done-not found in spreadsheet data,2466,Frank Collins Baker,1907,2,19,Malacology: Physa and Planorbis. Number of species: 2,"Date: 'May 30, 1906'. Information from accession book. Verbatim received from agent: Frank C. Baker",3
Done-not found in spreadsheet data,2470,Frank Collins Baker,1907,2,19,Malacology: Fresh-Water Mollusks [molluscs]. Number of species: 6,In debris. Information from accession book. Verbatim received from agent: Frank C. Baker,20
Done-not found in spreadsheet data,2471,Frank Collins Baker,1907,2,19,Malacology: Pisidia and Sphearia.,"Dredging; 1 foot water, muddy bottom. Information from accession book. Verbatim received from agent: Frank C. Baker",200
Done-not found in spreadsheet data,2473,Herbert H. Smith,1907,2,21,Malacology: Land Shells. Number of species: 65,Information from accession book. Verbatim received from agent: Herbert H. Smith,368
Done-not found in spreadsheet data,2477,L. E. Daniels,1907,3,12,Malacology: Lymnaeas. Number of species: 3,Information from accession book. Verbatim received from agent: L.E. Daniels,5
Done-not found in spreadsheet data,2480,Frank Collins Baker,1907,3,15,Malacology: Land and Fresh-water Mollusks [molluscs]. Number of species: 4,Date: '9-10-1902'. Information from accession book. Verbatim received from agent: Frank C. Baker,42
Done-not found in spreadsheet data,2481,J. B. Henderson,1907,3,20,Malacology: Lymnaea columella. Number of species: 1,"In marshy pond, 3-1907. Information from accession book. Verbatim received from agent: J.B. Henderson Jr.",4
Done-not found in spreadsheet data,2482,,1907,3,23,Malacology: Lymnaeas. Number of species: 4,Variation series. Information from accession book. Verbatim received from agent: W.H. Over,150
Done-not found in spreadsheet data,2483,,1907,3,23,Malacology: Lymnaea obrussa var. Number of species: 1,Information from accession book. Verbatim received from agent: W.H. Over,25
Done-not found in spreadsheet data,2484,James Zetek,1907,3,25,Malacology: Opeas mauritiana. Number of species: 1,Introduced. Information from accession book. Verbatim received from agent: James Zetek,24
Done-not found in spreadsheet data,2507,Frank M. Woodruff,1907,5,14,Malacology: Bryozoa. Number of species: 2,Information from accession book. Verbatim received from agent: F.M. Woodruff,10
Done-not found in spreadsheet data,2529,"Chicago Academy of Sciences, Frank M. Woodruff",1907,6,1,Malacology: Shells.,Information from accession book. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences,5
Done-not found in spreadsheet data,2536,A. A. Hinkley,1907,6,15,Malacology: Fresh-water Mollusks [molluscs]. Number of species: 2,In alchohol. Information from accession book. Verbatim received from agent: A.A. Hinkley,10
Done-not found in spreadsheet data,2539,Bryant Walker,1907,6,23,"Malacology: Lymnaeas, marginata & catascopium. Number of species: 2",Alcoholic. Information from accession book. Verbatim received from agent: Bryant Walker,40
Done-not found in spreadsheet data,2543,"Chicago Academy of Sciences, Frank Collins Baker",1907,6,24,Malacology: Physa. Number of species: 1,"In small brook, empyting into west-side of inlet. Information from accession book. Academy collecting 6-11. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences",61
Done-not found in spreadsheet data,2545,"Chicago Academy of Sciences, Frank Collins Baker",1907,6,24,Malacology: Land and Fresh-water Mollusks [molluscs].,"Erie Canal, below lock 65, bank south side of canal. Information from accession book. Academy collecting 6-12. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences",80
Done-not found in spreadsheet data,2546,"Chicago Academy of Sciences, Frank Collins Baker",1907,6,24,Malacology: Fresh-water Mollusks [molluscs].,In Genessee R.; water contaminated with sewage. Information from accession book. Academy collecting 6-14. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences,25
Done-not found in spreadsheet data,2547,"Chicago Academy of Sciences, Frank Collins Baker",1907,6,24,Malacology: Fresh-water Mollusks [molluscs].,Swampy part of Irondequoit Bay at boat landing. Information from accession book.  Academy collecting 6-14. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences,30
Done-not found in spreadsheet data,2549,"Chicago Academy of Sciences, Frank Collins Baker",1907,6,24,Malacology: Fresh-water Mollusks [molluscs].,Shore near R.R. depot. Information from accession book. Academy collecting 6-15. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences,72
Done-not found in spreadsheet data,2554,A. A. Hinkley,1907,6,25,Malacology: Fresh-water Mollusks [molluscs]. Number of species: 3,Information from accession book. Verbatim received from agent: A.A. Hinkley,50
Done-not found in spreadsheet data,2557,L. E. Daniels,1907,6,27,Malacology: Lymnaeas. Number of species: 2,Information from accession book. Verbatim received from agent: L.E. Daniels,10
Done-not found in spreadsheet data,2560,L. E. Daniels,1907,7,16,Malacology: Lymnaea dalli. Number of species: 1,Information from accession book. Verbatim received from agent: L.E. Daniels,5
Done-not found in spreadsheet data,2565,A. B. Wolcott,1907,7,18,Malacology: Physa. Number of species: 1,"In old stone quarry, abandoned in 1872. Information from accession book. Verbatim received from agent: A.B. Wolcott",1
Done-not found in spreadsheet data,2572,N. W. Lermond,1907,7,20,Malacology: Lymnaea obrussa. Number of species: 1,Information from accession book. Verbatim received from agent: N.W. Lermond,10
Done-not found in spreadsheet data,2573,"Chicago Academy of Sciences, Frank M. Woodruff",1907,7,20,Malacology: Lymnaea obrussa. Number of species: 1,Information from accession book. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences,2
Done-not found in spreadsheet data,2575,"Chicago Academy of Sciences, Frank Collins Baker",1907,7,20,Malacology: Ancylus.,"Head of Calumet River. Information from accession book. Field Day, 1907. Verbatim received from agent: Chicago Academy of Sciences",7
Done-not found in spreadsheet data,2578,Frank Collins Baker,1907,7,20,Malacology: Lymnaea palustris. Number of species: 1,"In small brook, in summer garden. Information from accession book. Verbatim received from agent: F.C. Baker",17
Done-not found in spreadsheet data,2580,"Chicago Academy of Sciences, Frank Collins Baker",1907,7,29,Malacology: Fresh-water Mollusks [Molluscs]. Number of species: 5,"On beach. Information from accession book. Field Day, 1907. Verbatim received from agent: Chicago Academy of Sciences",75
Done-not found in spreadsheet data,2587,A. B. Wolcott,1907,7,29,Malacology: Planorbis and Physa. Number of species: 2,"In artificial lake, Aug. 6. '07 [1907]. Information from accession book. Verbatim received from agent: A.B. Wolcott",45
Done-not found in spreadsheet data,2588,A. B. Wolcott,1907,7,29,Malacology: Lymnaea obrussa. Number of species: 1,"In artificial lake, Aug. 11, '07 [1907]. Information from accession book. Verbatim received from agent: A.B. Wolcott",25
Done-not found in spreadsheet data,2589,A. B. Wolcott,1907,7,29,Malacology: Physa. Number of species: 2,In mouth of tile drain. Information from accession book. Verbatim received from agent: A.B. Wolcott,8
Done-not found in spreadsheet data,2592,F. S. Daggett,1907,8,13,Malacology: Tapes staminea. Number of species: 1,"Coll. Aug. 21, 1891. Information from accession book. Verbatim received from agent: F.S. Daggett",5
Done-not found in spreadsheet data,2594,F. S. Daggett,1907,8,13,Malacology: Marine Mollusks [molluscs]. Number of species: 10,Information from accession book. Verbatim received from agent: F.S. Daggett,30
Done-not found in spreadsheet data,2612,F. S. Daggett,1907,9,10,Malacology: Bivalve Mollusks [Molluscs]. Number of species: 6,"May 22, 1897. Information from accession book. Verbatim received from agent: F.S. Daggett",35
Done-not found in spreadsheet data,2614,F. S. Daggett,1907,9,10,Malacology: Fossil Mollusks [Molluscs] (Pleiocene).,"Coll. Aug. 27, 1900. Information from accession book. Verbatim received from agent: F.S. Daggett",43
Done-not found in spreadsheet data,2616,F. S. Daggett,1907,9,10,Malacology: Physa. Number of species: 1,"Date: 'April 6,1901'. Information from accession book. Verbatim received from agent: F.S. Daggett",64
Done-not found in spreadsheet data,2619,F. S. Daggett,1907,9,10,Malacology: Echinoderma. Number of species: 3,Information from accession book. Verbatim received from agent: F.S. Daggett,31
Done-not found in spreadsheet data,2642,A. B. Wolcott,1907,11,8,Malacology: Land Mollusks [molluscs]. Number of species: 3,"Collected July 21, 1907. Information from accession book. Verbatim received from agent: A.B. Wolcott",12
Done-not found in spreadsheet data,2647,Robert Trayer,1907,11,14,Malacology: Buttons and button blanks.,Information from accession book. Verbatim received from agent: Robert Trayer,97
Done-not found in spreadsheet data,2648,Robert Trayer,1907,11,14,"Malacology, Anthropology: Shell ornaments.",Information from accession book. Verbatim received from agent: Robert Trayer,5
Done-not found in spreadsheet data,2665,Stuart Weller,1907,12,18,"Malacology: Lymnaea caperata, Say. Number of species: 1",In typical Löese. Information from accession book. Verbatim received from agent: Dr. Stuart Weller. Verbatim agency associated with: University of Chicago,4
Done-not found in spreadsheet data,2671,Bryant Walker,1908,1,1,Malacology: Lymnaeas. Number of species: 2,Information from accession book. Verbatim received from agent: Bryant Walker,16
Done-not found in spreadsheet data,2673,,1908,1,6,Malacology: Marl Mollusks [Molluscs]. Number of species: 2,Information from accession book.. Verbatim agency associated with: Field Museum Nat. Hist. Natural History,9
Done-not found in spreadsheet data,2674,,1908,1,6,Malacology: Sphaerium striatinum. Number of species: 1,Information from accession book.. Verbatim agency associated with: Field Museum Nat. Hist. Natural History,15
Done-not found in spreadsheet data,2690,Edwin A. Woley,1908,2,1,Malacology: Corals.,Information from accession book. Verbatim received from agent: Edwin A. Woley,43
Done-not found in spreadsheet data,2691,Edwin A. Woley,1908,2,1,Malacology: Corals .,Information from accession book. Verbatim received from agent: Edwin A. Woley,10
Done-not found in spreadsheet data,2693,Edwin A. Woley,1908,2,1,Malacology: Sponges.,Information from accession book. Verbatim received from agent: Edwin A. Woley,4
Done-not found in spreadsheet data,2694,Edwin A. Woley,1908,2,1,Malacology: Bryzoa.,Information from accession book. Verbatim received from agent: Edwin A. Woley,2
Done-not found in spreadsheet data,2695,Edwin A. Woley,1908,2,1,Malacology: Barnacles.,Information from accession book. Verbatim received from agent: Edwin A. Woley,8
Done-not found in spreadsheet data,2697,Ralph Arnold,1908,2,21,"Malacology: Lymnaea alamosensis, Arnold. Number of species: 1",Cotypes. Information from accession book. Verbatim received from agent: Ralph Arnold. Verbatim agency associated with: U.S. Geological Survey,3
Done-not found in spreadsheet data,2706,L. E. Daniels,1908,3,11,"Malacology: Ancylus walkeri, P. & F. Number of species: 1",Information from accession book. Verbatim received from agent: L.E. Daniels,50
Done-not found in spreadsheet data,2714,Alois Frey,1908,3,27,"Malacology: Lymnaea columella, L. auricularia. Number of species: 2",Information from accession book. Verbatim received from agent: A. Freye,65
Done-not found in spreadsheet data,2723,Charles M. Clark,1908,4,16,Malacology: Octopus. Number of species: 1,"Collected during bombardment of Ft. Sumter, 1863. Information from accession book. Verbatim received from agent: Dr. C.M. Clark",1
Done-not found in spreadsheet data,2730,Martin Behner,1908,4,21,"Herpetology, Ichthyology, Malacology: Mollusk, fish and two-headed turtle. Number of species: 3",Information from accession book. Verbatim received from agent: Martin Behner,3
Done-not found in spreadsheet data,2736,T. D. A. Cockerell,1908,5,11,Malacology: Lymnaea sp. Number of species: 1,Information from accession book. Verbatim received from agent: T.D.A. Cockerell,8
Done-not found in spreadsheet data,2739,"Chicago Academy of Sciences, Frank M. Woodruff",1908,5,12,Malacology: Ampelis cedrorum. Number of species: 1,"Female, collected 5-31-1905. Information from accession book. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences",1
Done-not found in spreadsheet data,2743,James H. Ferriss,1908,5,14,Malacology: Land and Fresh-water Shells. Number of species: 3,Information from accession book. Verbatim received from agent: L.E. Daniels and J.H. Ferriss,4
Done-not found in spreadsheet data,2747,N. W. Lermond,1908,5,23,Malacology: Lymnaea and Physa. Number of species: 2,Information from accession book. Verbatim received from agent: N.W. Lermond,8
Done-not found in spreadsheet data,2750,Bryant Walker,1908,5,27,Malacology: Lymnaea humilis. Number of species: 1,Information from accession book. Verbatim received from agent: Bryant Walker,16
Done-not found in spreadsheet data,2752,Stillman S. Berry,1908,6,1,Malacology: Lymnaeidae. Number of species: 7,Information from accession book. Verbatim received from agent: S. Stillman Berry,76
Done-not found in spreadsheet data,2763,Charles Case,1908,6,25,Malacology: Lymnaea techella. Number of species: 1,Information from accession book. Correspondence in Accession File and copy in Exchanges-1908 [A. King]. Verbatim received from agent: Charles Case,20
Done-not found in spreadsheet data,2766,Harold Hannibal,1908,7,16,Malacology: Physa virginea. Number of species: 1,Information from accession book. Verbatim received from agent: H. Hannibal,45
Done-not found in spreadsheet data,2769,"Chicago Academy of Sciences, Frank Collins Baker",1908,7,16,Malacology: Fresh-water mollusks [Molluscs]. Number of species: 3,"Information from accession book. Field Day, 7-11-1908. Verbatim received from agent: Chicago Academy of Sciences",10
Done-not found in spreadsheet data,2770,"Chicago Academy of Sciences, Frank M. Woodruff",1908,7,16,Malacology: Fresh-water mollusks [Molluscs].,"Information from accession book. Field Day, 7-11-1908. Verbatim received from agent: Chicago Academy of Sciences",13
Done-not found in spreadsheet data,2775,W. G. Mazyck,1908,7,25,"Malacology: Lymnaea humilis, Say. Number of species: 1",Information from accession book. Verbatim received from agent: W.G. Mazyck,2
Done-not found in spreadsheet data,2816,"Chicago Academy of Sciences, Frank M. Woodruff",1908,8,10,Malacology: Crustacea.,Information from accession book. Academy expedition. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences,15
Done-not found in spreadsheet data,2818,"Chicago Academy of Sciences, Frank M. Woodruff",1908,8,10,Malacology: Echinoderms. Number of species: 2,Information from accession book. Academy expedition. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences,15
Done-not found in spreadsheet data,2821,Frank M. Woodruff,1908,8,10,Malacology: Fresh-water mollusks [Molluscs]. Number of species: 2,Information from accession book. Verbatim received from agent: F.M. Woodruff,50
Done-not found in spreadsheet data,2826,A. A. Hinkley,1908,9,1,Malacology: Physa. Number of species: 2,Information from accession book. Verbatim received from agent: A.A. Hinkley,30
Done-not found in spreadsheet data,2848,"Chicago Academy of Sciences, Frank M. Woodruff",1908,10,15,Malacology: Fresh-water mollusks [Molluscs]. Number of species: 9,Information from accession book. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences,25
Done-not found in spreadsheet data,2852,"Chicago Academy of Sciences, Frank Collins Baker",1908,10,15,Malacology: Land and Fresh-water shells. Number of species: 40,Coll. last three weeks of Aug. 1908. Information from accession book. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences,2000
Done-not found in spreadsheet data,2857,A. A. Hinkley,1908,11,3,Malacology: Physas. Number of species: 3,Information from accession book. Verbatim received from agent: A.A. Hinkley,5
Done-not found in spreadsheet data,2859,James Zetek,1908,11,11,Malacology: Ancylus and Lymnae. Number of species: 4,Information from accession book. Verbatim received from agent: James Zetek,40
Done-not found in spreadsheet data,2862,Harold Hannibal,1908,11,13,Malacology: Fresh-water mollusks [Molluscs]. Number of species: 5,Information from accession book. Verbatim received from agent: Harold Hannibal,40
