GUID,ACCN,TAXON_NAME,IDENTIFICATION_REMARKS,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,COLLECTOR_AGENT_1,COLLECTOR_AGENT_2,PART_LOT_COUNT_1,PART_DISPOSITION_1,Identification 1,Identification 2,Identification 3,Type status (not on Arctos),Reference (not on Arctos),Figured Specimens (not on Arctos)
CHAS:Inv:20630,[CHAS:Mamm]2262,Somatogyrus pilsbryanus,Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, Alabama","Tallasee, Tallapoosa River","FROM SPECIMEN: Tallapoosa River, Tallassee; FROM ORIGINAL CATALOG BOOK: Tallapoosa River,",unknown,,14,in collection,Somatogyrus {Somatogyrus pilsbryana},,,paratype,,
CHAS:Inv:21011,[CHAS:Mamm]2262,Somatogyrus quadratus,Gastropod.,[1906],1906-01-01,1906-12-31,"North America, United States, Alabama, Lauderdale County","Florence, Tennesee River","FROM SPECIMEN: Tennessee River, Florence; FROM ORIGINAL CATALOG BOOK: Tennessee River, Florence, Alabama",unknown,,4,in collection,,,,topotype (paratype),,
CHAS:Inv:21004,[CHAS:Mamm]2262,Somatogyrus strengi,Gastropod.,[1906],1906-01-01,1906-12-31,"North America, United States, Alabama, Lauderdale County","Florence, Tennesee River","FROM SPECIMEN: Tennessee River, Florence; FROM ORIGINAL CATALOG BOOK: Tennessee River, Florence, Alabama",unknown,,14,in collection,,,,topotype (paratype),,
CHAS:Inv:21005,[CHAS:Mamm]2262,Somatogyrus substriatus,Gastropod.,[1906],1906-01-01,1906-12-31,"North America, United States, Alabama, Lauderdale County","Florence, Tennesee River","FROM SPECIMEN: Tennessee River, Florence; FROM ORIGINAL CATALOG BOOK: Tennessee River, Florence, Alabama",unknown,,6,in collection,,,,topotype (paratype),,
CHAS:Inv:21006,[CHAS:Mamm]2262,Somatogyrus substriatus,Gastropod.,[1906],1906-02-10,1906-02-10,"North America, United States, Mississippi, Lowndes County","Columbus, Tombigbee River","FROM SPECIMEN: Tombigbee River, Columbus; FROM ORIGINAL CATALOG BOOK: Tombigbee River, Columbus, Miss.",unknown,,6,in collection,,,,topotype (paratype),,
CHAS:Inv:21013,[CHAS:Mamm]2262,Somatogyrus tennesseensis,Gastropod.,[1906],1906-02-10,1906-02-10,"North America, United States, Alabama, Lauderdale County","Florence, Shoal Creek","FROM SPECIMEN: Shoal Creek, Florence; FROM ORIGINAL CATALOG BOOK: Shoal Creek, Florence, Alabama",A. A. Hinkley,,2,in collection,Somatogyrus {Somatogyrus tennesseesis},,,topotype (paratype),,
CHAS:Inv:20802,[CHAS:Mamm]1975,Sonorella virilis,Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, Arizona, Cochise County","Chiricahua Mountains, Cave Creek Canyon","FROM SPECIMEN: Cave Creek Canyon, Chiricahua Mountains; FROM ORIGINAL CATALOG BOOK: Cave Creek Canyon, Chiricahua Mts. [Mountains], Arizona",unknown,,2,in collection,Sonorella virilis circumstriata,,,topotype,,
CHAS:Inv:20801,[CHAS:Mamm]1975,Sonorella virilis {Sonorella virilis huachucana},Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, Arizona, Cochise County","Huachuca Mountains, Brown Canyon","FROM SPECIMEN: Brown's Canyon, Huachuca Mountains; FROM ORIGINAL CATALOG BOOK: Brown's Canyon, Huachuca Mts. [Mountains], Arizona",unknown,,2,in collection,,,,topotype,,
CHAS:Inv:18105.2,[CHAS:Mamm]982,Sphaerium striatinum,Bivalve.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, Will County","Joliet, Lilycash Creek","FROM SPECIMEN: Lilycash Creek, Joliet; FROM ORIGINAL CATALOG BOOK: Lilycash Creek, Joliet, Ills. [Illinois]",unknown,,7,in collection,Sphaeridium {Sphaeridium lilycashense},Sphaerium lilycashense,,syntype,,
CHAS:Inv:18106,[CHAS:Mamm]982,Sphaerium striatinum,Bivalve.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, Will County","Joliet, Lilycash Creek","FROM SPECIMEN: Lilycash Creek, Joliet; FROM ORIGINAL CATALOG BOOK: Lilycash Creek, Joliet, Ills. [Illinois]",unknown,,6,in collection,Sphaeridium {Sphaeridium lilycashense},Sphaerium lilycashense,,type [syntype],,
CHAS:Inv:18105.1,[CHAS:Mamm]982,Sphaerium striatinum,Bivalve.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, Will County","Joliet, Lilycash Creek","FROM ORIGINAL CATALOG BOOK: Lilycash Creek, Joliet, Ills. [Illinois]",unknown,,1,in collection,Sphaeridium {Sphaeridium lilycashense},Sphaerium lilycashense,,lectotype (designated by Dorothea Franzen),,
CHAS:Inv:24293,[CHAS:Mamm]3236,Sphaeridium {Sphaeridium lineolatum},Bivalve.,1902-08-09T00:00:00Z,1902-08-09,1902-08-09,"North America, United States, Indiana, Kosciusko County",Turkey Lake,"FROM SPECIMEN: Turkey Lake; FROM ORIGINAL CATALOG BOOK: Turkey Lake, Koscuisco [Kosciusko] Co., Ind. [Indiana]",L. E. Daniels,,6,in collection,,,,cotype,,
CHAS:Inv:21405,[CHAS:Mamm]2274,Sphaerium striatinum,Bivalve.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, Mason County","Havana, Matanzas Lake","FROM SPECIMEN: Matanzas Lake; FROM ORIGINAL CATALOG BOOK: Matanzas Lake, Havana, [Illinois]",unknown,,4,in collection,Sphaerium {Sphaerium stamineum forbsei},Sphaerium stamineum forbesi,,syntype,,
CHAS:Inv:17692,[CHAS:Mamm]accession unknown,Spisula solidissima,Bivalve.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,1,in collection,,,,,,FIGURE. Glue residue on both valves. One valve has two labels (Laminae) affixed.
CHAS:Inv:17708.1,[CHAS:Mamm]accession unknown,Spisula solidissima,Bivalve.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,1,in collection,,,,,,FIGURE: Glue residue on both valves; muscle scars outlined in pencil
CHAS:Inv:23713,[CHAS:Mamm]accession unknown,Stagnicola {Stagnicola canadensis},Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, Michigan, Kalkaska County",Bear Lake,FROM SPECIMEN: Bear Lake,James H. Ferriss,,2,in collection,,,,,,"plate 45, figure 14-15"
CHAS:Inv:24548,[CHAS:Mamm]accession unknown,Stagnicola {Stagnicola canadensis},Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, Michigan, Kalkaska County",Bear Lake,FROM SPECIMEN: Bear Lake,James H. Ferriss,,2,in collection,,,,,,"plate 45, figure 16-17"
CHAS:Inv:23714,[CHAS:Mamm]accession unknown,Stagnicola {Stagnicola canadensis currier},Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, Michigan, Kalkaska County",Bear Lake,FROM SPECIMEN: Bear Lake,unknown,,4,in collection,,,,,,"plate 45, figure 18-20"
CHAS:Inv:24511,[CHAS:Mamm]accession unknown,Stagnicola catascopium,Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, Michigan, Wayne County",St. Clair Flats,"FROM SPECIMEN: St. Clair Flats; FROM ORIGINAL CATALOG BOOK: [St. Clair flats, Detroit]",unknown,,4,in collection,,,,,,"plate 43, figure 5-8"
CHAS:Inv:23491,[CHAS:Mamm]accession unknown,Stagnicola {Stagnicola disideria},Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, Lake County",Long Lake,FROM SPECIMEN: Long Lake,unknown,,4,in collection,,,,,,"plate 33, figure 32-33"
CHAS:Inv:23915,[CHAS:Mamm]accession unknown,Stagnicola {Stagnicola disideria},Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, New York, Erie County","Williamsville, Old Snowy","FROM SPECIMEN: Old Snowy Williamsville [Sam Howes, 2017: Old Snowy is unknown in New York. Old Snowy Mountain is in Washtington].",unknown,,5,in collection,,,,,,"plate 34, figure 3-7"
CHAS:Inv:23492,[CHAS:Mamm]accession unknown,Stagnicola {Stagnicola disideria},Gastropod.,[no date recorded],1800,2017-07-01,no higher geography recorded,White Lish,"FROM SPECIMEN: White Lish [Sam Howes, 2017: White Fish? White Lake?].",unknown,,1,in collection,,,,,,"plate 33, figure 31"
CHAS:Inv:23514,[CHAS:Mamm]accession unknown,Stagnicola elodes,Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States",Winnebago,FROM SPECIMEN: [IL or WI?],unknown,,1,in collection,,,,,,"plate 24, figure 23"
CHAS:Inv:23517,[CHAS:Mamm]accession unknown,Stagnicola elodes,Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, Indiana, White County",no specific locality recorded,[transcribed directly into formatted locality fields],unknown,,7,in collection,,,,,,"plate 34, figure 14-17"
CHAS:Inv:23482,[CHAS:Mamm]accession unknown,Stagnicola elodes,Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, Wisconsin, Dane County",Madison,FROM SPECIMEN: Madison,unknown,,1,in collection,,,,,,"plate 34, figure 24"
CHAS:Inv:23682,[CHAS:Mamm]1294,Stagnicola emarginata,Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, New York, Cayuga County",Owasco River,FROM SPECIMEN: Owasco River,unknown,,3,in collection,,,,,,"plate 45, figure 11-13"
CHAS:Inv:23580,[CHAS:Mamm]accession unknown,Lymnaea exilis,Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, Winnebago County",Winnebago,FROM SPECIMEN: Winnebago,James H. Ferriss,,2,in collection,Stagnicola exilis,,,,,"plate 37, figre 3"
CHAS:Inv:23582,[CHAS:Mamm]accession unknown,Lymnaea exilis,Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, Mercer County",no specific locality recorded,[transcribed directly into formatted locality fields],James H. Ferriss,,3,in collection,Stagnicola exilis,,,,,"plate 37, figure 4-6"
CHAS:Inv:23585,[CHAS:Mamm]accession unknown,Lymnaea exilis,Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, Iowa, Polk County",Des Moines,FROM SPECIMEN: Des Moines,unknown,,6,in collection,Stagnicola exilis,,,,,"plate 37, figure 7-10"
CHAS:Inv:23595,[CHAS:Mamm]accession unknown,Lymnaea exilis,Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, Iowa, Polk County",Des Moines,FROM SPECIMEN: Des Moines,unknown,,1,in collection,Stagnicola exilis,,,,,"plate 37, figure 11"
CHAS:Inv:23635,[CHAS:Mamm]accession unknown,Stagnicola {Stagnicola indianensis},Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, Indiana, LaPorte County",La Porte,FROM SPECIMEN: near LaPorte,unknown,,6,in collection,,,,,,"plate 35, figure 5-7"
CHAS:Inv:23608,[CHAS:Mamm]783,Stagnicola sp.,Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, Indiana, Lake County",Berry Lake,FROM SPECIMEN: Berry lake,unknown,,2,in collection,Stagnicola {Stagnicola jolietensis},Stagnicola sp.,,,,"plate 35, figure 1-2"
CHAS:Inv:23607,[CHAS:Mamm]accession unknown,Stagnicola {Stagnicola kerelandria},Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, McHenry County",Crystal Lake,FROM SPECIMEN: Crystal Lake,unknown,,2,in collection,,,,,,"plate 37, figure 12-13"
CHAS:Inv:23590,[CHAS:Mamm]accession unknown,Stagnicola {Stagnicola lanceata},Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, Wisconsin, Oneida County",Tomahawk Lake,FROM SPECIMEN: Tomohawk Lake,unknown,,4,in collection,,,,,,"plate 37, figure 19-22"
CHAS:Inv:23451,[CHAS:Mamm]accession unknown,Stagnicola palustris,Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, Colorado, Larimer County",Windsor,FROM SPECIMEN: Windsor,unknown,,3,in collection,,,,,,"plate 26, figure 35-37"
CHAS:Inv:23612,[CHAS:Mamm]accession unknown,Stagnicola palustris,Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, New York, Monroe County","Lake Ontario, Braddock Bay",FROM SPECIMEN: Braddocks Bay,unknown,,1,in collection,,,,,,"plate 33, figure 1"
CHAS:Inv:23658,[CHAS:Mamm]accession unknown,Stagnicola {Stagnicola pingelli},Gastropod.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,4,in collection,,,,,,"plate 39, figure 24-27"
CHAS:Inv:23641,[CHAS:Mamm]accession unknown,Stagnicola proxima,Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, California, San Mateo County",San Mateo,FROM SPECIMEN: San Matteo,unknown,,1,in collection,,,,,,"plate 38, figure 12"
CHAS:Inv:24535,[CHAS:Mamm]accession unknown,Stagnicola {Stagnicola pseudopingus canarsei},Gastropod.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,FROM SPECIMEN: L.I or S.D.,unknown,,2,in collection,,,,,,"plate 41, figure 6-7"
CHAS:Inv:23521,[CHAS:Mamm]accession unknown,Stagnicola reflexa,Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, Cook County",Lake Calumet,FROM SPECIMEN: Cal lake,unknown,,3,in collection,,,,,,"plate 35, figure 10"
CHAS:Inv:23522,[CHAS:Mamm]accession unknown,Stagnicola reflexa,Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois",Roules,FROM SPECIMEN: Roules,unknown,,7,in collection,,,,,,"plate 34, figure 15-17"
CHAS:Inv:23504,[CHAS:Mamm]accession unknown,Stagnicola reflexa,Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, Christian County",Roby,"FROM SPECIMEN: In a ditch, Roby",Frank Collins Baker,,1,in collection,,,,,,"plate 35, figure 3"
CHAS:Inv:23524,[CHAS:Mamm]accession unknown,Stagnicola reflexa,Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, Iowa, Scott County",Davenport,FROM SPECIMEN: Davenport,unknown,,1,in collection,,,,,,"plate 35, figure 19"
CHAS:Inv:23527.2,[CHAS:Mamm]accession unknown,Stagnicola reflexa,Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, Iowa, Worth County",Silver Lake,FROM SPECIMEN: Silver Lake,unknown,,1,in collection,,,,,,"plate 36, figure 17"
CHAS:Inv:23972,[CHAS:Mamm]2341,Stagnicola reflexa,Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, New York, Chautauqua County","Charlotte, Round Pond","FROM SPECIMEN: Round Pond, near Ch[ rest illegible]",unknown,,1,in collection,,,,,,"plate 32, figure 14"
CHAS:Inv:23519,[CHAS:Mamm]accession unknown,Stagnicola reflexa,Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States",Calumet River,FROM SPECIMEN: Calumet River,unknown,,6,in collection,,,,,,"plate 35, figures 11-13"
CHAS:Inv:23569,[CHAS:Mamm]accession unknown,Stagnicola {Stagnicola walkeri},Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, Will County",Joliet,FROM SPECIMEN: Joliet,unknown,,1,in collection,,,,,,"plate 36, figure 14"
CHAS:Inv:23511,[CHAS:Mamm]accession unknown,Stagnicola sp.,Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, Colorado",no specific locality recorded,[transcribed directly into formatted locality fields],unknown,,9,in collection,,,,,,"plate 33, figure 14-15"
CHAS:Inv:23978,[CHAS:Mamm]accession unknown,Stagnicola sp.,Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, Will County",Joliet,FROM SPECIMEN: Joliet,unknown,,1,in collection,,,,,,"plate 34, figure 18"
CHAS:Inv:23591,[CHAS:Mamm]accession unknown,Stagnicola sp.,Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, Michigan, Antrim County",no specific locality recorded,[transcribed directly into formatted locality fields],unknown,,1,in collection,,,,,,"plate 37, figure 2"
CHAS:Inv:23761,[CHAS:Mamm]accession unknown,Stagnicola sp.,Gastropod.,[no date recorded],1800,2017-07-01,North America,no specific locality recorded,"FROM SPECIMEN: 3rd Point, Pierc L [Sam Howes, 2017: Pierce Lake, Illinois?].",unknown,,3,in collection,,,,,,"plate 40, figure 16"
CHAS:Inv:21997,[CHAS:Mamm]2749,Stenotrema brevipila,Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, Alabama, Talladega County","Talladega, Horseback Mountain","FROM SPECIMEN: Horseback Mt, Talladega, Ala; FROM ORIGINAL CATALOG BOOK: Horseback Mt, Talladega, Ala. [Alabama]",Herbert Smith,,1,in collection,Polygyra brevipila,,,cotype [paratype],Publication: The Nautilus: Volume 20 (June 1907) pg. 110-111,"T.H. Aldrich (Exchange). plate V, Figs. 1-4"
CHAS:Inv:21994,[CHAS:Mamm]2749,Stenotrema deceptum,Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, Alabama, Blount County",Blount Springs,"FROM SPECIMEN: Blount Springs; FROM ORIGINAL CATALOG BOOK: Blount Springs, Alabama",Herbert Smith,,4,in collection,Stenotrema {Stenotrema decepta},Polygyra decepta,,paratype,,T.H. Aldrich (Exchange)
CHAS:Inv:8390,[CHAS:Mamm]1167,Stenotrema pilsbryi,Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, Arkansas, Polk County",Rich Mountain Station,"FROM SPECIMEN: Rich Mountain Station; FROM ORIGINAL CATALOG BOOK: Rich Mt. Station, Polk Co, Ark [Rich Mountain Station, Polk County, Arkansas]",unknown,,1,in collection,Polygyra pilsbryi,,,paratype,,
CHAS:Inv:22041,[CHAS:Mamm]2749,Stenotrema stenotrema,Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, Alabama, Blount County",Bangor,"FROM SPECIMEN: Bangor; FROM ORIGINAL CATALOG BOOK: Bangor, Blount Co., Alabama",unknown,,4,in collection,Stenotrema stenotrema seminuda,Polygyra stenotrema seminuda,,cotype,Publication: The Nautilus: Volume 18 (May 1904) pg. 86,T.H. Aldrich (Exchange)
CHAS:Inv:22042,[CHAS:Mamm]2749,Stenotrema {Stenotrema subglosa},Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, Alabama, Jackson County","Woodville, ravine","FROM SPECIMEN: Ravine near Woodville; FROM ORIGINAL CATALOG BOOK: Ravine near Woodville, Alabama",unknown,,3,in collection,Polygyra {Polygyra subglosa},,,topotype,,T.H. Aldrich (Exchange)
CHAS:Inv:6891,[CHAS:Mamm]60,Succinea calumetensis,Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, Cook County",Calumet Swamp,FROM SPECIMEN: Calumet Swamp; FROM ORIGINAL CATALOG BOOK: Calumet Swamp [Lake Calumet],William Wirt Calkins,,1,in collection,Succinea retusa,,,holotype,"Publication: Cincinnati Quarterly Journal of Science, Vol. 1 (1874), pg. 323 [Succinea calumetensis = Succinea retusa.]",
CHAS:Inv:6895,[CHAS:Mamm]60,Oxyloma retusum,Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois",Fox River,"FROM SPECIMEN: Fox River; FROM ORIGINAL CATALOG BOOK: Fox River, Illinois",William Wirt Calkins,,3,in collection,Succinea retusa {Succinea retusa foxensis},,,syntype,,
CHAS:Inv:19991,[CHAS:Mamm]1973,Laciolina laevigata,Bivalve.,[no date recorded],1800,2017-07-01,"West Indies, United Kingdom, Bermuda, Bermuda",Flatt's Inlet,"FROM SPECIMEN: Flatt's Inlet, Bermuda; FROM ORIGINAL CATALOG BOOK: Flatts Inlet, Bermuda",unknown,,1,in collection,Tellina laevigata stella,,,cotype (syntype),Publication: The Nautilus: Volume 17 (May 1903) pg. 128,"C.Abbot Davis (exchange); plate IV, fig. 34"
CHAS:Inv:17689,[CHAS:Mamm]accession unknown,Tivela {Tivela radiata},Bivalve.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,1,in collection,,,,,,FIGURE. Both valves with glue residue; on is labele with  cardinals and laminae
CHAS:Inv:8359,[CHAS:Mamm]35,Ariadnaria borealis,Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, Massachusetts",no specific locality recorded,[transcribed directly into formatted locality fields],unknown,,1,in collection,Trichotropsis {Trichotropsis borealis},Trichotropis borealis,,,,"Card is numbered 9359, but this is a figure in the catalog. Probably should be CHAS- 8359. Glue residue on specimen"
CHAS:Inv:4866,[CHAS:Mamm]1167,Triodopsis complanata,Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, Kentucky, Pulaski County",Burnside,"FROM SPECIMEN: Burnside, KY; FROM ORIGINAL CATALOG BOOK: Burnside, Kentucky",James H. Ferriss,,2,in collection,Triodopsis tridentata complanata,Polygyra {Polygyra tridentata complanata},,cotype,"Publication: The Nautilus, Volume 12 (May 1898), No. 1, page 22. [Collection information reads ""Burnside, Ky. (James H. Ferriss). Types No. 71,399 coll. A.N.S.P."" Refers to locality, collector, and original type specimen at the Academy of Natural Sciences, Philadelphia.]",
CHAS:Inv:4051,[CHAS:Mamm]1294,Triodopsis tridentata {Triodopsis tridentata bidentata},Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, New York, Monroe County",Sea Breeze,"FROM SPECIMEN: Sea Breeze; FROM ORIGINAL CATALOG BOOK: Sea Breeze, New York",unknown,,2,in collection,Polygyra {Polygyra tridentata bidentata},,,syntype,,
CHAS:Inv:4792,[CHAS:Mamm]1474,Triodopsis tridentata {Triodopsis tridentata unidentata},Gastropod.,1899,1899-01-01,1899-12-31,"North America, United States, New York, Monroe County",Sea Breeze,"FROM SPECIMEN: Sea Breeze; FROM ORIGINAL CATALOG BOOK: Sea Breeze, N.Y. [New York]",Frank Collins Baker,,2,in collection,Polygyra {Polygyra tridentata unidentata},,,syntype,,
CHAS:Inv:8581,[CHAS:Mamm]10,Tryonia clathrata,Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, California",Colorado Desert,"FROM SPECIMEN: Colorado Desert [Sam Howes, 2017: Stimpson 1865 pub. Suggests this shell was found in a dry, ancient lake in the Colorado Desert]; FROM ORIGINAL CATALOG BOOK: Colorado Desert",William P. Blake,,9,in collection,Tryonia {Tryonia exigua},,,,"American Journal of Conchology, pp. 54","plate 8, Figure 1"
CHAS:Inv:18340.2,[CHAS:Mamm]accession unknown,Turbo sp.,Gastropod.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,1,in collection,,,,,,FIGURE. See also 18340. Top part of label ripped off- text for numbers x- 20 missing.
CHAS:Inv:18340.28,[CHAS:Mamm]accession unknown,Turbo sp.,Gastropod.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,1,in collection,,,,,,FIGURE. See also 18340. I am not sure that this is a turbo operculum
CHAS:Inv:10023,[CHAS:Mamm]accession unknown,Unio sp.,Freshwater Mussel.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,2,in collection,,,,,,"FIGURE: Sections of a shell of Unio, illustrating method of opening and closing the valves. 1, Adductor muscle; 2, hinge teeth; 3, ligament"
CHAS:Inv:17718,[CHAS:Mamm]accession unknown,Chione californiensis,Bivalve.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,1,in collection,Venus californiensis,,,,,FIGURE.Glue residue on one valve
CHAS:Inv:16348,[CHAS:Mamm]accession unknown,Mercenaria mercenaria,Bivalve.,[no date recorded],1800,2017-07-01,"North America, United States, New York",no specific locality recorded,FROM ORIGINAL CATALOG BOOK: New York,unknown,,1,in collection,Venus mercenaria,,,,,FIGURE; shell glued ontop of figure.
CHAS:Inv:17690,[CHAS:Mamm]accession unknown,Mercenaria mercenaria,Bivalve.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,1,in collection,Venus mercenaria,,,,,"FIGURE.Specimen has glue residue on shell, and has two labels (cardinals and rough) glued to it."
CHAS:Inv:17700,[CHAS:Mamm]accession unknown,Mercenaria mercenaria,Bivalve.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,1,in collection,Venus mercenaria,,,,,FIGURE. Glue resiude on both valves (specimen is glued shut along margins. Umbo area has a label for umbo and ligament
CHAS:Inv:17708.2,[CHAS:Mamm]accession unknown,Mercenaria mercenaria,Bivalve.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,1,in collection,Venus mercenaria,,,,,FIGURE: Glue residue on both valves; muscle scars outlined in pencil
CHAS:Inv:12985,[CHAS:Mamm]1120,Vitrea {Vitrea lamellidens},Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, Tennessee, Blount County","Great Smoky Mountains, Thunderhead Mountain","FROM SPECIMEN: Thunderhead Mountian; FROM ORIGINAL CATALOG BOOK: Thunderhead Mt. [Mountain], Tenn. [Tennessee]",James H. Ferriss,,1,in collection,,,,cotype,Publication: The Nautilus: Volume 11 (May 1897) pg. 134,
CHAS:Inv:21038,[CHAS:Mamm]2260,Webbhelix multilineata {Webbhelix multilineata algonquinensis},Gastropod.,1906 [date listed in inventory as receiving date],1906-01-01,1906-12-31,"North America, United States, Illinois, McHenry County",Algonquin,"FROM SPECIMEN: Algonquin; FROM ORIGINAL CATALOG BOOK: Algonquin, Illinois",William A. Nason,,6,in collection,Polygyra multilineata algonquinensis,,,paratype,,
CHAS:Inv:10052,[CHAS:Mamm]accession unknown,Yoldia limatula,Bivalve.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,1,in collection,,,,,,FIGURE. Specimen has glue on both valves.
CHAS:Inv:15794,[CHAS:Mamm]accession unknown,Yoldia limatula,Bivalve.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,1,in collection,,,,,,Figure showing animal with foot and siphons extended
CHAS:Inv:25041.1,[CHAS:Mamm]3042,unidentifiable {rock},Rock. Possibly igneous.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, Cook County","Station I: Chicago, 200 ft. S. Foster Ave","FROM SPECIMEN: 200 ft. S. Foster Ave; FROM ORIGINAL CATALOG BOOK: 200 ft. S. Foster Ave. [Chicago, Illinois], Stratum III, Station I",unknown,,2,in collection,,,,,,
CHAS:Inv:25045,[CHAS:Mamm]3042,"unidentifiable {silt, peaty}","Silt, Peaty.",[no date recorded],1800,2017-07-01,"North America, United States, Illinois, Cook County","Station IX: Chicago, 1402 ft. N. Foster Ave","FROM SPECIMEN: 1402 ft. N. Foster Ave Eastside; FROM ORIGINAL CATALOG BOOK: 1402 feet, N. Foster Ave. [Chicago, Illinois], Stratum VII, Station IX",Frank Collins Baker,,1,in collection,,,,,,
CHAS:Inv:25233,[CHAS:Mamm]3042,unidentifiable {wood},Wood.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, Cook County","Station IX: Chicago, 1402 ft. N. Foster Ave","FROM SPECIMEN: 1402 ft. N. Foster Ave; FROM ORIGINAL CATALOG BOOK: 1402 ft. N. Foster Ave. [Chicago, Illinois], Stratum VII, Station IX",Frank Collins Baker,,5,in collection,,,,,,
CHAS:Inv:25432,[CHAS:Mamm]3042,"unidentifiable {silt, fine}","Silt, Fine.",[no date recorded],1800,2017-07-01,"North America, United States, Illinois, Cook County","Station IV: Chicago, 885 ft. N. Foster Ave",FROM SPECIMEN: 885 ft. N. Foster Ave,Natural History Survey,,1,in collection,,,,,,
CHAS:Inv:25461,[CHAS:Mamm]3042,unidentifiable {silt},Silt.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, Cook County","Station IV: Chicago, 885 ft. N. Foster Ave",FROM SPECIMEN: 885 ft. N. Foster Ave,Natural History Survey,,1,in collection,,,,,,
