COLLECTION_OBJECT_ID,ENTEREDBY,CAT_NUM,OTHER_ID_NUM_1,OTHER_ID_NUM_TYPE_1,OTHER_ID_REFERENCES_1,ACCN,TAXON_NAME,NATURE_OF_ID,ID_MADE_BY_AGENT,MADE_DATE,IDENTIFICATION_REMARKS,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,VERIFICATIONSTATUS,COLLECTOR_AGENT_1,COLLECTOR_ROLE_1,GUID_PREFIX,COLL_OBJECT_REMARKS,OTHER_ID_NUM_2,OTHER_ID_NUM_TYPE_2,OTHER_ID_REFERENCES_2,OTHER_ID_NUM_3,OTHER_ID_NUM_TYPE_3,OTHER_ID_REFERENCES_3,PART_NAME_1,PART_CONDITION_1,PART_LOT_COUNT_1,PART_DISPOSITION_1,part_loc_1,PART_REMARK_1,ATTRIBUTE_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_DETERMINER_1,ATTRIBUTE_DATE_1,ATTRIBUTE_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_REMARKS_2,ATTRIBUTE_DETERMINER_2,ATTRIBUTE_DATE_2,ATTRIBUTE_3,ATTRIBUTE_VALUE_3,ATTRIBUTE_DETERMINER_3,ATTRIBUTE_DATE_3,ATTRIBUTE_4,ATTRIBUTE_VALUE_4,ATTRIBUTE_DETERMINER_4,ATTRIBUTE_DATE_4,ATTRIBUTE_5,ATTRIBUTE_VALUE_5,ATTRIBUTE_DETERMINER_5,ATTRIBUTE_DATE_5,ATTRIBUTE_6,ATTRIBUTE_VALUE_6,ATTRIBUTE_DETERMINER_6,ATTRIBUTE_DATE_6,SPECIMEN_EVENT_REMARK,SPECIMEN_EVENT_TYPE
1260,ekrimmel,2018.2.95,193,original identifier,self,[CHAS:Mamm]2018.2,unidentifiable {Plummet stone},student,Sam Howes,2016-02-16,Plummet stone.,[no date recorded],1800,2008-12-31,"North America, United States, Illinois, Montgomery County",Coffeen,Cofene (?) Co. Ill,Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-02-19).,,,,,,,object,Good.,1,in collection,RVWD: 302: Anth Cab 01: J,Dimensions: length 53 mm; width 29 mm.,,,,,,,,,,description,"Anthropology: stone tool-plummet stone; oval shaped, may actually be metal/lead, with a thin neck.",Sam Howes,2016,materials,stone,Sam Howes,2016,,,,,,,,,,place of use
1124,ekrimmel,2018.2.96,,,,[CHAS:Mamm]2018.2,"unidentifiable {Point, bone (needle?)}",student,Sam Howes,2016-02-16,Bone needle.,[no date recorded],1800,2008-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,INTERNAL NOTES: Found in box with replicas of old world tools. DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-02-26).,,,,,,,object,Good; adhesive residue.,4,in collection,RVWD: 302: Anth Cab 01: G,,,,,,,,,,,description,Anthropology: bone tool-needle; 2 needles have incised lines around their shaft and do not have eyes.  2 needles are plain with eyes.,Sam Howes,2016,materials,"organic, bone",Sam Howes,2016,,,,,,,,,,place of use
1139,ekrimmel,2018.2.97,"CL 40, 41, 42, 43, 44, 45, 46, 47",original identifier,self,[CHAS:Mamm]2018.2,"unidentifiable {Pot, ceramic}",student,Sam Howes,2016-02-16,Ceramic pottery.,[no date recorded],1800,2008-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Sylvie Rollason-Cass (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-05-23).,,,,,,,object,Fair; white (adhesive?) residue.,2,in collection,RVWD: 302: Anth Cab 02: B,,,,,,,,,,,description,Anthropology: ceramic-pot (partial); 2 large reconstructed pieces of ceramic pot in a brown clay with finger-nail impressions. CL numbers on each piece.,Sam Howes,2016,materials,ceramic,Sam Howes,2016,,,,,,,,,,place of use
1130,ekrimmel,2018.2.98,69,original identifier,self,[CHAS:Mamm]2018.2,"unidentifiable {Pot, ceramic}",student,Sam Howes,2016-02-16,Ceramic pottery.,[no date recorded],1800,2008-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-05-23).,,,,,,,object,Good; broken.,1,in collection,RVWD: 302: Anth Cab 02: B,Dimensions: base diameter: 35 mm mouth diameter: 48 mm circ. 153 mm; depth about 30 mm.,,,,,,,,,,description,"Anthropology: ceramic-pot; small tan clay pot with a pink/red interior slip and an intricate exterior design slipped in brown, cream, and pink/red.",Sam Howes,2016,materials,ceramic,Sam Howes,2016,,,,,,,,,,place of use
1131,ekrimmel,2018.2.99,,,,[CHAS:Mamm]2018.2,"unidentifiable {Pot, ceramic}",student,Sam Howes,2016-02-16,Ceramic pottery (Mississippian).,[no date recorded],1800,2008-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-05-23).,,,,,,,object,"Good. Broken, although nearly complete and can probably reconstruct it. .",1,in collection,RVWD: 302: Anth Cab 02: B,,,,,,culture of origin,Mississippian,Original value prior to data migration into Arctos: Mississippian,Sam Howes,2016,description,"Anthropology: ceramic-pot; brown clay-shell tempered-with a pale orange slip. Signs of past reconstruction. Probably Mississippian (A.D. 800-1550) type unknown. Label: ""Shell tempered pottery probably Mississippian (A.D. 800-1550) I don't know what type.""",Sam Howes,2016,materials,"ceramic, orange slip",Sam Howes,2016,,,,,,,,,Probably Mississippian (A.D. 800-1550).,place of use
1133,ekrimmel,2018.2.100,,,,[CHAS:Mamm]2018.2,"unidentifiable {Pot, ceramic}",student,Sam Howes,2016-02-16,Ceramic pottery (Mississippian).,[no date recorded],1800,2008-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,"REMARKS: See Wray, Donald E. ""Archeology of the Illinois Valley: 1950."" in Archeology of the Eastern United States. Ed. James B. Griffin. University of Chicago Press: 1964. p. 156-7 Fig. 78. DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-03-02).",,,,,,,object,Good.,1,in collection,RVWD: 302: Anth Cab 02: C,Dimensions: height 200 mm; diamter-mouth-90 mm; circ.-belly-535 mm; circ.-neck-275 mm.,,,,,culture of origin,Mississippian,Original value prior to data migration into Arctos: Mississippian,Sam Howes,2016,description,"Anthropology: ceramic-pot; brown clay with a shell temper. Globular belly with a short neck and a wide mouth.  Likely a water jug. Label ""Shell tempered pottery probably Mississippian Period"".",Sam Howes,2016,materials,"ceramic, shell-tempered",Sam Howes,2016,,,,,,,,,Early to Mid Mississippian Period.,place of use
1132,ekrimmel,2018.2.101,,,,[CHAS:Mamm]2018.2,"unidentifiable {Pot, ceramic}",student,Sam Howes,2016-02-16,Ceramic pottery (Woodlands).,[no date recorded],1800,2008-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-03-02).,,,,,,,object,Fair; extensive adhesive and plaster residue.,1,in collection,RVWD: 302: Anth Cab 02: C,Dimensions: height 135 mm; diameter-mouth-130 mm; circ.-belly-470 mm; circ.-neck-355 mm.,,,,,culture of origin,unknown,Original value prior to data migration into Arctos: Woodlands,Sam Howes,2016,description,"Anthropology: ceramic-pot; light brown vessel with some fire clouds. Flat bottom, slightly elongated belly, flared neck, and wide mouth.  The neck is decorated with incised diagonal lines and dots.  Poorly reconstructed at one time-plaster and adhesive residue. Label ""woodland style pottery"".",Sam Howes,2016,materials,ceramic,Sam Howes,2016,,,,,,,,,Originally bought for $2 (price in chalk on bottom). Mid to late Woodland.,place of use
1135,ekrimmel,2018.2.102,,,,[CHAS:Mamm]2018.2,"unidentifiable {Pot, ceramic}",student,Sam Howes,2016-02-16,Ceramic pottery.,[no date recorded],1800,2008-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,"INTERNAL NOTES: Label ""I don't know where this is from. J.D.R."" and ""red slipped fingernail impressed bowl"". DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-03-02).",,,,,,,object,Good.,1,in collection,RVWD: 302: Anth Cab 02: D,Dimensions: height 65 mm; diameter-mouth-194 mm; diameter-base-95 mm.,,,,,,,,,,description,"Anthropology: ceramic-pot; brown clay with a red slip. Temper unknown. Flat bottom, flared sides, fingernail impressions along the rim.",Sam Howes,2016,materials,ceramic,Sam Howes,2016,,,,,,,,,,place of use
1134,ekrimmel,2018.2.103,,,,[CHAS:Mamm]2018.2,"unidentifiable {Pot, ceramic}",student,Sam Howes,2016-02-16,Ceramic pottery.,[no date recorded],1800,2008-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Sylvie Rollason-Cass (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-03-02).,,,,,,,object,Good.,1,in collection,RVWD: 302: Anth Cab 02: D,Dimensions: height 90 mm; cir. 327 mm; base diameter 47 mm.,,,,,,,,,,description,"Anthropology: ceramic-pot; dark brown clay with a shell temper; footed base, ovoid belly, narrow neck, flared lip-mostly missing.",Sam Howes,2016,materials,"ceramic, shell-tempered",Sam Howes,2016,,,,,,,,,,place of use
1137,ekrimmel,2018.2.104,,,,[CHAS:Mamm]2018.2,"unidentifiable {Pot, ceramic}",student,Sam Howes,2016-02-16,Ceramic pottery (Mississippian).,[no date recorded],1800,2008-12-31,"North America, United States",no specific locality recorded,Midwest,Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-03-02).,,,,,,,object,Good.,1,in collection,RVWD: 302: Anth Cab 02: D,Dimensions: height 85 mm; diameter-base-55 mm; diameter-mouth-160 mm.,,,,,culture of origin,Mississippian,Original value prior to data migration into Arctos: Mississippian,Sam Howes,2016,description,Anthropology: ceramic-pot; brown clay with a shell temper. Flat bottom with flared sides and a scalloped rim.,Sam Howes,2016,materials,"ceramic, shell-tempered",Sam Howes,2016,,,,,,,,,Price on bottom $1.50. Probably Mississippian Period from Midwest A.D. 800-1550.,place of use
1136,ekrimmel,2018.2.105,,,,[CHAS:Mamm]2018.2,"unidentifiable {Pot, ceramic}",student,Sam Howes,2016-02-16,Ceramic pottery (Mississippian).,[no date recorded],1800,2008-12-31,"North America, United States",no specific locality recorded,Midwest,Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,"REMARKS: See DeJarnette, David L. ""Alabama Archeology: A Summary."" in Archeology of the Eastern United States. Ed. James B. Griffin. 1964: University of Chicago Press. P. 282 Fig. 151. DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-03-02).",,,,,,,object,Good.,1,in collection,RVWD: 302: Anth Cab 02: D,Dimensions: height 115 mm; diameter-mouth-145 mm; circ.-belly-467 mm.,,,,,culture of origin,Mississippian,Original value prior to data migration into Arctos: Mississippian,Sam Howes,2016,description,Anthropology: ceramic-pot; brown clay with a shell temper. Globular belly with a short neck and a wide mouth. Neck decorated with 4 lugs. Has been reconstructed.,Sam Howes,2016,materials,"ceramic, shell-tempered",Sam Howes,2016,,,,,,,,,Probably Mississippian Period A.D. 800-1550.,place of use
1076,ekrimmel,2018.2.106,,,,[CHAS:Mamm]2018.2,"unidentifiable {Pot, ceramic}",student,Sam Howes,2016-02-16,Ceramic pottery (Mississippian).,[no date recorded],1800,2008-12-31,"North America, United States, Arkansas",no specific locality recorded,Mass (?) Co. Ark.,Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,"REMARKS: See Griffin, James B. ""Prehistoric Cultures of the Central Mississippian Valley."" in Archeology of the Eastern United States. Ed. James B. Griffin. 1964: University of Chicago Press. P. 232-3. Fig. 124. INTERNAL NOTES: Label-- ""Originally from the Collection of Dr. E. P. Ferguson"". DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-03-02).",,,,,,,object,Good; part of rim missing.,1,in collection,RVWD: 302: Anth Cab 02: D,Dimensions: circumference 353 mm; diameter-mouth- 180 mm.,,,,,culture of origin,Mississippian,Original value prior to data migration into Arctos: Mississippian,Sam Howes,2016,description,"Anthropology: ceramic-pot; brown/tan clay with a shell temper. Fire clouds/char visible on exterior and interior. Flat bottom, straight sides, and a lug handle (rim where a second handle would be is missing). ",Sam Howes,2016,materials,"ceramic, shell-tempered",Sam Howes,2016,,,,,,,,,Lower St. Francis Style-Middle Mississippian period.,place of use
1178,ekrimmel,2018.2.107,,,,[CHAS:Mamm]2018.2,unidentifiable {Pouch},student,Sam Howes,2016-02-16,Pouch (Alaskan).,[no date recorded],1800,2008-12-31,"North America, United States, Alaska",no specific locality recorded,[transcribed directly into formatted locality fields],Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Sylvie Rollason-Cass (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-03-01).,,,,,,,object,Good.,1,in collection,RVWD: 302: Anth Cab 01: I,Dimensions: length 195 mm; width 75 mm.,,,,,culture of origin,unknown,Original value prior to data migration into Arctos: Alaskan (?),Dawn R. Roberts,2018,description,"Anthropology: pouch; brown, black, and white feathers sewn onto a red fabric. Feathers are cut short at the end of the pouch. Red and black striped cuff with a black drawstring. Pouch lined in white fabric.",Sam Howes,2016,materials,"organic, feather",Sam Howes,2016,materials," organic, textile",Sam Howes,2016,,,,,,place of use
1177,ekrimmel,2018.2.108,,,,[CHAS:Mamm]2018.2,unidentifiable {Pouch},student,Sam Howes,2016-02-16,Pouch (Alaskan).,[no date recorded],1800,2008-12-31,"North America, United States, Alaska",no specific locality recorded,[transcribed directly into formatted locality fields],Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Sylvie Rollason-Cass (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-03-01).,,,,,,,object,Good.,1,in collection,RVWD: 302: Anth Cab 01: I,Dimensions: length 175 mm; width 115 mm.,,,,,culture of origin,unknown,Original value prior to data migration into Arctos: Alaskan (?),Dawn R. Roberts,2018,description,Anthropology: pouch; cream and light brown animal paw pouch with cartilage and claws; black fabric cuff with red and cream colored zigzag details. Drawstring is red and tan.  All lined with white fabric.,Sam Howes,2016,materials,"organic, fur",Sam Howes,2016,materials," organic, textile",Sam Howes,2016,,,,,,place of use
1092,ekrimmel,2018.2.109,,,,[CHAS:Mamm]2018.2,"unidentifiable {Projectile point, stone}",student,Sam Howes,2016-02-16,Arrowhead.,[no date recorded],1800,2008-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,"INTERNAL NOTES:  Found with other artifacts in manilla envelopes, divided by type of artifact. DATA HISTORY: Inventory catalogued/verified by Sylvie Rollason-Cass (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2018-01-12). ",,,,,,,object,Excellent.,1,in collection,RVWD: 302: Anth Cab 01: D,Dimensions: length 47 mm; width 24 mm; depth 5 mm.,,,,,culture of origin,Prehistoric,"Original value prior to data migration into Arctos: Prehistoric, North America, 9500-8000 BCE",Sam Howes,2016,description,"Anthropology: stone tool-projectile point; pale grey and brown chert Folsom point (wide, fluted, with small ""fins"") Paleo-Indian period.",Sam Howes,2016,materials,"stone, sedimentary, chert",Sam Howes,2016,,,,,,,,,,place of use
1279,ekrimmel,2018.2.110,,,,[CHAS:Mamm]2018.2,"unidentifiable {Projectile point, stone}",student,Sam Howes,2016-02-16,Arrowhead.,[no date recorded],1800,2008-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,"REMARKS: See Willey, G. An Introduction to American Archaeology: volume 1. 1966: Prentice-Hall Inc. Fig. 2-16, p. 46-7. INTERNAL NOTES:  Found with other artifacts in manilla envelopes, divided by type of artifact. DATA HISTORY: Inventory catalogued/verified by Sylvie Rollason-Cass (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2018-01-12). ",,,,,,,object,Excellent.,1,in collection,RVWD: 302: Anth Cab 01: D,Dimensions: length 93 mm; width 21 mm; depth 7 mm.,,,,,,,,,,description,Anthropology: stone tool-projectile point; white and brown chert agate basin style point (long and narrow-roughly leaf shaped) typically from eastern Wyoming.,Sam Howes,2016,materials,"stone, sedimentary, chert",Sam Howes,2016,,,,,,,,,"Dates to 8,000 to 7,000 BCE.",place of use
1285,ekrimmel,2018.2.111,,,,[CHAS:Mamm]2018.2,"unidentifiable {Projectile point, stone}",student,Sam Howes,2016-02-16,Arrowhead (Woodlands).,[no date recorded],1800,2008-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,"REMARKS: See Willey, G. An Introduction to American Archaeology: volume 1. 1966: Prentice-Hall Inc. Fig. 5-15, p.263. INTERNAL NOTES:  Found with other artifacts in manilla envelopes, divided by type of artifact. DATA HISTORY: Inventory catalogued/verified by Sylvie Rollason-Cass (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2018-01-12). ",,,,,,,object,Excellent.,1,in collection,RVWD: 302: Anth Cab 01: D,Dimensions: length 67 mm; width 28 mm; depth 10 mm.,,,,,culture of origin,unknown,Original value prior to data migration into Arctos: Woodlands,Sam Howes,2016,description,Anthropology: stone tool-projectile point; peach colored chert; wide stem; almost no shoulder.,Sam Howes,2016,materials,"stone, sedimentary, chert",Sam Howes,2016,,,,,,,,,Likely early Woodland period.,place of use
1263,ekrimmel,2018.2.112,,,,[CHAS:Mamm]2018.2,"unidentifiable {Projectile point, stone}",student,Sam Howes,2016-02-16,Arrowhead.,[no date recorded],1800,2008-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-02-22).,,,,,,,object,Good.,1,in collection,RVWD: 302: Anth Cab 02: L,Dimensions: length 40 mm; width 28 mm; depth 7 mm.,,,,,,,,,,description,Anthropology: stone tool-projectile point; tan stone roughly triangular in shape; no stem.  Bottom is smooth.,Sam Howes,2016,materials,stone,Sam Howes,2016,,,,,,,,,,place of use
1286,ekrimmel,2018.2.113,,,,[CHAS:Mamm]2018.2,"unidentifiable {Projectile point, stone}",student,Sam Howes,2016-02-16,Arrowhead.,[no date recorded],1800,2008-12-31,North America,no specific locality recorded,Likely from eastern North America.,Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,"REMARKS: See Willey, G. An Introduction to American Archaeology: volume 1. 1966: Prentice-Hall Inc. Fig. 2-19, p. 49. INTERNAL NOTES:  Found with other artifacts in manilla envelopes, divided by type of artifact. DATA HISTORY: Inventory catalogued/verified by Sylvie Rollason-Cass (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2018-01-12). ",,,,,,,object,Excellent.,1,in collection,RVWD: 302: Anth Cab 01: D,Dimensions: length 60 mm; width 24 mm; depth 7 mm.,,,,,,,,,,description,"Anthropology: stone tool-projectile point; brown stone; large point triangular in shape; fluted with ""fins""-Paleo-Indian style-Cumberland?",Sam Howes,2016,materials,stone,Sam Howes,2016,,,,,,,,,,place of use
1287,ekrimmel,2018.2.114,,,,[CHAS:Mamm]2018.2,"unidentifiable {Projectile point, stone}",student,Sam Howes,2016-02-16,Arrowhead.,[no date recorded],1800,2008-12-31,"North America, United States, Indiana",no specific locality recorded,Indiana?,Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Sam Howes (2015-12-09).,,,,,,,object,Good.,31,in collection,RVWD: 302: Anth Cab 02: K,,,,,,,,,,,description,Anthropology: stone tool-projectile points and point fragments; 31 points and fragments in a variety of shapes and materials.  Some have tacks tied to their bases as if displayed hanging.,Sam Howes,2016,materials,stone,Sam Howes,2016,,,,,,,,,,place of use
1106,ekrimmel,2018.2.115,EL 38,original identifier,self,[CHAS:Mamm]2018.2,"unidentifiable {Scraper, antler}",student,Sam Howes,2016-02-16,Scraper.,[no date recorded],1800,2008-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-02-22).,,,,,,,object,Fair; chipped.,1,in collection,RVWD: 302: Anth Cab 01: B,Dimensions: length 100 mm; width 30 mm.,,,,,,,,,,description,Anthropology: antler-fragment; contexts unknown.,Sam Howes,2016,materials,"organic, antler, elk",Sam Howes,2016,,,,,,,,,,place of use
1291,ekrimmel,2018.2.116,32,original identifier,self,[CHAS:Mamm]2018.2,"unidentifiable {Scraper, stone}",student,Sam Howes,2016-02-16,Scraper (Mousterian).,[no date recorded],1800,2008-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,"INTERNAL NOTES: Label: ""Mousterian Keep accession numbers;"" also had a sticker on bag: ""W.G.F.A.R."". DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-03-09).",,,,,,,object,Good; adhesive residue.,1,in collection,RVWD: 302: Anth Cab 02: K,Dimensions: length 66 mm; width 57 mm; depth 21 mm.,,,,,culture of origin,unknown,Original value prior to data migration into Arctos: Mousterian (?),Sam Howes,2016,description,Anthropology: stone tool-scraper; dark brown chert with lighter sides. Tool is roughly fan shaped with a clear working edge.,Sam Howes,2016,materials,"stone, sedimentary, chert",Sam Howes,2016,,,,,,,,,,place of use
1290,ekrimmel,2018.2.117,Ed. 31,original identifier,self,[CHAS:Mamm]2018.2,"unidentifiable {Scraper, stone}",student,Sam Howes,2016-02-16,Scraper.,[no date recorded],1800,2008-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-03-09).,33,original identifier,self,,,,object,Good.,1,in collection,RVWD: 302: Anth Cab 02: L,Dimensions: length 93 mm; width 49 mm; depth 25 mm.,,,,,,,,,,description,Anthropology: stone tool-scraper; tan stone with one flat side; tool is roughly fan shaped.,Sam Howes,2016,materials,stone,Sam Howes,2016,,,,,,,,,Likely not from North America.,place of use
1140,ekrimmel,2018.2.118,,,,[CHAS:Mamm]2018.2,"unidentifiable {Sherd, ceramic}",student,Sam Howes,2016-02-16,Ceramic sherd.,[no date recorded],1800,2008-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-05-23).,,,,,,,object,Good.,1,in collection,RVWD: 302: Anth Cab 02: B,Dimensions: length 64 mm; width 36 mm.,,,,,,,,,,description,Anthropology: ceramic-sherd; brown clay with a mica or fine sand temper. May be slipped in brown.,Sam Howes,2016,materials,"ceramic, sand-tempered",Sam Howes,2016,,,,,,,,,,place of use
1167,ekrimmel,2018.2.119,,,,[CHAS:Mamm]2018.2,unidentifiable {Sinker},student,Sam Howes,2016-02-16,Fishing sinker.,[no date recorded],1800,2008-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,"INTERNAL NOTES:  Found with other artifacts in manilla envelopes, divided by type of artifact. DATA HISTORY: Inventory catalogued/verified by Sylvie Rollason-Cass (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2018-01-12). ",,,,,,,object,Good; label yellowed; some marks on stone.,1,in collection,RVWD: 302: Anth Cab 01: D,Dimensions: length 92 mm; width 50 mm; depth 12 mm.,,,,,,,,,,description,Anthropology: net sinker; brown stone; Oval shape with side notches; has a sticker label.,Sam Howes,2016,materials,stone,Sam Howes,2016,,,,,,,,,,place of use
1293,ekrimmel,2018.2.120,200 or 209,original identifier,self,[CHAS:Mamm]2018.2,"unidentifiable {Spade, stone}",student,Sam Howes,2016-02-16,Spade. Identification of object uncertain.,[no date recorded],1800,2008-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Sylvie Rollason-Cass (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-02-23).,,,,,,,object,Good.,1,in collection,RVWD: 302: Anth Cab 01: E,Dimensions: length 175 mm.,,,,,,,,,,description,Anthropology: stone tool-spade (?); tan stone narrower in center and rounded at both ends.,Sam Howes,2016,materials,stone,Sam Howes,2016,,,,,,,,,,place of use
1294,ekrimmel,2018.2.121,,,,[CHAS:Mamm]2018.2,"unidentifiable {Spade, stone}",student,Sam Howes,2016-02-16,Spade (Mississippian). Identification of object uncertain.,[no date recorded],1800,2008-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,"REMARKS: See Miles, Charles. Indian and  Eskimo Artifacts of North America. 1963: Henry Regnery Company. Image 1.56, p. 9. DATA HISTORY: Inventory catalogued/verified by Sylvie Rollason-Cass (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-02-23).",,,,,,,object,Good.,1,in collection,RVWD: 302: Anth Cab 01: E,Dimensions: length 290 mm.,,,,,culture of origin,Mississippian,Original value prior to data migration into Arctos: Mississippian (?),Dawn R. Roberts,2018,description,"Anthropology: stone tool-spade (?); light brown lancelet narrow and rounded on one end and wide and rounded on the other. Flaked, narrow at the edges and very thick in center.",Sam Howes,2016,materials,stone,Sam Howes,2016,,,,,,,,,,place of use
