COLLECTION_OBJECT_ID,ENTEREDBY,CAT_NUM,OTHER_ID_NUM_1,OTHER_ID_NUM_TYPE_1,OTHER_ID_REFERENCES_1,ACCN,TAXON_NAME,NATURE_OF_ID,ID_MADE_BY_AGENT,MADE_DATE,IDENTIFICATION_REMARKS,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,VERIFICATIONSTATUS,MINIMUM_ELEVATION,MAXIMUM_ELEVATION,ORIG_ELEV_UNITS,HABITAT,COLLECTOR_AGENT_1,COLLECTOR_ROLE_1,COLLECTOR_AGENT_2,COLLECTOR_ROLE_2,GUID_PREFIX,COLL_OBJECT_REMARKS,PART_NAME_1,PART_CONDITION_1,PART_LOT_COUNT_1,PART_DISPOSITION_1,PART_REMARK_1,PART_NAME_2,PART_CONDITION_2,PART_LOT_COUNT_2,PART_DISPOSITION_2,PART_REMARK_2,ATTRIBUTE_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_DATE_1,ATTRIBUTE_DETERMINER_1,ATTRIBUTE_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_DATE_2,ATTRIBUTE_DETERMINER_2,ATTRIBUTE_3,ATTRIBUTE_VALUE_3,ATTRIBUTE_DATE_3,ATTRIBUTE_DETERMINER_3,SPECIMEN_EVENT_REMARK,SPECIMEN_EVENT_TYPE
592,ekrimmel,16869.3,,,,[CHAS:Mamm]2017.10,Pteronarcys bodia,legacy,unknown,,Stonefly.,[no date recorded],1800,2018-01-20,"North America, United States, New Mexico",no specific locality recorded,[transcribed directly into formatted locality fields],Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Found with CAS CN 16869 during 2009-2010 inventory. Assigned to this CN during Arctos migration process, 2018. Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-15). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
593,ekrimmel,2017.10.11851,k,original identifier,self,[CHAS:Mamm]2017.10,Plecoptera sp.,legacy,unknown,,Stonefly.,5/30/1898,1898-05-30,1898-05-30,"North America, United States, Illinois, Cook County",Chicago,FROM SPECIMEN: Chicago,Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-01). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,age class,nymph,,unknown,,accepted place of collection
594,ekrimmel,2017.10.11852,,,,[CHAS:Mamm]2017.10,Plecoptera sp.,legacy,unknown,,Stonefly.,Sun May 21 1905,1905-05-21,1905-05-21,"North America, United States, Indiana, Porter County",Pine,"FROM SPECIMEN: Pine [Township; inludes Beverly Shores and Town of the Pines, as well as the Eastern portion of the Dunes National Lake Shore]",Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-02-10). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
595,ekrimmel,2017.10.11853,,,,[CHAS:Mamm]2017.10,Plecoptera sp.,legacy,unknown,,Stonefly.,Wed Jul 05 1905,1905-07-05,1905-07-05,"North America, United States, Indiana, Lafayette County",Indiana State Soldier's Home,FROM SPECIMEN: [Indiana State] Soldier's Home,Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-02-10). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
596,ekrimmel,2017.10.11854,,,,[CHAS:Mamm]2017.10,Plecoptera sp.,legacy,unknown,,Stonefly.,[no date recorded],1800,2018-01-20,"North America, United States, Indiana",no specific locality recorded,[transcribed directly into formatted locality fields],Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-02-10). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
597,ekrimmel,1897.1100.9,,,,[CHAS:Mamm]1100,Raphidiidae sp.,legacy,unknown,,Snakefly.,3/26/1879,1879-03-26,1879-03-26,"North America, United States, California, Los Angeles County",Santa Monica,FROM SPECIMEN: Santa Monica,Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Matched to accession during Arctos migration process, 2018, based on collector/donor. Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-02-18). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
598,ekrimmel,1897.1100.10,,,,[CHAS:Mamm]1100,Raphidiidae sp.,legacy,unknown,,Snakefly.,5/1/1879,1879-05-01,1879-05-01,"North America, United States, California, Los Angeles County",Santa Monica,FROM SPECIMEN: Santa Monica,Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Matched to accession during Arctos migration process, 2018, based on collector/donor. Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-02-18). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
599,ekrimmel,13584.2,,,,[CHAS:Mamm]1100,Macrostemum zebratum,legacy,unknown,,Caddisfly.,[no date recorded],1800,2018-01-20,"North America, United States, Illinois",northern Illinois,"FROM SPECIMEN: Northern Illinois Pk., Wyoming; FROM ORIGINAL CATALOG BOOK: N. Ill. [Northern Illinois], PK. [?], Wyo. [Wyoming]",Erica Krimmel,2017-05-20,unverified,,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: This record (CAS CN 13584, 13584-a) has been split into separate records according to collecting location. Matched to accession during Arctos migration process, 2018, based on collector/donor. Results from Original Catalog Book matching during Arctos migration: Matched to catalog book specimen [Erica Krimmel]. DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-11-03). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,Number of specimens from records: 3 (Original Catalog Book).,whole organism (pinned),unchecked,1,missing,,verbatim collector,Andrew Bolter,2018-01-19,Erica Krimmel,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
600,ekrimmel,13584.1,13584a,CHAS:Ento,self,[CHAS:Mamm]1100,Macrostemum zebratum,legacy,unknown,,Caddisfly.,[no date recorded],1800,2018-01-20,"North America, United States, Wyoming",Yellowstone National Park,"FROM SPECIMEN: Yellowstone State Park; FROM ORIGINAL CATALOG BOOK: N. Ill. [Northern Illinois], PK. [?], Wyo. [Wyoming]",Erica Krimmel,2017-05-20,unverified,,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: This record (CAS CN 13584, 13584-a) has been split into separate records according to collecting location. Matched to accession during Arctos migration process, 2018, based on collector/donor. Results from Original Catalog Book matching during Arctos migration: Matched to catalog book specimen [Erica Krimmel]. DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-11-03). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,Number of specimens from records: 3 (Original Catalog Book).,whole organism (pinned),unchecked,1,missing,,verbatim collector,Andrew Bolter,2018-01-19,Erica Krimmel,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
601,ekrimmel,16876,checklist no. 2019,original identifier,self,[CHAS:Mamm]accession unknown,Anabolia brevipennis,legacy,unknown,,Caddisfly.,[no date recorded],1800,2018-01-20,"North America, United States, Colorado",no specific locality recorded,[transcribed directly into formatted locality fields]; FROM ORIGINAL CATALOG BOOK: Col. [Colorado],Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: Matched to catalog book specimen [Erica Krimmel]. DATA HISTORY: Inventory catalogued/verified by Julia Colby (2009-11-03). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).,whole organism (pinned),unchecked,1,in collection,Number of specimens from records: 1 (Original Catalog Book).,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
602,ekrimmel,16874,checklist no. 146,original identifier,self,[CHAS:Mamm]accession unknown,Limnephilus submonilifer,legacy,unknown,,Caddisfly.,[no date recorded],1800,2018-01-20,"North America, United States, Michigan",no specific locality recorded,[transcribed directly into formatted locality fields]; FROM ORIGINAL CATALOG BOOK: Mich. [Michigan],Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Label: ""Ag. Coll. Mich. 146"" and ""C.F.B."" Results from Original Catalog Book matching during Arctos migration: Matched to catalog book specimen [Erica Krimmel]. DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-11-03). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,Number of specimens from records: 1 (Original Catalog Book).,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
603,ekrimmel,16875,checklist no. 2019,original identifier,self,[CHAS:Mamm]accession unknown,Limnephilus coloradensis,legacy,unknown,,Caddisfly.,[no date recorded],1800,2018-01-20,"North America, United States, Colorado",no specific locality recorded,[transcribed directly into formatted locality fields]; FROM ORIGINAL CATALOG BOOK: Col. [Colorado],Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: Matched to catalog book specimen [Erica Krimmel]. DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-11-03). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).,whole organism (pinned),unchecked,1,in collection,Number of specimens from records: 1 (Original Catalog Book).,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
604,ekrimmel,13713.2,13713b,CHAS:Ento,self,[CHAS:Mamm]accession unknown,Limnophilus sp.,legacy,unknown,,Caddisfly.,[no date recorded],1800,2018-01-20,North America,Lake Superior,"FROM SPECIMEN: Lake Superior; FROM ORIGINAL CATALOG BOOK: N. Ill. [Northern Illinois], L. Sup. [Lake Superior], Minn. [Minnesota]",Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: This record (CAS CN 13713, 13713-a,b,c) has been divided into separate entries according to collecting location. Results from Original Catalog Book matching during Arctos migration: Matched to catalog book specimen [Erica Krimmel]. DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-11-03). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,Number of specimens from records: 3 (Original Catalog Book).,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
605,ekrimmel,13713.1,13713a,CHAS:Ento,self,[CHAS:Mamm]accession unknown,Limnophilus sp.,legacy,unknown,,Caddisfly.,[no date recorded],1800,2018-01-20,"North America, United States, Illinois",northern Illinois,"FROM SPECIMEN: Northern Illinois; FROM ORIGINAL CATALOG BOOK: N. Ill. [Northern Illinois], L. Sup. [Lake Superior], Minn. [Minnesota]",Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: This record (CAS CN 13713, 13713-a,b,c) has been divided into separate entries according to collecting location. Results from Original Catalog Book matching during Arctos migration: Matched to catalog book specimen [Erica Krimmel]. DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-11-03). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,Number of specimens from records: 3 (Original Catalog Book).,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
607,ekrimmel,13713.3,13713c,CHAS:Ento,self,[CHAS:Mamm]accession unknown,Limnophilus sp.,legacy,unknown,,Caddisfly.,[no date recorded],1800,2018-01-20,"North America, United States, Minnesota, Saint Louis County",Duluth,"FROM SPECIMEN: Duluth; FROM ORIGINAL CATALOG BOOK: N. Ill. [Northern Illinois], L. Sup. [Lake Superior], Minn. [Minnesota]",Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: This record (CAS CN 13713, 13713-a,b,c) has been divided into separate entries according to collecting location. Results from Original Catalog Book matching during Arctos migration: Matched to catalog book specimen [Erica Krimmel]. DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-11-03). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,Number of specimens from records: 3 (Original Catalog Book).,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
608,ekrimmel,2017.10.11855,,,,[CHAS:Mamm]2017.10,Psychoglypha {Psychoglypha colorodensis},legacy,unknown,,Caddisfly.,[no date recorded],1800,2018-01-20,"North America, United States, Colorado",no specific locality recorded,[transcribed directly into formatted locality fields],Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-02-18). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
609,ekrimmel,13712.2,,,,[CHAS:Mamm]1100,Ptilostomis semifasciata,legacy,unknown,,Caddisfly.,[no date recorded],1800,2018-01-20,"North America, United States, Massachusetts",no specific locality recorded,"FROM SPECIMEN: Pennsylvania, Massachusetts, Minnesota; FROM ORIGINAL CATALOG BOOK: Pa. [Pennsylvania], Mass. [Massachusetts], Minn. [Minnesota]",Erica Krimmel,2017-05-20,unverified,,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: This record (CAS CN 13712, 13712-a) has been divided into separate entries according to collecting location. Matched to accession during Arctos migration process, 2018, based on collector/donor. Results from Original Catalog Book matching during Arctos migration: Matched to catalog book specimen [Erica Krimmel]. DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-11-03). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,2,in collection,Number of specimens from records: 4 (Original Catalog Book).,whole organism (pinned),unchecked,2,missing,,verbatim collector,Andrew Bolter,2018-01-19,Erica Krimmel,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
610,ekrimmel,13712.1,13712a,CHAS:Ento,self,[CHAS:Mamm]1100,Ptilostomis semifasciata,legacy,unknown,,Caddisfly.,[no date recorded],1800,2018-01-20,"North America, United States, Pennsylvania",no specific locality recorded,"[transcribed directly into formatted locality fields]; FROM ORIGINAL CATALOG BOOK: Pa. [Pennsylvania], Mass. [Massachusetts], Minn. [Minnesota]",Erica Krimmel,2017-05-20,unverified,,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: This record (CAS CN 13712, 13712-a) has been divided into separate entries according to collecting location. Matched to accession during Arctos migration process, 2018, based on collector/donor. Results from Original Catalog Book matching during Arctos migration: Matched to catalog book specimen [Erica Krimmel]. DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-11-03). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,2,in collection,Number of specimens from records: 4 (Original Catalog Book).,whole organism (pinned),unchecked,2,missing,,verbatim collector,Andrew Bolter,2018-01-19,Erica Krimmel,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
611,ekrimmel,1899.1408.11,,,,[CHAS:Mamm]1408,Ptilostomis postica,legacy,unknown,,Caddisfly.,1895,1895-01-01,1895-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2017-05-20,unverified,,,,,W. E. Longley,collector,,,CHAS:Ento,"INTERNAL NOTES: Matched to accession during Arctos migration process, 2018, based on collector/donor. Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-11-03). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,W. E. Longley,2018-01-19,Erica Krimmel,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
612,ekrimmel,16877,checklist no. 2022,original identifier,self,[CHAS:Mamm]accession unknown,Psychomyia pulchella,legacy,unknown,,Caddisfly.,[no date recorded],1800,2018-01-20,"North America, United States, Colorado",no specific locality recorded,[transcribed directly into formatted locality fields]; FROM ORIGINAL CATALOG BOOK: Col. [Colorado],Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: Matched to catalog book specimen [Erica Krimmel]. DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-11-03). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).,whole organism (pinned),unchecked,1,in collection,Number of specimens from records: 1 (Original Catalog Book).,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
613,ekrimmel,2017.10.11856,,,,[CHAS:Mamm]2017.10,Trichoptera sp.,legacy,unknown,,Caddisfly.,Sat Jun 11 1904,1904-06-11,1904-06-11,"North America, United States, Indiana, Lake County",Clarke Junction,FROM SPECIMEN: Clarke Junction [Old railroad station? ],Erica Krimmel,2017-05-20,unverified,,,,,Alexander Kwiat,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-02-10). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,Alex Kwiat,2018-01-19,Erica Krimmel,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
614,ekrimmel,2017.10.11857,,,,[CHAS:Mamm]2017.10,Trichoptera sp.,legacy,unknown,,Caddisfly.,Sun Jul 26 1903,1903-07-26,1903-07-26,"North America, United States, Illinois, Cook County",Chicago,FROM SPECIMEN: Chicago,Erica Krimmel,2017-05-20,unverified,,,,,Alexander Kwiat,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-02-10). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,Kwiat,2018-01-19,Erica Krimmel,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
615,ekrimmel,1899.1408.12,,,,[CHAS:Mamm]1408,Trichoptera sp.,legacy,unknown,,Caddisfly.,June 1897,1897-06-01,1897-06-30,"North America, United States, Illinois, Iroquois County",Ridgeland,FROM SPECIMEN: Ridgeland,Erica Krimmel,2017-05-20,unverified,,,,,W. E. Longley,collector,,,CHAS:Ento,"INTERNAL NOTES: Matched to accession during Arctos migration process, 2018, based on collector/donor. Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-02-18). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,W.E.L.,2018-01-19,Erica Krimmel,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
616,ekrimmel,1899.1408.13,,,,[CHAS:Mamm]1408,Trichoptera sp.,legacy,unknown,,Caddisfly.,June 1897,1897-06-01,1897-06-30,"North America, United States, Illinois, Iroquois County",Ridgeland,FROM SPECIMEN: Ridgeland,Erica Krimmel,2017-05-20,unverified,,,,,W. E. Longley,collector,,,CHAS:Ento,"INTERNAL NOTES: Matched to accession during Arctos migration process, 2018, based on collector/donor. Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-02-18). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,W.E.L.,2018-01-19,Erica Krimmel,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
617,ekrimmel,2017.10.11858,,,,[CHAS:Mamm]2017.10,Trichoptera sp.,legacy,unknown,,Caddisfly.,[no date recorded],1800,2018-01-20,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Specimen is glued onto a label (CAS CN 13143, a carabid) to which specimen does not belong. Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-02-10). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,age class,pupa,,unknown,,accepted place of collection
618,ekrimmel,2017.10.11859,,,,[CHAS:Mamm]2017.10,Trichoptera sp.,legacy,unknown,,Caddisfly.,Thu May 12 1904,1904-05-12,1904-05-12,"North America, United States, Illinois, Cook County","Chicago, Edgebrook","FROM SPECIMEN: Edgebrook [a neighborhood of Forest Glen, a Chicago community area]",Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-02-10). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
619,ekrimmel,2017.10.11860,,,,[CHAS:Mamm]2017.10,Trichoptera sp.,legacy,unknown,,Caddisfly.,Sun Jun 04 1905,1905-06-04,1905-06-04,"North America, United States, Indiana, Lake County",Clarke Junction,FROM SPECIMEN: Clarke Junction [Old railroad station? ],Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-02-10). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
620,ekrimmel,2017.10.11861,,,,[CHAS:Mamm]2017.10,Trichoptera sp.,legacy,unknown,,Caddisfly.,Sun Jun 04 1905,1905-06-04,1905-06-04,"North America, United States, Indiana, Lake County",Clarke Junction,FROM SPECIMEN: Clarke Junction [Old railroad station? ],Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-02-10). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
621,ekrimmel,2017.10.11862,,,,[CHAS:Mamm]2017.10,Trichoptera sp.,legacy,unknown,,Caddisfly.,Sun Jul 02 1905,1905-07-02,1905-07-02,"North America, United States, Illinois, Cook County","Glenview, Air Station Prairie",FROM SPECIMEN: Glenview,Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-02-10). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
622,ekrimmel,2017.10.11863,,,,[CHAS:Mamm]2017.10,Trichoptera sp.,legacy,unknown,,Caddisfly.,8/16,1800-08-16,2017-08-16,no higher geography recorded,no specific locality recorded,FROM SPECIMEN: Glenne,Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-08-17). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
623,ekrimmel,2017.10.11864,,,,[CHAS:Mamm]2017.10,Trichoptera sp.,legacy,unknown,,Caddisfly.,8/21,1800-08-21,2017-08-21,"North America, United States, Colorado, El Paso County",Manitou,FROM SPECIMEN: Mantiou,Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-08-17). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
