COLLECTION_OBJECT_ID,ENTEREDBY,CAT_NUM,OTHER_ID_NUM_1,OTHER_ID_NUM_TYPE_1,OTHER_ID_REFERENCES_1,ACCN,TAXON_NAME,NATURE_OF_ID,ID_MADE_BY_AGENT,MADE_DATE,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,VERIFICATIONSTATUS,COLLECTOR_AGENT_1,COLLECTOR_ROLE_1,GUID_PREFIX,COLL_OBJECT_REMARKS,PART_NAME_1,PART_CONDITION_1,PART_LOT_COUNT_1,PART_DISPOSITION_1,PART_REMARK_1,ATTRIBUTE_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_DETERMINER_1,ATTRIBUTE_DATE_1,ATTRIBUTE_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_DETERMINER_2,ATTRIBUTE_DATE_2,ATTRIBUTE_3,ATTRIBUTE_VALUE_3,ATTRIBUTE_DETERMINER_3,ATTRIBUTE_DATE_3,ATTRIBUTE_4,ATTRIBUTE_VALUE_4,ATTRIBUTE_UNITS_4,ATTRIBUTE_REMARKS_4,ATTRIBUTE_DETERMINER_4,ATTRIBUTE_DATE_4,SPECIMEN_EVENT_TYPE
491,ekrimmel,2017.3.280,HIS-441,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {binoculars},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-06-01,unverified,United Binoculars,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-06-01). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-06-01).,object,Fair. Gel-glue residue on case lid.,1,in collection,Number of Pieces: 1. Dimensions: length = 213 mm; height = 235 mm.,verbatim collector,"United Binoculars, Chicago",Erica Krimmel,2017-02-20,description,"SCIENTIFIC HISTORY. binoculars-United 15x65 4 degrees-No. 15033; two lens casing with three segments: eyepiece, jelly-bean shaped piece, and conical piece.  Casings attached by hinges (still work).  Focus wheel difficult to move.  In a brown leather case with a red leather interior.  Some kind of gel-glue residue in lid.",Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
492,ekrimmel,2017.3.281,HIS-442,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {camera-cable release},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-06-01,unverified,American Bolex Company,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-06-01). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-06-01).,object,Good.,1,in collection,Number of Pieces: 1. Dimensions: length = 561 mm.,verbatim collector,Bolex,Erica Krimmel,2017-02-20,description,"SCIENTIFIC HISTORY. camera-cable release; long, thin, metal tube of springs with a push button on one end and a hole in the other.",Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
493,ekrimmel,2017.3.282,HIS-443,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {microscope-stand},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-06-01,unverified,Ernst Leitz Company,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-06-01). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-06-01).,object,Good.,1,in collection,Number of Pieces: 1. Dimensions: length = 310 mm; height = 380 mm.,verbatim collector,Ernst Leitz Company,Erica Krimmel,2017-02-20,description,"SCIENTIFIC HISTORY. microscope-stand; heavy, round, black metal base supporting a metal tube with a mechanical stage attached.",Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
494,ekrimmel,2017.3.283,HIS-452,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {projector},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-06-04,unverified,Spencer Lens Company,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. For reference see http://www.balopticon.com/balopticon.html. Received prior to 1971. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-06-04). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-06-04).,object,Good.,1,in collection,Number of Pieces: 1. Dimensions: length = 280 mm; height = 228 mm; depth = 630 mm.,verbatim collector,Spencer Lens Co.,Erica Krimmel,2017-02-20,description,"SCIENTIFIC HISTORY. projector-Balopticon-Delineascope model GK No. 37441; Large, black metal device with a rectangular body with round edges.  Front has a bellows, wooden slide/photo holder, and a lens.",Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,value,125,US dollar,Valued at $125 in 1971.,Erica Krimmel,2017-02-20,place of manufacture
495,ekrimmel,2017.3.284,HIS-453,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {microscope-illuminator},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-06-04,unverified,Silge and Kuhne,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. For reference see U.S. Patent no. 2667103. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-06-04). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-06-04).,object,Good.,1,in collection,Number of Pieces: 1. Dimensions: length = 300 mm; height = 125 mm; depth = 510 mm.,verbatim collector,Silge & Kuhne,Erica Krimmel,2017-02-20,description,"SCIENTIFIC HISTORY. microscope-illuminator-Ortho Illuminator B-No. 5521; Large, gray metal object.  Front section is oval and flat and the back section is raised and ridged with various knobs and switches.  In the center of the front section is a raised lens.",Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
496,ekrimmel,2017.3.285,HIS-454,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {projector},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2012-04-06,unverified,Kodak,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-06-04). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2012-04-06).,object,Good.,1,in collection,Number of Pieces: 3. Dimensions: length = 210 mm; height = 340 mm; depth = 350 mm.,verbatim collector,Kodak,Erica Krimmel,2017-02-20,description,SCIENTIFIC HISTORY. projector-movie-Kodak ektagraphic CT1000 16 mm-No. 500199; Rectangular black and gray plastic device with a slot for a film reel on one side and various switches/dials on the other.  Has two identical lenses (Ektagraphic 50 mm f/1.2) in a pocket on black plastic cover.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
497,ekrimmel,2017.3.286,HIS-491,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {snake photography case},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2012-03-21,unverified,unknown,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-06-14). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2012-03-21).,object,Good. Corners battered.,1,in collection,Number of Pieces: 1. Dimensions: length = 356 mm; height = 260 mm; depth = 248 mm.,,,,,description,SCIENTIFIC HISTORY. snake transport case; Rectangular wooden box with two glass sides and two sides with air holes covered in mesh.  Lid has a place for a lock.  Tape label #12.  Cloth bag inside.  Corners are battered.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
498,ekrimmel,2017.3.287,HIS-492,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {snake transport case},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-06-14,unverified,unknown,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-06-14). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-06-14).,object,Good. Some rock fragments inside.,1,in collection,Number of Pieces: 1. Dimensions: length = 453 mm; height = 170 mm; depth = 187 mm.,,,,,description,"SCIENTIFIC HISTORY. snake transport case; Rectangular wooden box painted gray with a mesh covered air hole on each end.  Tag is bright yellow, ""Keep from extreme heat and cold Live Reptiles-Venomous  Do Not Allow to Stand in the Sun.""",Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
499,ekrimmel,2017.3.288,HIS-493,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {trap},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-06-14,unverified,unknown,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-06-14). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-06-14).,object,Good.,1,in collection,Number of Pieces: 1. Dimensions: length = 490 mm; height = 287 mm; depth = 47 mm.,,,,,description,SCIENTIFIC HISTORY. trap? Flat wooden rectangular frame with mesh on one side and 28 bars on the other.  One end has one hole drilled in it and the other has two.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
500,ekrimmel,2017.3.289,HIS-494,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {snake handling equipment},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-06-14,unverified,unknown,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-06-14). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-06-14).,object,Fair. Rusty.,1,in collection,Number of Pieces: 1. Dimensions: length = 445 mm.,,,,,description,SCIENTIFIC HISTORY. snake handling equipment; Elaborate metal device that is claw-like.  Piece of pipe serves as a handle and has two wire loops attached to it.  A curved metal band moves up/down one wire opening and closing the device.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
501,ekrimmel,2017.3.290,HIS-495,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {pins},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2012-04-06,unverified,unknown,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-06-14). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2012-04-06).,object,Fair. Rusty.,1,in collection,Number of Pieces: 4.,,,,,description,SCIENTIFIC HISTORY. pins; thick wire pins with a looped head and pointed legs.  Use unknown.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
502,ekrimmel,2017.3.291,HIS-496,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {rock collecting equipment},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2012-04-06,unverified,unknown,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-06-14). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2012-04-06).,object,Fair.,1,in collection,Number of Pieces: 4.,,,,,description,SCIENTIFIC HISTORY. rock collecting equipment; A rock hammer and two chisels are in a stiff canvas bag.  Bag also contains rock chips and is streaked with clay.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
503,ekrimmel,2017.3.292,HIS-497,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {bag},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-06-14,unverified,unknown,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-06-14). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-06-14).,object,Fair.,1,in collection,Number of Pieces: 1.,,,,,description,SCIENTIFIC HISTORY. bag; Stiff canvas bag that is cylindrical in shape.  It has collapsed and is covered in some kind of white debris.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
504,ekrimmel,2017.3.293,HIS-487,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {snake guard},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-06-14,unverified,Red Head Brand,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. Likely made by/belonged to Gloyd. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-06-14). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-06-14).,object,Fair. Dusty and brown spotting on canvas.,1,in collection,Number of Pieces: 2. Dimensions: height = 550 mm.,verbatim collector,Red Head Brand,Erica Krimmel,2017-02-20,description,SCIENTIFIC HISTORY. snake guard; Heavy canvas leg protectors trimmed in red with seven buckles down the side and one buckle to attach a strap under the foot.  Dusty and some brown spots on the canvas.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
505,ekrimmel,2017.3.294,HIS-488,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {bag},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-06-14,unverified,unknown,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. Looks like an Army duffle bag. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-06-14). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-06-14).,object,Fair.,1,in collection,Number of Pieces: 1. Dimensions: length = 910 mm.,,,,,description,SCIENTIFIC HISTORY. bag; Large oblong shaped bag made of green canvas.  Has a fabric handle and a padlock.  Bag is empty but has lots of small white flecks (Styrofoam? Paper?) inside.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
506,ekrimmel,2017.3.295,HIS-489,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {net},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-06-14,unverified,unknown,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-06-14). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-06-14).,object,Fair. Shedding.,1,in collection,Number of Pieces: 1.,,,,,description,SCIENTIFIC HISTORY. net-seine; Large rectangular net of woven brown strands.  Sinkers threaded along one side and floats threaded along the other.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
507,ekrimmel,2017.3.296,HIS-490,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {head covering},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-06-14,unverified,unknown,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. Likely from a mannequin. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-06-14). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-06-14).,object,Good.,1,in collection,Number of Pieces: 3.,,,,,description,SCIENTIFIC HISTORY. head covering; White fabric rectangle with a black and gold band to secure it to the head.  Likely from a mannequin.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
508,ekrimmel,2017.3.297,HIS-478,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {net},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-06-14,unverified,unknown,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-06-14). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-06-14).,object,Fair. Net is dusty and stained.,1,in collection,Number of Pieces: 1. Dimensions: length = 970 mm; diameter = 370 mm.,,,,,description,SCIENTIFIC HISTORY. net; aluminum pole with a wide circular head and a wooden handle.  Circular head supports a cloth net that is very stained.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
509,ekrimmel,2017.3.298,HIS-479,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {net-frame},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-06-14,unverified,unknown,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-06-14). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-06-14).,object,Fair. Dirty.,1,in collection,Number of Pieces: 1. Dimensions: length = 970 mm; diameter = 370 mm.,,,,,description,SCIENTIFIC HISTORY. net-frame; aluminum pole with a wide circular head and a wooden handle.  No netting.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
510,ekrimmel,2017.3.299,HIS-480,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {net-frame},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-06-14,unverified,unknown,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-06-14). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-06-14).,object,Fair. Dirty.,1,in collection,Number of Pieces: 1. Dimensions: length = 970 mm; diameter = 370 mm.,,,,,description,SCIENTIFIC HISTORY. net-frame; aluminum pole with a wide circular head and a wooden handle.  No netting.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
511,ekrimmel,2017.3.300,HIS-481,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {net-frame},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-06-14,unverified,unknown,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-06-14). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-06-14).,object,Fair. Dirty.,1,in collection,Number of Pieces: 1. Dimensions: length = 970 mm; diameter = 370 mm.,,,,,description,SCIENTIFIC HISTORY. net-frame; aluminum pole with a wide circular head and a wooden handle.  No netting.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
512,ekrimmel,2017.3.301,HIS-482,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {net-frame},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-06-14,unverified,unknown,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-06-14). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-06-14).,object,Fair. Dirty.,1,in collection,Number of Pieces: 1. Dimensions: length = 970 mm; diameter = 370 mm.,,,,,description,SCIENTIFIC HISTORY. net-frame; aluminum pole with a wide circular head and a wooden handle.  No netting.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
513,ekrimmel,2017.3.302,HIS-483,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {snake hook},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-06-14,unverified,Howard K. Gloyd,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. Likely made by/belonged to Gloyd. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-06-14). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-06-14).,object,Fair. Rusty.,1,in collection,Number of Pieces: 1. Dimensions: length = 1080 mm; height = 110 mm.,,,,,description,SCIENTIFIC HISTORY. snake hook; Long wooden handle with a curved metal piece attached to one end.  Metal is rusty.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
514,ekrimmel,2017.3.303,HIS-484,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {snake hook},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-06-14,unverified,Howard K. Gloyd,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. Likely made by/belonged to Gloyd. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-06-14). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-06-14).,object,Good.,1,in collection,Number of Pieces: 1. Dimensions: length = 795 mm; height = 70 mm.,,,,,description,SCIENTIFIC HISTORY. snake hook; Long metal pole with a brass sheen.  One end is curved in to a loop and the other is bent up at 90 degrees.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
515,ekrimmel,2017.3.304,HIS-485,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {snake handling equipment},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-06-14,unverified,Howard K. Gloyd,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. Likely made by/belonged to Gloyd. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-06-14). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-06-14).,object,Fair. Green disease.,1,in collection,Number of Pieces: 1. Dimensions: length = 940 mm.,,,,,description,SCIENTIFIC HISTORY. snake handling equipment; Long wooden pole with a metal sheath around one end.  In a groove along the bottom of the wooden pole is a metal rod that moves up and down its length causing a leather tongue to emerge from the sheath.  Labeled C.A.S.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
516,ekrimmel,2017.3.305,HIS-486,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {snake bite kit},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-06-14,unverified,unknown,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-06-14). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-06-14).,object,Fair.,1,in collection,Number of Pieces: 1. Dimensions: diameter = 52 mm; depth = 107 mm.,,,,,description,SCIENTIFIC HISTORY. snake bite kit-Asepto Snake Bite Outfit-No. 2006; Metal cylinder painted white with writing in red and blue that gives instructions for use.  Canister is empty and there is a hole punched in the bottom.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
517,ekrimmel,2017.3.306,HIS-474,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {snake hook},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-06-14,unverified,Howard K. Gloyd,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. Likely made by/belonged to Gloyd. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-06-14). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-06-14).,object,Fair. Chip in handle.,1,in collection,Number of Pieces: 1. Dimensions: length = 1120 mm; height = 20 mm.,,,,,description,SCIENTIFIC HISTORY. snake hook; wooden handle attached to a metal pole that bends up at 90 degrees at the end.  There is a small metal loop near the handle.  Handle is chipped.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
518,ekrimmel,2017.3.307,HIS-475,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {snake hook},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-06-14,unverified,Howard K. Gloyd,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. Likely made by/belonged to Gloyd. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-06-14). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-06-14).,object,Good.,1,in collection,Number of Pieces: 1. Dimensions: length = 1110 mm; height = 85 mm.,,,,,description,SCIENTIFIC HISTORY. snake hook; long metal pole curved into a loop on one end and bent up at 90 degrees on the other.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
519,ekrimmel,2017.3.308,HIS-476,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {snake handling equipment},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-06-14,unverified,Howard K. Gloyd,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. Likely made by/belonged to Gloyd. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-06-14). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-06-14).,object,Good.,1,in collection,Number of Pieces: 1. Dimensions: length = 1170 mm.,,,,,description,SCIENTIFIC HISTORY. snake handling equipment; Long bamboo handle attached to a metal pole that ends in a point.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
