COLLECTION_OBJECT_ID,CAT_NUM,OTHER_ID_NUM_1,OTHER_ID_NUM_TYPE_1,OTHER_ID_REFERENCES_1,ACCN,TAXON_NAME,NATURE_OF_ID,ID_MADE_BY_AGENT,MADE_DATE,IDENTIFICATION_REMARKS,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,VERIFICATIONSTATUS,COLLECTOR_AGENT_1,COLLECTOR_ROLE_1,GUID_PREFIX,COLL_OBJECT_REMARKS,PART_NAME_1,PART_CONDITION_1,PART_LOT_COUNT_1,PART_DISPOSITION_1,PART_REMARK_1,ATTRIBUTE_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_DETERMINER_1,ATTRIBUTE_DATE_1,ATTRIBUTE_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_DETERMINER_2,ATTRIBUTE_DATE_2,ATTRIBUTE_3,ATTRIBUTE_VALUE_3,ATTRIBUTE_DETERMINER_3,ATTRIBUTE_DATE_3,SPECIMEN_EVENT_REMARK,SPECIMEN_EVENT_TYPE
152,2017.14.2535,Herbert C. Brun-570 (a),collector number,self,[CHAS:Mamm]2017.14,Chrysomelidae,legacy,unknown,,Beetle.,1930-06-14,1930-06-14,1930-06-14,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-14).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
260,2017.14.2624,Herbert C. Brun-594 (a),collector number,self,[CHAS:Mamm]2017.14,Coleoptera,legacy,unknown,,Beetle.,1930-06-19,1930-06-19,1930-06-19,"North America, United States, Illinois, Cook County","Chicago, Caldwell Woods Forest Preserve",Caldwell Reserve,Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-24).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
261,2017.14.2625,Herbert C. Brun-595 (a),collector number,self,[CHAS:Mamm]2017.14,Coleoptera,legacy,unknown,,Beetle.,1930-06-19,1930-06-19,1930-06-19,"North America, United States, Illinois, Cook County","Chicago, Caldwell Woods Forest Preserve",Caldwell Reserve,Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-24).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
126,2017.14.2852,,,,[CHAS:Mamm]2017.14,Insecta,legacy,unknown,,Insect.,6/19/1930,1930-06-19,1930-06-19,"North America, United States, Illinois, Cook County","Chicago, Caldwell Woods Forest Preserve",Caldwell Reserve,Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,INTERNAL NOTES: Found with Brun specimens but has no Brun number and may or may not be listed in catalog. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-15).,whole organism (pinned),Poor.,12,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory. Described as: Four Separate gel caps. Two contain two beetles each, one contains six beetles, and the last contains two specimens that appear to be some kind of hemipteran.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
249,2017.14.2626,Herbert C. Brun-625 (a),collector number,self,[CHAS:Mamm]2017.14,Coleoptera,legacy,unknown,,Beetle.,1930-06-21,1930-06-21,1930-06-21,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-14).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
250,2017.14.2627,Herbert C. Brun-556 (a),collector number,self,[CHAS:Mamm]2017.14,Coleoptera,legacy,unknown,,Beetle.,1930-06-27,1930-06-27,1930-06-27,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-14).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
33,2017.14.2792,Herbert C. Brun-1536 (b),collector number,self,[CHAS:Mamm]2017.14,Pentatomidae,legacy,unknown,,True Bug.,6/28/1930,1930-06-28,1930-06-28,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,INTERNAL NOTES: Originally found in cigar box. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-17).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
34,2017.14.2817,,,,[CHAS:Mamm]2017.14,Hemiptera,legacy,unknown,,True Bug.,7/2/1930,1930-07-02,1930-07-02,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,INTERNAL NOTES: Originally found in cigar box. Found with Brun specimens but has no Brun number and may or may not be listed in catalog. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-17).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
143,2017.14.2523,Herbert C. Brun-602 (a),collector number,self,[CHAS:Mamm]2017.14,Cassidini,legacy,unknown,,Beetle.,1930-07-16,1930-07-16,1930-07-16,"North America, United States, Illinois, Cook County",Schiller Park,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-14).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
155,2017.14.2536,Herbert C. Brun-569 (a),collector number,self,[CHAS:Mamm]2017.14,Chrysomelidae,legacy,unknown,,Beetle.,1930-07-16,1930-07-16,1930-07-16,"North America, United States, Illinois, Cook County",Schiller Park,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-14).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
266,2017.14.2628,Herbert C. Brun-524 (a),collector number,self,[CHAS:Mamm]2017.14,Coleoptera,legacy,unknown,,Beetle.,1930-07-16,1930-07-16,1930-07-16,"North America, United States, Illinois, Cook County",Schiller Park,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-14).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
267,2017.14.2629,Herbert C. Brun-529 (a),collector number,self,[CHAS:Mamm]2017.14,Coleoptera,legacy,unknown,,Beetle.,1930-07-16,1930-07-16,1930-07-16,"North America, United States, Illinois, Cook County",Schiller Park,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-14).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
268,2017.14.2630,Herbert C. Brun-596 (a),collector number,self,[CHAS:Mamm]2017.14,Coleoptera,legacy,unknown,,Beetle.,1930-07-16,1930-07-16,1930-07-16,"North America, United States, Illinois, Cook County",Schiller Park,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-24).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
269,2017.14.2631,Herbert C. Brun-597 (a),collector number,self,[CHAS:Mamm]2017.14,Coleoptera,legacy,unknown,,Beetle.,1930-07-16,1930-07-16,1930-07-16,"North America, United States, Illinois, Cook County",Schiller Park,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-24).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
270,2017.14.2632,Herbert C. Brun-598 (a),collector number,self,[CHAS:Mamm]2017.14,Coleoptera,legacy,unknown,,Beetle.,1930-07-16,1930-07-16,1930-07-16,"North America, United States, Illinois, Cook County",Schiller Park,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-14).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
271,2017.14.2633,Herbert C. Brun-599 (a),collector number,self,[CHAS:Mamm]2017.14,Coleoptera,legacy,unknown,,Beetle.,1930-07-16,1930-07-16,1930-07-16,"North America, United States, Illinois, Cook County",Schiller Park,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-14).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
272,2017.14.2634,Herbert C. Brun-633 (a),collector number,self,[CHAS:Mamm]2017.14,Coleoptera,legacy,unknown,,Beetle.,1930-07-16,1930-07-16,1930-07-16,"North America, United States, Illinois, Cook County",Schiller Park,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-14).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
273,2017.14.2635,Herbert C. Brun-651 (a),collector number,self,[CHAS:Mamm]2017.14,Coleoptera,legacy,unknown,,Beetle.,1930-07-16,1930-07-16,1930-07-16,"North America, United States, Illinois, Cook County",Schiller Park,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-14).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
274,2017.14.2636,Herbert C. Brun-652 (a),collector number,self,[CHAS:Mamm]2017.14,Coleoptera,legacy,unknown,,Beetle.,1930-07-16,1930-07-16,1930-07-16,"North America, United States, Illinois, Cook County",Schiller Park,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-14).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
275,2017.14.2637,Herbert C. Brun-653 (a),collector number,self,[CHAS:Mamm]2017.14,Coleoptera,legacy,unknown,,Beetle.,1930-07-16,1930-07-16,1930-07-16,"North America, United States, Illinois, Cook County",Schiller Park,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-24).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
276,2017.14.2638,Herbert C. Brun-654 (a),collector number,self,[CHAS:Mamm]2017.14,Coleoptera,legacy,unknown,,Beetle.,1930-07-16,1930-07-16,1930-07-16,"North America, United States, Illinois, Cook County",Schiller Park,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-14).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
277,2017.14.2639,Herbert C. Brun-656 (a),collector number,self,[CHAS:Mamm]2017.14,Coleoptera,legacy,unknown,,Beetle.,1930-07-16,1930-07-16,1930-07-16,"North America, United States, Illinois, Cook County",Schiller Park,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-14).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
278,2017.14.2640,Herbert C. Brun-657 (a),collector number,self,[CHAS:Mamm]2017.14,Coleoptera,legacy,unknown,,Beetle.,1930-07-16,1930-07-16,1930-07-16,"North America, United States, Illinois, Cook County",Schiller Park,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-24).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
279,2017.14.2641,Herbert C. Brun-658 (a),collector number,self,[CHAS:Mamm]2017.14,Coleoptera,legacy,unknown,,Beetle.,1930-07-16,1930-07-16,1930-07-16,"North America, United States, Illinois, Cook County",Schiller Park,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-13).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
280,2017.14.2642,Herbert C. Brun-659 (a),collector number,self,[CHAS:Mamm]2017.14,Coleoptera,legacy,unknown,,Beetle.,1930-07-16,1930-07-16,1930-07-16,"North America, United States, Illinois, Cook County",Schiller Park,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-24).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
281,2017.14.2643,Herbert C. Brun-660 (a),collector number,self,[CHAS:Mamm]2017.14,Coleoptera,legacy,unknown,,Beetle.,1930-07-16,1930-07-16,1930-07-16,"North America, United States, Illinois, Cook County",Schiller Park,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-24).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
282,2017.14.2644,Herbert C. Brun-661 (a),collector number,self,[CHAS:Mamm]2017.14,Coleoptera,legacy,unknown,,Beetle.,1930-07-16,1930-07-16,1930-07-16,"North America, United States, Illinois, Cook County",Schiller Park,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-24).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
347,2017.14.2645,,,,[CHAS:Mamm]2017.14,Coleoptera,legacy,unknown,,Beetle.,1930-07-16,1930-07-16,1930-07-16,"North America, United States, Illinois, Cook County",Schiller Park,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,unknown,collector,CHAS:Ento,INTERNAL NOTES: Found with Brun specimens but has no Brun number and may or may not be listed in catalog. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-15).,whole organism (pinned),Poor.,6,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory. Described as: Gel cap contains 6 specimens, 5 mordellidae & 1 weevil.",,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
174,2017.14.2670,Herbert C. Brun-590 (a),collector number,self,[CHAS:Mamm]2017.14,Curculionidae,legacy,unknown,,Beetle.,1930-07-16,1930-07-16,1930-07-16,"North America, United States, Illinois, Cook County",Schiller Park,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-13).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
175,2017.14.2671,Herbert C. Brun-591 (a),collector number,self,[CHAS:Mamm]2017.14,Curculionidae,legacy,unknown,,Beetle.,1930-07-16,1930-07-16,1930-07-16,"North America, United States, Illinois, Cook County",Schiller Park,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-13).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
184,2017.14.2685,Herbert C. Brun-561 (a),collector number,self,[CHAS:Mamm]2017.14,Epicaerus imbricatus,legacy,unknown,,Beetle.,1930-07-16,1930-07-16,1930-07-16,"North America, United States, Illinois, Cook County",Schiller Park,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-13).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
198,2017.14.2702,Herbert C. Brun-560 (a),collector number,self,[CHAS:Mamm]2017.14,Labidomera clivicollis,legacy,unknown,,Beetle.,1930-07-16,1930-07-16,1930-07-16,"North America, United States, Illinois, Cook County",Schiller Park,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-14).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
65,2017.14.2768,Herbert C. Brun-1562 (b),collector number,self,[CHAS:Mamm]2017.14,Fulgoridae,legacy,unknown,,True Bug.,7/16/1930,1930-07-16,1930-07-16,"North America, United States, Illinois, Cook County",Schiller Park,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,INTERNAL NOTES: Originally found in cigar box. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-17).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
66,2017.14.2769,Herbert C. Brun-1584 (b),collector number,self,[CHAS:Mamm]2017.14,Fulgoridae,legacy,unknown,,True Bug.,7/16/1930,1930-07-16,1930-07-16,"North America, United States, Illinois, Cook County",Schiller Park,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,INTERNAL NOTES: Originally found in cigar box. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-17).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
67,2017.14.2770,Herbert C. Brun-1585 (b),collector number,self,[CHAS:Mamm]2017.14,Fulgoridae,legacy,unknown,,True Bug.,7/16/1930,1930-07-16,1930-07-16,"North America, United States, Illinois, Cook County",Schiller Park,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,INTERNAL NOTES: Originally found in cigar box. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-17).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
