COLLECTION_OBJECT_ID,ENTEREDBY,CAT_NUM,ACCN,TAXON_NAME,NATURE_OF_ID,ID_MADE_BY_AGENT,MADE_DATE,IDENTIFICATION_REMARKS,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,VERIFICATIONSTATUS,COLLECTOR_AGENT_1,COLLECTOR_ROLE_1,COLLECTOR_AGENT_2,COLLECTOR_ROLE_2,GUID_PREFIX,COLL_OBJECT_REMARKS,OTHER_ID_NUM_1,OTHER_ID_NUM_TYPE_1,OTHER_ID_REFERENCES_1,OTHER_ID_NUM_2,OTHER_ID_NUM_TYPE_2,OTHER_ID_REFERENCES_2,OTHER_ID_NUM_3,OTHER_ID_NUM_TYPE_3,OTHER_ID_REFERENCES_3,PART_NAME_1,PART_CONDITION_1,PART_LOT_COUNT_1,PART_DISPOSITION_1,PART_REMARK_1,PART_NAME_2,PART_CONDITION_2,PART_LOT_COUNT_2,PART_DISPOSITION_2,PART_REMARK_2,ATTRIBUTE_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_DATE_1,ATTRIBUTE_DETERMINER_1,ATTRIBUTE_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_DATE_2,ATTRIBUTE_DETERMINER_2,ATTRIBUTE_3,ATTRIBUTE_VALUE_3,ATTRIBUTE_DATE_3,ATTRIBUTE_DETERMINER_3,ATTRIBUTE_4,ATTRIBUTE_VALUE_4,ATTRIBUTE_DATE_4,ATTRIBUTE_DETERMINER_4,SPECIMEN_EVENT_TYPE
878,ekrimmel,E2017C.1385,[CHAS:Mamm]E2017C,Accipiter cooperii,legacy,unknown,,Cooper's Hawk.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2015-12-15,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Inventoried by Erica Krimmel (2015-12-15). Record last updated in Excel by Erica Krimmel on 2015-12-15.",,,,,,,,,,"skin, mounted",Excellent. 2015-12-15.,1,in collection,"Specimen prepared in 2015. Posed with wings spread, as if landing.",,,,,,,,,,,,,,,,,,,,,,accepted place of collection
975,ekrimmel,E2017C.1386,[CHAS:Mamm]E2017C,Megascops asio,legacy,unknown,,Eastern Screech Owl.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2015-12-15,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Inventoried by Erica Krimmel (2015-12-15). Record last updated in Excel by Erica Krimmel on 2015-12-15.",,,,,,,,,,"skin, mounted",Excellent. 2015-12-15.,1,in collection,Specimen prepared in 2015. Posed perched on branch.,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
904,ekrimmel,E2017C.1387,[CHAS:Mamm]E2017C,Bucephala albeola,legacy,unknown,,Bufflehead.,2013-04-12,2013-04-12,2013-04-12,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2017-10-07,unverified,unknown,collector,Steve Sullivan,preparator,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2017. EXHIBIT AND LOAN HISTORY: L2017.18, PNNM, Education Dept for programs (SOG). L2016.8, PNNM, Education Dept for programs. L2016.2, PNNM, Education for Science on the Go! program. DATA HISTORY: Inventoried by Dawn R. Roberts (2015-07-23). Record last updated in Excel by Dawn R. Roberts on 2017-10-07.",6c0cb6d3-d748-4e10-afee-01b900730d8f,UUID,self,,,,,,,"skin, mounted",Excellent. Number of pieces: 1.,1,on loan,Specimen prepared in 2014.,,,,,,,,,,sex,male,2017-12-06,unknown,age class,adult,2017-12-06,unknown,,,,,accepted place of collection
907,ekrimmel,E2012C.1,[CHAS:Mamm]E2012C,Lophodytes cucullatus,legacy,unknown,,Hooded Merganser.,3/17,1917-03-01,1917-03-31,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2017-10-07,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2017. EXHIBIT AND LOAN HISTORY: L2017.18, PNNM, Education Dept for programs (SOG). L2016.8, PNNM, Education Dept for programs. L2016.2, PNNM, Education for Science on the Go! program. DATA HISTORY: Inventoried by Amber King (2014-04-25). Record last updated in Excel by Dawn R. Roberts on 2017-10-07.",f7cf8046-06bd-40f7-9323-2aa885a1a09f,UUID,self,,,,,,,"skin, mounted","unchecked 2017: see condition report in gift paperwork, gifts-2012. Number of pieces: 1.",1,on loan,Base is wood. 15.5 cm (W - base) x 29 cm (H) x 31 cm (D).,,,,,,,,,,sex,male,2017-12-06,unknown,age class,adult,2017-12-06,unknown,,,,,accepted place of collection
877,ekrimmel,E2017C.1388,[CHAS:Mamm]E2017C,Accipiter cooperii,legacy,unknown,,Cooper's Hawk.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2017-10-11,unverified,unknown,collector,Rebecca Beachy,preparator,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. EXHIBIT AND LOAN HISTORY: L2017.4, PNNM, Our House exhibit, 3/2017 to 9/30/2017. DATA HISTORY: Inventoried by Dawn R. Roberts (2015-07-23). Record last updated in Excel by Dawn R. Roberts on 2017-10-11.",d310f6fc-8a9d-4419-8112-1bdaf9dd1dae,UUID,self,,,,,,,"skin, mounted",Excellent. Number of pieces: 1.,1,on loan,"Specimen prepared in 2016-03-12. Positioned with wings in, looking down. Has base.",,,,,,,,,,,,,,age class,adult,2017-12-06,unknown,,,,,accepted place of collection
889,ekrimmel,2003.2.2,[CHAS:Mamm]2003.2,Aix sponsa,legacy,unknown,,Wood Duck.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2016-11-05,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. EXHIBIT AND LOAN HISTORY: L2009.01.30, PNNM, Birds of Chicago exhibit, 1/2009 to present; Birds loan ID: CT-101b. DATA HISTORY: Inventoried by Dawn R. Roberts (2009-01-30). Record last updated in Excel by Erica Krimmel on 2016-11-05.",55,original identifier,self,,,,d1fedd61-9c6e-435f-9b20-e7d2faf4efc5,UUID,self,"skin, mounted","Good. 2017: head loose, feathers on pr side loose. Number of pieces: 1.",1,on loan,Female and male wood ducks mounted together.,,,,,,,,,,sex,female,2017-12-06,unknown,age class,adult,2017-12-06,unknown,,,,,accepted place of collection
888,ekrimmel,2003.2.1,[CHAS:Mamm]2003.2,Aix sponsa,legacy,Steve Sullivan,2012,Wood Duck.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2016-11-05,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. EXHIBIT AND LOAN HISTORY: L2009.01.30, PNNM, Birds of Chicago exhibit, 1/2009 to present; Birds loan ID: CT-101a. DATA HISTORY: Inventoried by Dawn R. Roberts (2009-01-30). Record last updated in Excel by Erica Krimmel on 2016-11-05.",55,original identifier,self,,,,e490b5f3-0ed1-4f1d-9677-0ff454f2cac4,UUID,self,"skin, mounted",Excellent. Number of pieces: 1.,1,on loan,Female and male wood ducks mounted together.,,,,,,,,,,sex,male,2017-12-06,unknown,age class,adult,2017-12-06,unknown,,,,,accepted place of collection
952,ekrimmel,2003.2.3,[CHAS:Mamm]2003.2,Perdix perdix,legacy,unknown,,Grey Partridge.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2016-11-05,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. EXHIBIT AND LOAN HISTORY: L2009.01.30, PNNM, Birds of Chicago exhibit, 1/2009 to present; Birds loan ID: CT-74. DATA HISTORY: Inventoried by Dawn R. Roberts (2009-01-30). Record last updated in Excel by Erica Krimmel on 2016-11-05.",a4e9b302-94ea-4cbd-8510-92ddafcffe38,UUID,self,,,,,,,"skin, mounted",Excellent. Number of pieces: 1.,1,on loan,,,,,,,,,,,,,,,age class,adult,2017-12-06,unknown,,,,,accepted place of collection
890,ekrimmel,E2013G.1,[CHAS:Mamm]E2013G,Aix sponsa,legacy,unknown,,Wood Duck.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2016-11-05,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Amber King (2014-04-25). Record last updated in Excel by Erica Krimmel on 2016-11-05.",64405784-753e-4f80-ae19-e4ebcf06cbbd,UUID,self,,,,,,,"skin, mounted","Good. 2017: see condition report in gift paperwork, gifts-2012. Number of pieces: 1.",1,in collection,"39.5 cm (L) x 46 cm (H) x 10.5 cm (D). Mounted specimen, mounted with another specimen, as a wall mount.",,,,,,,,,,sex,male,2017-12-06,unknown,age class,adult,2017-12-06,unknown,,,,,accepted place of collection
891,ekrimmel,E2013G.2,[CHAS:Mamm]E2013G,Aix sponsa,legacy,unknown,,Wood Duck.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2016-11-05,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Inventoried by Amber King (2014-04-25). Record last updated in Excel by Erica Krimmel on 2016-11-05.",7149f2b5-c08d-45bc-88c3-9aa51d235ba1,UUID,self,,,,,,,"skin, mounted","unchecked 2014-04-25: vacuumed; freeze treated when received, 2012. Number of pieces: 1.",1,in collection,"Mounted specimen, mounted with another specimen, as a wall mount.",,,,,,,,,,sex,female,2017-12-06,unknown,age class,adult,2017-12-06,unknown,,,,,accepted place of collection
938,ekrimmel,E2012C.2,[CHAS:Mamm]E2012C,Colinus virginianus,legacy,unknown,,Northern Bobwhite.,[transcribed directly into formatted date fields],1925-01-01,1925-12-31,"North America, United States, Indiana",no specific locality recorded,Indiana,Erica Krimmel,2016-11-05,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Inventoried by Amber King (2014-04-25). Record last updated in Excel by Erica Krimmel on 2016-11-05.",dc1c4b90-734a-44e1-b833-527384ba9e46,UUID,self,,,,,,,"skin, mounted","Good. 2017: see condition report in gift paperwork, gifts-2012. Number of pieces: 1.",1,in collection,Base is stained wood. 9.8 cm (L) x 17 cm (H) x 20.5 cm (D).,,,,,,,,,,sex,male,2017-12-06,unknown,age class,adult,2017-12-06,unknown,,,,,accepted place of collection
972,ekrimmel,E2011A.1,[CHAS:Mamm]E2011A,Bubo virginianus,legacy,unknown,,Great Horned Owl.,c. 1913,1913-01-01,1913-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2016-11-05,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2017. EXHIBIT AND LOAN HISTORY: L2012.9, PNNM, El Valor Program, 6/22-6/29/2012. DATA HISTORY: Dawn R. Roberts (2011-08-08). Record last updated in Excel by Erica Krimmel on 2016-11-05.",c5f40202-da03-41b8-8201-c6fb64333311,UUID,self,,,,,,,"skin, mounted","Good. 2017: taxidermy of mount is odd. eyes too large, overstuffed body. Number of pieces: 1.",1,in collection,Specimen prepared in 1913. Base is wood. DO NOT TOUCH.,,,,,,,,,,,,,,age class,adult,2017-12-06,unknown,,,,,accepted place of collection
918,ekrimmel,E2017C.1389,[CHAS:Mamm]E2017C,Columba livia,legacy,unknown,,Pigeon.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2016-11-05,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Salvage specimen collected by Chicago Academy of Sciences. Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Inventoried by Amber King (2013-02-26). Record last updated in Excel by Erica Krimmel on 2016-11-05.",d77820f4-d90d-4ec2-a953-d340bbc4c21e,UUID,self,,,,,,,"skin, mounted",Good. Number of pieces: 1.,1,in collection,"No base. Black, seated position.",,,,,,,,,,,,,,,,,,,,,,accepted place of collection
886,ekrimmel,E2017C.1390,[CHAS:Mamm]E2017C,Megaceryle alcyon,legacy,unknown,,Belted Kingfisher.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2016-11-05,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Salvage specimen collected by Chicago Academy of Sciences. Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Inventoried by Amber King (2013-02-26). Record last updated in Excel by Erica Krimmel on 2016-11-05.",2a557aaa-02c4-4be1-8855-526e8430d7bc,UUID,self,,,,,,,"skin, mounted",Good. Number of pieces: 1.,1,in collection,Base is driftwood.,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
948,ekrimmel,E2017C.1391,[CHAS:Mamm]E2017C,Gallus gallus,legacy,unknown,,Chicken (domestic).,Feb. 2013,2013-02-01,2013-02-28,"North America, United States, Illinois, Cook County",Chicago,"Chicago, IL",Erica Krimmel,2016-11-05,unverified,Steve Sullivan,collector,,,CHAS:Teach,"INTERNAL NOTES: Salvage specimen collected by Chicago Academy of Sciences. Found in collection (FIC). Incorporated into Teaching Collection, 2015. EXHIBIT AND LOAN HISTORY: L2013.3, PNNM, exhibit, Food: The Nature of Eating. DATA HISTORY: Inventoried by Amber King (2014-04-25). Record last updated in Excel by Erica Krimmel on 2016-11-05.",119587e9-5f51-4d9f-8785-3ddbd10c7042,UUID,self,,,,,,,"skin, mounted",Good. 2017: see condition report in L2013.3 file. Number of pieces: 1.,1,in collection,On base. 19.7 cm (L) x 50 cm (H) x 27 cm (D).,,,,,,verbatim collector,Steve Sullivan,2017-12-06,Erica Krimmel,sex,male,2017-12-06,unknown,age class,adult,2017-12-06,unknown,,,,,accepted place of collection
941,ekrimmel,E2012C.3,[CHAS:Mamm]E2012C,Phasianus colchicus,legacy,unknown,,Ring-necked Pheasant.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2016-11-05,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Amber King (2014-04-25). Record last updated in Excel by Erica Krimmel on 2016-11-05.",882fd096-5173-44f5-a8f9-405d86e51c59,UUID,self,,,,,,,"skin, mounted","Good. 2017: see condition report in gift paperwork, gifts-2012. Number of pieces: 1.",1,in collection,Base designed to be hung on wall. 29 cm (L) x 57.2 cm (H) x 9.2 cm (D).,,,,,,,,,,sex,male,2017-12-06,unknown,age class,adult,2017-12-06,unknown,,,,,accepted place of collection
879,ekrimmel,E2017C.1392,[CHAS:Mamm]E2017C,Accipiter cooperii,legacy,unknown,,Cooper's Hawk.,2003-03-25,2003-03-25,2003-03-25,"North America, United States, Illinois, Cook County","Chicago, Lincoln Park, North Pond","PNNM, Chicago, IL, under stump, east of North Pond",Erica Krimmel,2017-01-27,unverified,Michael Peters,collector,Tara Hoffmann,preparator,CHAS:Teach,INTERNAL NOTES: Salvage specimen collected by Chicago Academy of Sciences. DATA HISTORY: Inventoried by Erica Krimmel (2017-01-27). Record last updated in Excel by Erica Krimmel on 2017-01-27.,,,,,,,,,,"skin, mounted",Good. 2017-01-27. Number of pieces: 1.,1,in collection,"Specimen prepared in 2003-08-02. Posed looking down. Found alive but died before rehabber arrived. Wound in upper right breast. Measurements ar TL=389mm, TARSUS=77mm, T=170mm, WING=230mm, BEAK=21mm",,,,,,verbatim collector,Michael Peters,2017-12-06,Erica Krimmel,,,,,,,,,,,,,accepted place of collection
986,ekrimmel,E2017C.1393,[CHAS:Mamm]E2017C,Strigiformes,legacy,unknown,,Owl Pellets.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-08-25,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Inventoried by Dawn R. Roberts (2015-08-25). Record last updated in Excel by Dawn R. Roberts on 2015-08-25.",,,,,,,,,,pellet (dry),unchecked,20,in collection,Part lot count is estimate.,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
925,ekrimmel,E2017C.1394,[CHAS:Mamm]E2017C,Cyanocitta cristata,legacy,unknown,,Blue Jay.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2017-04-18,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Inventoried by Katie McComas (2010-05-21). Record last updated in Excel by Erica Krimmel on 2017-04-18.",27ff30b0-81a8-46e3-a399-5d83b8533e60,UUID,self,,,,,,,skeleton,"Fair. 2017: bones are greasy, feet have flesh. Number of pieces: 12.",12,in collection,,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
883,ekrimmel,E2017H.31,[CHAS:Mamm]E2017H,Buteo lineatus,legacy,unknown,,Red-shouldered Hawk.,[received date: 1967],1800,1967-12-31,"North America, United States, Illinois, Cook County","Lincoln Park Zoo, Chicago",L.P. Zoo [Lincoln Park Zoo],Erica Krimmel,2016-11-05,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Inventoried by Katie McComas (2010-05-21). Record last updated in Excel by Erica Krimmel on 2016-11-05.",efc97cd0-ec8e-4175-af9c-0dac06d241d8,UUID,self,,,,,,,skeleton,Good. 2017: full skeleton mostly intact. Number of pieces: 11.,11,in collection,,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
887,ekrimmel,E2017C.1395,[CHAS:Mamm]E2017C,Megaceryle alcyon,legacy,Steve Sullivan,2012,Belted Kingfisher.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2016-11-05,unverified,Steve Sullivan,collector,Steve Sullivan,preparator,CHAS:Teach,"INTERNAL NOTES: Salvage specimen collected by Chicago Academy of Sciences. Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Inventoried by Katie McComas (2010-06-04). Record last updated in Excel by Erica Krimmel on 2016-11-05.",Kingfisher 006,original identifier,self,,,,5d86cbfc-019e-469d-9a6e-dfc5e527facc,UUID,self,skeleton,Good. 2017: bones and feathers in good condition. Number of pieces: 80.,80,in collection,,,,,,,verbatim collector,Steve Sullivan,2017-12-06,Erica Krimmel,,,,,,,,,,,,,accepted place of collection
898,ekrimmel,E2017C.1396,[CHAS:Mamm]E2017C,Anas sp.,legacy,unknown,,Duck.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2016-11-05,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Inventoried by Katie McComas (2010-05-21). Record last updated in Excel by Erica Krimmel on 2016-11-05.",5888f06d-71fb-4c33-aecd-d0e8b4d5a7dd,UUID,self,,,,,,,skeleton,"Good. 2017: two pairs of skulls and jaws, one jaw is broken. Number of pieces: 26.",26,in collection,,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
908,ekrimmel,E2017C.1397,[CHAS:Mamm]E2017C,Somateria mollissima,legacy,unknown,,Common Eider.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2016-11-05,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Inventoried by Katie McComas (2010-05-21). Record last updated in Excel by Erica Krimmel on 2016-11-05.",2e97a24d-6f2b-4239-b628-7229c191ba24,UUID,self,,,,,,,skeleton,Good. 2017: most tissue removed.,3,in collection,Disarticulated skeleton.,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
924,ekrimmel,E2017C.1398,[CHAS:Mamm]E2017C,Corvus brachyrhynchos,legacy,Katie McComas,2010-06-04,American Crow.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2016-11-05,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Inventoried by Katie McComas (2010-06-04). Record last updated in Excel by Erica Krimmel on 2016-11-05.",f2087f0e-be85-4156-b996-5a7a2781077f,UUID,self,,,,,,,skeleton,"Fair. 2017: some bones broken, missing skull. Number of pieces: 49.",49,in collection,,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
931,ekrimmel,E2017C.1399,[CHAS:Mamm]E2017C,Grus canadensis,legacy,unknown,,Sandhill Crane. Species in question.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2016-11-05,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Inventoried by Katie McComas (2010-06-04). Record last updated in Excel by Erica Krimmel on 2016-11-05.",79797ebc-a208-49fe-bc36-3afc577e2d55,UUID,self,,,,,,,skeleton,Fair. Number of pieces: 1.,1,in collection,,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
937,ekrimmel,E2017C.1400,[CHAS:Mamm]E2017C,Numida meleagris,legacy,unknown,,Helmeted Guineafowl.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2016-11-05,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Inventoried by Katie McComas (2010-06-04). Record last updated in Excel by Erica Krimmel on 2016-11-05.",72d06848-213e-4e03-8f5f-de6b6814b4af,UUID,self,,,,,,,skeleton,Good. 2017: requires further preparation. Number of pieces: 43.,43,in collection,,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
939,ekrimmel,E2017H.32,[CHAS:Mamm]E2017H,Colinus virginianus,legacy,unknown,,Northern Bobwhite.,[transcribed directly into formatted date fields],1962-09-08,1962-09-08,"North America, United States, Illinois, Cook County","Lincoln Park Zoo, Chicago",Section: B.H.,Erica Krimmel,2016-11-05,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Inventoried by Katie McComas (2010-06-04). Record last updated in Excel by Erica Krimmel on 2016-11-05.",7e97d53a-e25f-4744-acdf-33d0235441d1,UUID,self,,,,,,,skeleton,"Good. 2017: bones in good condition, skeleton still whole. Number of pieces: 6.",6,in collection,Almost certainly a zoo specimen (based on tag). Sudden death from swift.,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
945,ekrimmel,E2017C.1401,[CHAS:Mamm]E2017C,Phalacrocorax auritus,legacy,Katie McComas,2010-07-16,Double-crested Cormorant.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2016-11-05,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Inventoried by Katie McComas (2010-07-16). Record last updated in Excel by Erica Krimmel on 2016-11-05.",26f3f3f1-8075-445c-a762-d15278e62f8c,UUID,self,,,,,,,skeleton,Good. 2017: requires further preparation. Number of pieces: 116.,116,in collection,,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
949,ekrimmel,E2017C.1402,[CHAS:Mamm]E2017C,Gallus gallus domesticus,legacy,unknown,,Chicken (domestic).,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2016-11-05,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Inventoried by S. Clarren (2012-02-08). Record last updated in Excel by Erica Krimmel on 2016-11-05.",4f1cda80-90da-4621-a57c-1c9c42c7e3e3,UUID,self,,,,,,,skeleton,Good. 2017: there is a large amount of dust and debrie. some insect remains. some tissue and a few feathers. Number of pieces: 1.,1,in collection,,,,,,,,,,,,,,,age class,adult,2017-12-06,unknown,,,,,accepted place of collection
950,ekrimmel,E2017C.1403,[CHAS:Mamm]E2017C,Lophura nycthemera,legacy,unknown,,Silver Pheasant.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2016-11-05,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Inventoried by Katie McComas (2010-07-16). Record last updated in Excel by Erica Krimmel on 2016-11-05.",c4cbb1cb-6110-4e82-bb2a-1e222f1567fc,UUID,self,,,,,,,skeleton,Good. 2017: requires further preparation. Number of pieces: 46.,46,in collection,,,,,,,,,,,sex,male,2017-12-06,unknown,,,,,,,,,accepted place of collection
962,ekrimmel,4227.2,[CHAS:Mamm]4227,Trichoglossus haematodus,legacy,unknown,,Rainbow Lorikeet.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2016-11-05,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Inventoried by Katie McComas (2010-07-16). Record last updated in Excel by Erica Krimmel on 2016-11-05.",d72f74dd-d303-46d0-b399-df6667cf1e7c,UUID,self,,,,,,,skeleton,Fair. 2017: requires further preparation. Number of pieces: 6.,1,in collection,Disarticulated skeleton.,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
970,ekrimmel,4227.3,[CHAS:Mamm]4227,Spheniscidae,legacy,unknown,,Penguin.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2016-11-05,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Inventoried by Katie McComas (2010-07-16). Record last updated in Excel by Erica Krimmel on 2016-11-05.",cb62bd38-4f87-432e-ab2f-3041597e4aac,UUID,self,,,,,,,skeleton,Good. 2017: requires further preparation. Number of pieces: 145.,1,in collection,Disarticulated skeleton.,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
976,ekrimmel,E2017C.1404,[CHAS:Mamm]E2017C,Megascops asio,legacy,unknown,,Eastern Screech Owl.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2015-12-05,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Inventoried by Steve Sullivan (2009-08-27). Record last updated in Excel by Erica Krimmel on 2015-12-05.",240e922f-29bf-451d-92ae-1300c2b8b81e,UUID,self,,,,,,,"skeleton, mounted",Good. 2015-12-05: re-attached the wings in October 2015 with B72.,1,in collection,Articulated skeleton on wooden base.,,,,,,,,,,,,,,age class,adult,2017-12-06,unknown,,,,,accepted place of collection
