"ACCN_NUMBER","CRMK"
"4113","Found on road-side. Information from accession book. Verbatim received from agent: E.G. Wright. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by E.G.W. [E.G. Wright]. Origin of material: Delavan, Wisc. [Wisconsin]."
"4114","Found injured against window. Information from accession book. Verbatim received from agent: E.G. Wright. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by E.G.W. [E.G. Wright]. Origin of material: Lincoln Park, Chicago [Illinois]."
"4115","Information from accession book. Correspondence in Accession file and copy in Gifts-1933 [A. King]. Verbatim received from agent: Mr. E.A. McIlhenny. Origin of material: Avery Isl. [Island],La. [Louisiana]."
"4116","Information from accession book. Verbatim received from agent: Mr. W.I. Lyon. Origin of material: Waukegan, Ill. [Illinois]."
"4117","Information from accession book. Verbatim received from agent: L.S. Pyle. Origin of material: Minnehaha Falls, Minn. [Minnesota]."
"4118","R.610. Information from accession book. Verbatim received from agent: Dr. E. Lindmeier. Origin of material: Clearwater, Eagle River, Wis. [Wisconsin]."
"4119","Information from accession book. Verbatim received from agent: E.G. Wright. Verbatim agency associated with: Chicago Academy of Sciences. Origin of material: Camp Lake, Ill. [Illinois]."
"4120","Information from accession book. Verbatim received from agent: E.G. Wright. Verbatim agency associated with: Chicago Academy of Sciences. Origin of material: Camp Lake, Ill. [Illinois]."
"4121","Mr. G gave this as a permanent loan. Origin of material: Adobe Creek, near Animas, Hidalgo county, N. Mex. [New Mexico]. Associated with CHAS catalog numbers Mammals: 3475. Information from accession book. Not listed as permanent loan in correspondence in file. Correspondence in Accession file and copy in Gifts-1933 [A. King]. Verbatim received from agent: Tappan Gregory. Collected/created by sent by Stanley P. Young, U.S. B. Survey to."
"4122","Information from accession book. Verbatim received from agent: E.G.W. Earl G. Wright. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by Earl G. Wright. Origin of material: Illinois and Wisconsin."
"4123","Origin of material: Wales, Alaska. Associated with CHAS catalog numbers Oology: 837-838. Should have field notes according to oology dataset. Ornithology: 6363, 6368. Information from accession book. Correspondence in Accession Files and copies Purchases-1933. Correspondence contains listing of specimens sent, but apparently Tevuk's identification was sometimes incorrect and inventory only reflects corrected species identification made by Bailey. [A. King]. Verbatim received from agent: Dwight Tevuk. Collected/created by Dwight Tevuk."
"4124","Origin of material: Pt. Barrow, Alaska. Associated with CHAS catalog numbers Mammals: 2646-2663. Information from accession book. Verbatim received from agent: Chas D. Brower. Collected/created by Chas D. Brower."
"4125","Information from accession book. Correspondence in Accession File and copy in Gifts-1933 [A. King]. Verbatim received from agent: Ludwig Kummer. Origin of material: Pilgrims Rest District, South Africa."
"4126","Information from accession book. Verbatim received from agent: Miss Doris Plapp. Verbatim agency associated with: Lane Tech School - city. Origin of material: Chicago, Ill. [Illinois]."
"4127","Information from accession book. Verbatim received from agent: Wallace F. Worthley. Verbatim agency associated with: F. Francis Parker School - city. Origin of material: Chicago, Ill. [Illinois]."
"4128","Information from accession book. Verbatim received from agent: E.G. Wright. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by E.G. Wright. Origin of material: Camp Lake, Wisc. [Wisconsin]."
"4129","Information from accession book. Verbatim received from agent: E.G. Wright. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by E.G. Wright. Origin of material: Antioch [Kenosha County, Wisconsin]."
"4131","Information from accession book. Correspondence in Accession File and copies in Purchases-1933. Bird identifiation taken from correspondence [A. King]. Verbatim received from agent: W.C. Hanna. Collected/created by 1 - C.D. Brower. Origin of material: Arctic Alaska."
"4132","Information from accession book. Verbatim received from agent: E.V. Komarek. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by E.V. Komarek. Origin of material: Great Smoky Mtns., Ten. [Tennessee]."
"4134","Information from accession book. Verbatim received from agent: E.G. Wright. Verbatim agency associated with: Chicago Academy of Sciences. Origin of material: Lemont, Ill. [Illinois]."
"4135","Information from accession book. Verbatim received from agent: A.M. Bailey. Verbatim agency associated with: Chicago Academy of Sciences. Origin of material: Lemont, Ill. [Illinois]."
"4136","Information from accession book. Verbatim received from agent: E.G. Wright. Verbatim agency associated with: Chicago Academy of Sciences. Origin of material: Lemont, Ill. [Illinois]."
"4137","Information from accession book. Verbatim received from agent: A.M. Bailey. Verbatim agency associated with: Chicago Academy of Sciences. Origin of material: Lemont, Ill. [Illinois]."
"4138","Information from accession book. Verbatim received from agent: William Beecher. Origin of material: Pistakee Lake, Ill. [Illinois]."
"4139","Shot by hunters. Information from accession book. Verbatim received from agent: W.I. Lyon. Collected/created by near Great Lakes. Origin of material: Waukegan, Ill. [Illinois]."
"4141","Information from accession book. Letter in Accession file and and copy in Purchases-1933 [A. King]. Verbatim received from agent: Mrs. H.W. Greist. Collected/created by Mrs. H.W. Greist, ca. 1932-1933. Origin of material: Colville River District and Point Barrow, Alaska."
"4142","Information from accession book. Verbatim received from agent: E.V.K. E.V. Komarek & E.G.W. E.G. Wright. Verbatim agency associated with: Chicago Academy of Sciences. Origin of material: Lemont, Ill. [Illinois]."
"4143","Information from accession book. Verbatim received from agent: E.G. Wright. Verbatim agency associated with: Chicago Academy of Sciences. Origin of material: Lake Marie and Antioch, Ill. [Illinois]."
"4144","Information from accession book. Verbatim received from agent: A.M. Bailey. Verbatim agency associated with: Chicago Academy of Sciences. Origin of material: Lake Marie and Antioch, Ill. [Illinois]."
"4145","Information from accession book. Verbatim received from agent: E.V. & R.V. Komarek. Collected/created by E.V. and R.V. Komarek. Origin of material: Smoky Mts., Tenn. [Tennessee]."
"4146","Information from accession book. Verbatim received from agent: E.V. & R.V. Komarek. Collected/created by E.V. and R.V. Komarek. Origin of material: Smoky Mts., Tenn. [Tennessee]."
"4147","Given to Nature Club. Information from accession book. Verbatim received from agent: John Deaville. Origin of material: No data and N.Y. [New York]."
"4148","Origin of material: Florida . Associated with CHAS catalog numbers Mammals: 2933-3044. Information from accession book. Verbatim received from agent: E.V. Komarek. Collected/created by E.V. and R.V. Komarek."
"4149","K1701;. Origin of material: Thomasville, Ga. [Georgia]. Associated with CHAS catalog numbers Mammals: 2932. Information from accession book. Letter from Stoddard to Ford in Ford files in Archives, one statement in letter is shipment by Stoddard of deer hide and horns for the Komarek brothers to Academy. Copy of letter in Accession file and Purchases-1934 [A. King]. Verbatim received from agent: H.L. Stoddard. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by E.V. and R.V. Komarek."
"4150","Information from accession book. Should have field notes according to oology dataset. Verbatim received from agent: E.V. Komarek (Oology dataset lists received from as D. Wilby and date as 1934-05-12). Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by E.V. and R.V. Komarek. Origin of material: Northern Fla. [Florida]."
"4151","Information from accession book. Verbatim received from agent: E.V. Komarek. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by E.V. and R.V. Komarek. Origin of material: Florida."
"4152","Origin of material: Monroe Co., [Florida]. Associated with CHAS catalog numbers Mammals: 3127-3131, 3154-3158, 3261, 3263-3266, 3585. Information from accession book. Verbatim received from agent: E.V. Komarek. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by E.V. and R.V. Komarek."
"4153","Information from accession book. Verbatim received from agent: E.V. Komarek. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by E.V. and R.V. Komarek. Origin of material: So. [South] Florida."
"4154","Information from accession book. Verbatim received from agent: E.V. Komarek. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by E.V. and R.V. Komarek. Origin of material: So. [South] Florida."
"4155","Origin of material: So. [South] Florida. Associated with CHAS catalog numbers Oology: 1022-1024, 1026-1030. Should have field notes according to oology dataset. Information from accession book. Verbatim received from agent: E.V. Komarek. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by E.V. and R.V. Komarek."
"4156","Information from accession book. Verbatim received from agent: Leonard Boyle. Origin of material: Near Lemont in Quarry (Ill.) [Illinois]."
"4157","Information from accession book. Verbatim received from agent: Walter L. Necker. Verbatim agency associated with: Chicago Academy of Sciences. Origin of material: Scientific publication."
"4158","Information from accession book. Verbatim received from agent: Charles B. Pike. Verbatim agency associated with: Chicago Historical Society. Collected/created by Jacob Geo. Strutt. Origin of material: British Trees, Sylva Brittanica."
"4159","His entire collection!. Information from accession book. Verbatim received from agent: Edw. R. Ford. Taken with slug shot, 1890, 1890. Origin of material: Chicago [Illinois]."
"4160","Exchange 2268 & 4185 cat no.for this. Mt. in Environs. Information from accession book. Correspondence in Accession Files and Exchanges-1934 and Deaccessions-1934 [A. King]. Verbatim received from agent: Allan Brooks. Collected/created by Hamilton M. Laing. Origin of material: Comax, B.C. [British Columbia, Canada]."
"4161","Information from accession book. Verbatim received from agent: H.L. Stoddard. Origin of material: Grady (Co.), Georgia, Sherwood Plantation."
"4162","Information from accession book. Verbatim received from agent: A.M. Bailey. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by A.M. Bailey. Origin of material: Wakulla Springs, Fla. [Florida]."
"4163","Released from chimney. Information from accession book. Verbatim received from agent: Mr. Mueller. Collected/created by A.M. Bailey. Origin of material: Chicago [Illinois]."
"4164","Information from accession book.. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by A.M. Bailey. Origin of material: Chicago [Illinois]."
"4165","Not of much use. Information from accession book. Verbatim received from agent: William Hoppe. Origin of material: Chicago and Lincoln Pk. [Illinois]."
"4166","Information from accession book.. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by Roy and Edwin Komarek. Origin of material: Florida."
"4167","Information from accession book.. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by Roy and Edwin Komarek. Origin of material: Florida."
"4169","Origin of material: Florida. Associated with CHAS catalog numbers Oology: 872-914, 924-925. Should have field notes according to oology dataset. Information from accession book. Verbatim received from agent: Komareks. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by E.V. and R.V.K. [Komarek]."
"4171","Information from accession book. Correspondence in Accession File and copies in Exchanges-1934 [A. King]. Verbatim received from agent: Josselyn Van Tyne. Verbatim agency associated with: Museum of Zoology, University of Michigan. Origin of material: Labrador."
"4172","Information from accession book. Verbatim received from agent: E.G.W. Earl G. Wright. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by E.G. Wright. Origin of material: Chicago, Ill. [Illinois]."
"4173","Information from accession book. Verbatim received from agent: E.G.W. Earl G. Wright. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by E.G. Wright. Origin of material: Kenosha, Wisc. [Wisconsin]."
"4174","Humming bird, discarded. Information from accession book. Verbatim received from agent: E.G.W. Earl G. Wright. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by E.G. Wright. Origin of material: Kenosha, Wisc. [Wisconsin]."
"4176","Verbatim accession date is ""Winter 1933 and 1934"" [E. Krimmel]. Information from accession book. Verbatim received from agent: Harry Hansen. Origin of material: No. Dak [North Dakota] and West."
"4177","Information from accession book. Verbatim received from agent: John Mann. Collected/created by John Mann. Origin of material: Near Blue Island, Ill. [Illinois]."
"4178","Origin of material: Charlevoix, Mich. [Michigan]. Associated with CHAS catalog numbers Mammals: 4178. Information from accession book. Correspondence in Accession file and copy in Gifts-1934 [A. King]. Verbatim received from agent: Francis R. Dickinson. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by Francis R. Dickinson."
"4179","O.H.S. is deceased. Information from accession book. Verbatim received from agent: O.H. Sickel Estate. Collected/created by O.H. Sickel. Origin of material: Kankakee Riv., Ind. [Indiana], Lake Co., etc."
"4180","Information from accession book. Verbatim received from agent: A.M. Bailey. Verbatim agency associated with: Chicago Academy of Sciences. Origin of material: St. Ann, Kankakee Co. Ill. [Illinois]."
"4181","Information from accession book. Received via Josselyn Van Tyne of University of Michigan, birds sent to him with request to forward to Bailey. Correspondence in Accession File and copy in Gifts-1934 [A. King]. Verbatim received from agent: Ernest Doan. Collected/created by Ernest Doane and Bradley. Origin of material: Battle Harbor, Labrador [Newfoundland and Labrador, Canada]."
"4182","Information from accession book. Verbatim received from agent: A.M. Bailey, E.G. Wright, R.V. Komarek. Collected/created by A.M. Bailey, E.G. Wright, R.V. Komarek. Origin of material: Lemont, Ill. [Illinois]."
"4183","Information from accession book. Verbatim received from agent: A.M. Bailey, E.G. Wright, R.V. Komarek. Collected/created by A.M. Bailey, E.G. Wright, R.V. Komarek. Origin of material: Lemont, Ill. [Illinois]."
"4184","Information from accession book. Verbatim received from agent: E.G. Wright. Verbatim agency associated with: Chicago Academy of Sciences. Origin of material: Chicago [Illinois]."
"4185","Information from accession book. Verbatim received from agent: E.G. Wright. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by Leonard Boyles. Origin of material: Lemont, Ill. [Illinois]."
"4186","Information from accession book. Verbatim received from agent: A.M. Bailey. Verbatim agency associated with: Chicago Academy of Sciences. Origin of material: Batavia, Ill. [Illinois]."
"4187","Information from accession book. Verbatim received from agent: Roy V. K. & Earl G. W. Roy V. Komarek & Earl G. Wright. Verbatim agency associated with: Chicago Academy of Sciences. Origin of material: Lake Calumet, Ill. [Illinois] (Chicago)."
"4188","Information from accession book. Verbatim received from agent: E.G. Wright. Verbatim agency associated with: Chicago Academy of Sciences. Origin of material: Kenosha, Wis. [Wisconsin]."
"4189","Information from accession book. Verbatim received from agent: A.M. Bailey. Verbatim agency associated with: Chicago Academy of Sciences. Origin of material: 1 Chicago, 6 Lemont, Ill. [Illinois]."
"4190","Information from accession book. Verbatim received from agent: A.M. Bailey. Verbatim agency associated with: Chicago Academy of Sciences. Origin of material: Lemont [Illinois]."
"4192","Origin of material: Lemont & Joliet, Ill. [Illinois]. Associated with CHAS catalog numbers Mammals: 2666. Information from accession book. Verbatim received from agent: E.G. Wright & A.M. Bailey. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by E.G. Wright and A.M. Bailey."
"4193","Oct 7 1931 Collected. Information from accession book. Verbatim received from agent: Wm. Anderson. Origin of material: Lincoln Pk, Chicago, Fill - Diversey and Lake [Illinois]."
"4194","Information from accession book. Verbatim received from agent: A.M. Bailey. Verbatim agency associated with: Chicago Academy of Sciences. Origin of material: Lemont, Ill. [Illinois]."
"4195","Information from accession book. Verbatim received from agent: E.G. Wright. Verbatim agency associated with: Chicago Academy of Sciences. Origin of material: Woodstock, Ill. [Illinois]."
"4196","Origin of material: Ill. [Illinois] Cook Co., (Expedition of A.M. Bailey - Geo. Willett (Calif) & Niedrach (Colo). Associated with CHAS catalog numbers Mammals: 3476-3477. Information from accession book. Verbatim received from agent: A.M. Bailey, G. Willett, R. Neidrach. Collected/created by A.M. Bailey, Geo. Willett, Niedrach."
"4197","Information from accession book. Correspondence in Accession File and copy in Gifts-1934 [A. King]. Verbatim received from agent: J.F. Helmold. Origin of material: Florida."
"4198","Information from accession book. Verbatim received from agent: Skin by R.V. Komarek. Collected/created by Jack Miller. Origin of material: Fox Lake, Ill. [Illinois]."
"4199","Information from accession book. Verbatim received from agent: Walter A. Weber. Origin of material: So. Dakota [South Dakota] (N.E. Corn)."
"4200","Information from accession book. Correspondence regarding this acquisition is currently in accession files under Northwestern then by accession #s. [A.King 4-8-2010] Verbatim received from agent: A.M. Bailey. Verbatim agency associated with: Chicago Academy of Sciences. Origin of material: Batavia, Ill. [Illinois]."
"4201","To be mounted. Information from accession book. Verbatim received from agent: Homer R. Dill. Origin of material: Iowa City, Ia. [Iowa]."
"4202","Information from accession book. Verbatim received from agent: The Misses Faith and Edith Wyatt. Collected/created by Franklin O. Wyatt. Origin of material: From collection of F.O.W.."
"4203","To use in remodeled No. 1. Information from accession book. Verbatim received from agent: E.G.W. Earl G. Wright. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by E.G. Wright. Origin of material: Delavan, Wisc. [Wisconsin]."
"4204","Information from accession book. Verbatim received from agent: E.G.W. Earl G. Wright. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by E.G. Wright. Origin of material: Volo, near Fox Lake, Ill. [Illinois]."
"4205","Information from accession book. Correspondence in Accession File and copies in Exchanges-1934 and Deaccession by year [A. King]. Verbatim received from agent: W.C. Hanna. Origin of material: Alaska."
"4206","Were mounted in Dome glass by Oliver Marcy. 1893= made into skins by A.M. Bailey Dec. 1934. Information from accession book.. Verbatim agency associated with: Northwestern University. Collected/created by Joel Asaph Allen (when a boy), about 1857. Origin of material: Springfield, Mass. [Massachusetts] (about 1857)."
"4207","For mounts in Envir. No. 2. Information from accession book. Correspondence in Accession file and copies in Gifts-1934 [A. King]. Verbatim received from agent: E.A. McIlhenny. Collected/created by E.A. McIlhenny. Origin of material: Chenier au Tigre [Cheniere au Tigre], La. [Louisiana]."
"4208","Information from accession book. Verbatim received from agent: A.M. Bailey, E.G. Wright. Verbatim agency associated with: Chicago Academy of Sciences. Origin of material: Horseshoe Lake Region,Alexander Co. Ill. [Illinois]."
"4210","Information from accession book. Record last updated in Accession spreadsheet by D. Roberts on 2014-06-14. Verbatim received from agent: A.M. Bailey. Verbatim agency associated with: Chicago Academy of Sciences. Origin of material: Olive Branch, Horseshoe Lake Region, Alexander Co., Ill. [Illinois]."
"4212","Information from accession book. Verbatim received from agent: Homer R. Dill. Collected/created by H.R. Dill. Origin of material: Iowa City, Ia. [Iowa]."
"4213","Information from accession book. Matches Paperwork now in files under accession #, with Miss Beatrice Borland at top purchased these specimens from W.F.H. Rosenberg, F.Z.S., Naturalist and Importer of Exotic Zoological Collections, 57, Haverstock Hill, London, N.W., 20 Aug 1923, pp. nos. 6973-6988. Verbatim received from agent: Borland. Origin of material: South America, etc."
"4214","Information from accession book. Verbatim received from agent: E.G. Wright. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by E.G. Wright. Origin of material: Delavan, Wisc. [Wisconsin]."
"4215","Information from accession book. Verbatim received from agent: E.A. McIlhenny. Origin of material: Louisiana."
"4216","Information from accession book. Verbatim received from agent: James Fortin. Collected/created by James Fortin. Origin of material: Illinois."
"4217","Information from accession book. See thank you letter in Accession File and copy in Gifts-1935 [A. King]. Verbatim received from agent: Luther Borland. Collected/created by Luther Borland. Origin of material: Olive Branch, Alexander Co., Ill. [Illinois]."
"4218","Origin of material: Tenn. & Ga. [Tennessee & Georgia]. Associated with CHAS catalog numbers Mammals: 3482-3512. Information from accession book. Verbatim received from agent: E.V. Komarek. Collected/created by E.V. Komarek and H.L. Stoddard."
"4219","Information from accession book. Partial correspondence in Accession file and copy in Gifts-1934 [A. King] Verbatim received from agent: H.R. Dill. Verbatim agency associated with: The State University of Iowa, Museum of Natural History. Origin of material: Iowa City, Ia. [Iowa]."
"4222","Information from accession book. Verbatim received from agent: Walter Thietje. Origin of material: Iowa City, Ia. [Iowa]."
"4223","Information from accession book. Verbatim received from agent: J. Moffitt. Origin of material: California."
"4225","Information from accession book. See thank you letter in Accession File and copy in Gifts-1935 [A. King]. Verbatim received from agent: W.C. Thietje. Origin of material: Johnson Co., Ia. [Iowa]."
"4226","Information from accession book. Verbatim received from agent: W.I. Lyon. Origin of material: Waukegan, Ill. [Illinois]."
"4229","Information from accession book. Verbatim received from agent: W.I. Lyon. Origin of material: Waukegan, Ill. [Illinois]."
"4230","3 reports, 1880, 81, 84. Cruiser Corwin to Alaska. Information from accession book. Verbatim received from agent: Carl Buhle Sr. Collected/created by Carl Buhle Jr."
"4233","Information from accession book. Verbatim received from agent: H.R. Dill. Origin of material: Sioux City, Iowa City, Ia. [Iowa]."
"4234","Information from accession book. Record last updated in Accession spreadsheet by D. Roberts on 2014-06-14. Verbatim received from agent: F.R. Dickinson & A.M. Bailey. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by F.R. Dickinson and A.M. Bailey. Origin of material: Toledo, Cumberland Co., Ill. [Illinois]."
"4236","Information from accession book. Verbatim received from agent: E.G. Wright. Verbatim agency associated with: Chicago Academy of Sciences. Origin of material: Lemont, Ill. [Illinois]."
"4237","Information from accession book. Verbatim received from agent: E.G. Wright. Verbatim agency associated with: Chicago Academy of Sciences. Origin of material: Kenosha, Wis. [Wisconsin]."
"4238","Information from accession book. Verbatim received from agent: E.G. Wright. Verbatim agency associated with: Chicago Academy of Sciences. Origin of material: Toledo, Cumberland Co., Ill. [Illinois]."
"4239","Information from accession book. Verbatim received from agent: Walter Necker. Verbatim agency associated with: Chicago Academy of Sciences. Origin of material: Volo, Ill. [Illinois]."
"4241","Information from accession book. Verbatim received from agent: E.G. Wright. Verbatim agency associated with: Chicago Academy of Sciences. Origin of material: Greenwood, McHenry Co., Ill. [Illinois]."
"4243","Information from accession book. Record last updated in Accession spreadsheet by D. Roberts on 2014-06-14. Verbatim received from agent: F.R. Dickinson  & A.M. Bailey. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by F.R. Dickinson and A.M. Bailey. Origin of material: Babcock, Wood Co., Wisc. [Wisconsin]."
"4244","Information from accession book. Verbatim received from agent: Stirling Dickinson. Origin of material: Mexico."
"4245","Information from accession book. Verbatim received from agent: A.M. Bailey. Verbatim agency associated with: Chicago Academy of Sciences. Origin of material: Lemont, Ill. [Illinois]."
"4246","Information from accession book. Verbatim received from agent: W.C. Thietje. Origin of material: Louisa, Ia. [Iowa]."
"4249","Information from accession book. Verbatim received from agent: W.L. Necker. Verbatim agency associated with: Chicago Academy of Sciences. Origin of material: Waukegan Flats, Ill. [Illinois]."
"4250","Information from accession book. Verbatim received from agent: E.G. Wright & A.M. Bailey. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by E.G. Wright and A.M. Bailey. Origin of material: Lemont ? [Illinois]."
"4251","Information from accession book. Verbatim received from agent: E.G. Wright & A.M. Bailey. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by E.G. Wright and A.M. Bailey."
"4252","Information from accession book. Verbatim received from agent: E.G. Wright & A.M. Bailey. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by E.G. Wright and A.M. Bailey."
"4253","Information from accession book. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by E.G. Wright. Origin of material: Deerfield, Ill. [Illinois]."
"4254","Information from accession book. Verbatim received from agent: W.C. Thietje. Collected/created by W.C. Thietie. Origin of material: Johnson Co., Ia. [Iowa]."
"4255","Information from accession book. Verbatim received from agent: E.G. Wright. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by E.G. Wright. Origin of material: Romeo, Will Co., Ill. [Illinois]."
"4256","Information from accession book. Verbatim received from agent: A.M. Bailey. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by A.M. Bailey. Origin of material: Romeo, Will Co., Ill. [Illinois]."
"4257","Information from accession book. Verbatim received from agent: R.V. Komarek. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by R.V. Komarek. Origin of material: Romeo, Will Co., Ill. [Illinois]."
"4258","Information from accession book. Verbatim received from agent: Carrie S. Farr. Origin of material: Eureka, Ill. [Illinois]."
"4259","Information from accession book. Verbatim received from agent: James L. Mooney. Origin of material: Deerfield, Ill. [Illinois]."
"4260","Information from accession book. Verbatim received from agent: J. Henry Heinen. Origin of material: Grass Lake, Ill. [Illinois]."
"4261","Information from accession book. Verbatim received from agent: Dr. Orlando Park. Origin of material: Smith, Ind. [Indiana]."
"4263","Information from accession book. Part of correspondence in Accession file and copy in Gifts-1935 [A. King] Verbatim received from agent: Fred Brandenberg. Verbatim agency associated with: Colo. Museum Nat. Hist. Colorado Museum of Natural History. Origin of material: Colo. [Colorado]."
"4264","Information from accession book. Verbatim received from agent: A.M. Bailey. Verbatim agency associated with: Chicago Academy of Sciences. Origin of material: Batavia, Ill. [Illinois]."
"4265","Information from accession book. Verbatim received from agent: Geo. Willett. Verbatim agency associated with: Los A. Co. Museum Los Angeles County Museum. Origin of material: California."
"4269","Information from accession book. Verbatim received from agent: Don C. Lowrie. Verbatim agency associated with: Univ. of Chicago. Origin of material: Wisconsin."
"4271","Information from accession book. Verbatim received from agent: University of Chicago & Walter Necker & Chicago Academy of Sciences Museum Collecting. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by University of Chicago and Walter Necker and Chicago Academy of Sciences Museum Collecting."
"4273","Information from accession book. Verbatim received from agent: J.H. Heinen. Origin of material: Grass Lake, Ill. [Illinois]."
"4275","Information from accession book. Verbatim received from agent: W.L. Necker. Verbatim agency associated with: Chicago Academy of Sciences. Origin of material: Aroma and Pembroke Twp., Kankakee Co.[Illinois]."
"4276","Information from accession book. Verbatim received from agent: E.G. Wright & Roy V. Komarek. Verbatim agency associated with: Chicago Academy of Sciences. Origin of material: Antioch, Ill. [Illinois]."
"4277","Information from accession book. Verbatim received from agent: E.G. Wright & Roy V. Komarek. Verbatim agency associated with: Chicago Academy of Sciences. Origin of material: Camp Lake, Wisc. [Wisconsin]."
"4279","Taken to Trailside. Information from accession book. Verbatim received from agent: William Feierabend. Origin of material: from Wisconsin."
"4280","Information from accession book. Verbatim received from agent: R.V. Komarek. Verbatim agency associated with: Chicago Academy of Sciences. Origin of material: Calumet Lake, Cook Co., Ill. [Illinois]."
"4281","Information from accession book. List of specimens in Accession file and copy in Purchases-1935 [A. King]. Verbatim received from agent: Dwight Tevuk. Origin of material: Cape Prince of Wales, Alaska."
"4283","Information from accession book. Verbatim received from agent: A.M. Bailey. Verbatim agency associated with: Chicago Academy of Sciences. Origin of material: Romeo, Will Co., Ill. [Illinois]."
"4284","Information from accession book. Verbatim received from agent: E.G. Wright. Verbatim agency associated with: Chicago Academy of Sciences. Origin of material: Romeo, Will Co., Ill. [Illinois]."
"4285","Information from accession book. Verbatim received from agent: R.V. Komarek. Verbatim agency associated with: Chicago Academy of Sciences. Origin of material: Romeo, Will Co., Ill. [Illinois]."
"4288","Academy Collector. Information from accession book. Correspondence in Accession File and Purchases-1935. Some of species inc are in letter from Bailey to Brower, inc. Dovekie, Sparrow Hawk [A. King] Verbatim received from agent: Chas D. Brower. Verbatim agency associated with: Chicago Academy of Sciences. Origin of material: Pt. Barrow, Alaska."
"4290","Picked up dead. Information from accession book. Verbatim received from agent: E.G. Wright. Verbatim agency associated with: Chicago Academy of Sciences. Origin of material: Lincoln Park, Chicago [Illinois]."
"4293","Rayfn further data. Information from accession book. Verbatim received from agent: Mary Cooper Back. Origin of material: Wyoming."
"4298","Verbatim accession date is ""Summer 1935"" [E. Krimmel]. Information from accession book. Verbatim received from agent: Dr. Edmund Andrews. Origin of material: get locality from [?]."
"4299","Information from accession book. Verbatim received from agent: William I. Lyon. Origin of material: Waukegan, Ill. [Illinois]."
"4301","Information from accession book. Verbatim received from agent: E.G. Wright. Verbatim agency associated with: Chicago Academy of Sciences. Origin of material: Grays Lake, McHenry Co., Ill. [Illinois]."
"4302","Information from accession book. Verbatim received from agent: E.G. Wright. Verbatim agency associated with: Chicago Academy of Sciences. Origin of material: Kenosha, Wis. [Wisconsin]."
"4303","Information from accession book. Verbatim received from agent: C. Blair Coursen. Verbatim agency associated with: General Biological Sup. Origin of material: North American."
"4304","Information from accession book. Verbatim received from agent: C. Blair Coursen. Verbatim agency associated with: General Biological Sup. Origin of material: Florida."
"4305","Information from accession book. Verbatim received from agent: R.V. Komarek. Verbatim agency associated with: Chicago Academy of Sciences. Origin of material: St. Anne, Kankakee Co., Ill. [Illinois]."
"4306","Information from accession book. Verbatim received from agent: A.J. Allen. Origin of material: Wainwright, Alaska."
"4309","Killed for Natural Habitat Gsroup. Information from accession book. Acknowledgement letter cites this accession as well as Accession #s 4308 and 4312. All correspondence in Gifts-1935 and copy in Accessions-1935 [A. King] Verbatim received from agent: E.V. Komarek & H.L. Stoddard. Origin of material: Thomasville, Georgia."
"4310","Information from accession book. Verbatim received from agent: Jim O. Stevenson. Origin of material: Oklahoma City, Okla. [Oklahoma]."
"4312","Mt. in habitat group. Information from accession book. Acknowledgement letter cites this accession as well as Accession #s 4308 and 4309. All correspondence in Gifts-1935 and copy in Accessions-1935. [A. King] Verbatim received from agent: E.V. Komarek. Origin of material: Thomasville, Georgia."
