guid,ASSIGNED_BY_AGENT,ASSIGNED_DATE,SPECIMEN_EVENT_REMARK,SPECIMEN_EVENT_TYPE,COLLECTING_METHOD,COLLECTING_SOURCE,VERIFICATIONSTATUS,HABITAT,VERBATIM_DATE,VERBATIM_LOCALITY,COLL_EVENT_REMARKS,BEGAN_DATE,ENDED_DATE,LOCALITY_ID,SPEC_LOCALITY,GEOREFERENCE_PROTOCOL,GEOREFERENCE_SOURCE,HIGHER_GEOG,no_verbatim_coordinates,LOCALITY_REMARKS,MAX_DEPTH,MAX_ERROR_DISTANCE,MAX_ERROR_UNITS,MIN_DEPTH,ORIG_LAT_LONG_UNITS,DATUM,DEC_LAT,DEC_LONG,DEPTH_UNITS,MAXIMUM_ELEVATION,MINIMUM_ELEVATION,ORIG_ELEV_UNITS
CHAS:Inv:1879.35.2,Anna Chinn,2019-03-07,,collection,dredged,wild caught,accepted,,"[no date recorded, prior to 1879-03-05]","FROM SPECIMEN: Eastport [another, illegible word]",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1879-03-05,10885258,,,,,,,,,,,,,,,,,,
CHAS:Inv:1879.35.20,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1879-03-05]",FROM SPECIMEN: Eastport,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1879-03-05,10884908,,,,,,,,,,,,,,,,,,
CHAS:Inv:1879.35.21,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1879-03-05]",FROM SPECIMEN: Eastport,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1879-03-05,10884908,,,,,,,,,,,,,,,,,,
CHAS:Inv:1879.35.22,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1879-03-05]",FROM SPECIMEN: Eastport,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1879-03-05,10884908,,,,,,,,,,,,,,,,,,
CHAS:Inv:1879.35.23,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1879-03-05]",FROM SPECIMEN: Eastport,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1879-03-05,10884908,,,,,,,,,,,,,,,,,,
CHAS:Inv:1879.35.24,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1879-03-05]",FROM SPECIMEN: Martha I[sland?] Eastport,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1879-03-05,10886430,,,,,,,,,,,,,,,,,,
CHAS:Inv:1879.35.25,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1879-03-05]",FROM SPECIMEN: Eastport,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1879-03-05,10884908,,,,,,,,,,,,,,,,,,
CHAS:Inv:1879.35.26,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1879-03-05]",FROM SPECIMEN: Eastport,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1879-03-05,10884908,,,,,,,,,,,,,,,,,,
CHAS:Inv:1879.35.27,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1879-03-05]",FROM SPECIMEN: Eastport,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1879-03-05,10885258,,,,,,,,,,,,,,,,,,
CHAS:Inv:1879.35.28,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1879-03-05]",FROM SPECIMEN: Eastport,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1879-03-05,10885258,,,,,,,,,,,,,,,,,,
CHAS:Inv:1879.35.29,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1879-03-05]",FROM SPECIMEN: South of France,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1879-03-05,10522906,,,,,,,,,,,,,,,,,,
CHAS:Inv:1879.35.3,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1879-03-05]",FROM SPECIMEN: Eastport,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1879-03-05,10884908,,,,,,,,,,,,,,,,,,
CHAS:Inv:1879.35.30,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1879-03-05]",FROM SPECIMEN: Eastport,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1879-03-05,10884908,,,,,,,,,,,,,,,,,,
CHAS:Inv:1879.35.31,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1879-03-05]",FROM SPECIMEN: Eastport,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1879-03-05,10884908,,,,,,,,,,,,,,,,,,
CHAS:Inv:1879.35.32,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1879-03-05]",FROM SPECIMEN: Eastport,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1879-03-05,10885258,,,,,,,,,,,,,,,,,,
CHAS:Inv:1879.35.33,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1879-03-05]",FROM SPECIMEN: Eastport,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1879-03-05,10886950,,,,,,,,,,,,,,,,,,
CHAS:Inv:1879.35.34,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1879-03-05]",FROM SPECIMEN: Eastport,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1879-03-05,10884908,,,,,,,,,,,,,,,,,,
CHAS:Inv:1879.35.35,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1879-03-05]",FROM SPECIMEN: Eastport,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1879-03-05,10884908,,,,,,,,,,,,,,,,,,
CHAS:Inv:1879.35.4,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1879-03-05]",FROM SPECIMEN: Eastport,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1879-03-05,10884908,,,,,,,,,,,,,,,,,,
CHAS:Inv:1879.35.5,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1879-03-05]",FROM SPECIMEN: Eastport (Mel and Penikese Id,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1879-03-05,10885155,,,,,,,,,,,,,,,,,,
CHAS:Inv:1879.35.6,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1879-03-05]",FROM SPECIMEN: Eastport,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1879-03-05,10884908,,,,,,,,,,,,,,,,,,
CHAS:Inv:1879.35.7,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1879-03-05]",FROM SPECIMEN: Eastport,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1879-03-05,10884908,,,,,,,,,,,,,,,,,,
CHAS:Inv:1879.35.8,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1879-03-05]",FROM SPECIMEN: Eastport,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1879-03-05,10884908,,,,,,,,,,,,,,,,,,
CHAS:Inv:1879.35.9,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1879-03-05]",FROM SPECIMEN: Eastport,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1879-03-05,10885409,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.1.1,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1893-06-16]","FROM SPECIMEN: Anastate Island, St. Augustine",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1893-06-16,10885590,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.1.2,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1893-06-16]",FROM SPECIMEN: Oconomowoc,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1893-06-16,10886000,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.10.1,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: I. Guajau Marianas,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10478766,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.10.2,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: Nova Scotia,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10015196,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.10.3,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: Roratonga SS [South Seas?],Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10885829,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.10.4,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: Upoli,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10886494,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.10.5,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]","FROM SPECIMEN: Bay of Fundy, 10 to 30 fathoms down",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10929974,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.10.6,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: St. Domingo,Presumed that St. Domingo refers to San Domingo = Hispaniola [achinn 21 July 2018]; Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10917145,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.358.1,Anna Chinn,2019-03-07,,collection,dredged,wild caught,accepted,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: Martha's Vineyard,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10885264,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.361.1,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: Yucatan channel,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10884881,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.361.2,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: Yuc. Channel,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10884881,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.361.3,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: Yuc. Channel,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10884881,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.361.4,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: Yuc. Channel,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10884881,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.361.5,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: Yucatan Channel,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10884881,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.361.6,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: yuc Channel,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10884881,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.361.7,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: Yucatan channel,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10884881,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.45.1,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: Tampa Bay,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10915261,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.45.100,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",[no locality recorded],Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10000000,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.45.101,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1905-03-07]","FROM SPECIMEN: Boca Chica Bay, Florida",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10887038,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.45.102,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",[no locality recorded],Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10000000,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.45.12,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",[no locality recorded],Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10000000,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.45.24,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: Florida,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10461238,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.45.25,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",[no locality recorded],Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10000000,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.45.49,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",[no locality recorded],Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10000000,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.45.50,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",[transcribed directly into formatted locality fields],Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10461238,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.45.52,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",[transcribed directly into formatted locality fields],Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10461238,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.45.70,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: [Florida] keys,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10901621,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.45.73,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: Florida,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10461238,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.45.77,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",[no locality recorded],Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10000000,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.45.8,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",[no locality recorded],Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10000000,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.45.93,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",[no locality recorded],Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10000000,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.45.98,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: [West Coast (from printed list)],Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10461238,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.60.1,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: Seven islands French Broad Gap Creek,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10884892,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.60.10,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: Mobile,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10906477,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.60.11,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1905-03-07]","FROM SPECIMEN LABEL: La Salle Co., Ills.",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10760169,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.60.12,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: Ohio,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10482953,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.60.13,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: St. Augustine,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10905192,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.60.14,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: Tenn,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10479814,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.60.15,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: Cal,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10000031,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.60.16,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: Key West,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10821520,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.60.17,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1905-03-07]","FROM SPECIMEN: Calumet River, Cook Co, Ills.",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10885382,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.60.18,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: Nsasau,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10129015,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.60.19,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: Seven islands French Broad Gap Creek,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10884892,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.60.2,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: Holston R,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10925265,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.60.20,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]","FROM SPECIMEN: Cote de la Caroline [Sam Howes, 2017: Unknown, may refer to a cape in North Carolina].",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10886698,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.60.21,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: Chicago River,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10885337,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.60.22,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: Illinois River,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10884904,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.60.23,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1905-03-07]",[transcribed directly into formatted locality fields],Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10925305,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.60.24,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]","FROM SPECIMEN: Mud Park, [Sam Howes, 2017: Mud Lake Park?].",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10886691,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.60.25,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: Illinois River,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10884904,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.60.26,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: N. England,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10886668,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.60.27,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: Fox River,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10917032,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.60.28,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1905-03-07]","FROM SPECIMEN LABEL: La Salle Co., Ills.",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10760169,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.60.29,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: California,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10000031,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.60.3,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: Seven islands French Broad Gap Creek,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10884892,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.60.30,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: Seven islands French Broad Gap Creek,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10884892,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.60.31,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: Seven islands French Broad Gap Creek,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10884892,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.60.32,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: Tenn,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10479814,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.60.33,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: Florida,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10461238,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.60.34,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: Florida,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10461238,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.60.35,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]","FROM SPECIMEN: Seven islands French Broad Gap Creek, Tenn.",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10884892,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.60.36,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]","FROM SPECIMEN: Hab, Ny",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10000000,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.60.4,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",[no locality recorded],Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10000000,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.60.5,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: Illinois River,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10884904,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.60.6,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: Seven islands French Broad Gap Creek,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10884892,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.60.7,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: Seven islands French Broad Gap Creek,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10884892,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.60.8,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1905-03-07]","FROM SPECIMEN LABEL: La Salle Co., Ills.",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10760169,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.60.9,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: Cape Sable,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10915268,,,,,,,,,,,,,,,,,,
