"ACCN","ASSOCIATED_SPECIES","ATTRIBUTE_1","ATTRIBUTE_10","ATTRIBUTE_2","ATTRIBUTE_3","ATTRIBUTE_4","ATTRIBUTE_5","ATTRIBUTE_6","ATTRIBUTE_7","ATTRIBUTE_8","ATTRIBUTE_9","ATTRIBUTE_DATE_1","ATTRIBUTE_DATE_10","ATTRIBUTE_DATE_2","ATTRIBUTE_DATE_3","ATTRIBUTE_DATE_4","ATTRIBUTE_DATE_5","ATTRIBUTE_DATE_6","ATTRIBUTE_DATE_7","ATTRIBUTE_DATE_8","ATTRIBUTE_DATE_9","ATTRIBUTE_DETERMINER_1","ATTRIBUTE_DETERMINER_10","ATTRIBUTE_DETERMINER_2","ATTRIBUTE_DETERMINER_3","ATTRIBUTE_DETERMINER_4","ATTRIBUTE_DETERMINER_5","ATTRIBUTE_DETERMINER_6","ATTRIBUTE_DETERMINER_7","ATTRIBUTE_DETERMINER_8","ATTRIBUTE_DETERMINER_9","ATTRIBUTE_DET_METH_1","ATTRIBUTE_DET_METH_10","ATTRIBUTE_DET_METH_2","ATTRIBUTE_DET_METH_3","ATTRIBUTE_DET_METH_4","ATTRIBUTE_DET_METH_5","ATTRIBUTE_DET_METH_6","ATTRIBUTE_DET_METH_7","ATTRIBUTE_DET_METH_8","ATTRIBUTE_DET_METH_9","ATTRIBUTE_REMARKS_1","ATTRIBUTE_REMARKS_10","ATTRIBUTE_REMARKS_2","ATTRIBUTE_REMARKS_3","ATTRIBUTE_REMARKS_4","ATTRIBUTE_REMARKS_5","ATTRIBUTE_REMARKS_6","ATTRIBUTE_REMARKS_7","ATTRIBUTE_REMARKS_8","ATTRIBUTE_REMARKS_9","ATTRIBUTE_UNITS_1","ATTRIBUTE_UNITS_10","ATTRIBUTE_UNITS_2","ATTRIBUTE_UNITS_3","ATTRIBUTE_UNITS_4","ATTRIBUTE_UNITS_5","ATTRIBUTE_UNITS_6","ATTRIBUTE_UNITS_7","ATTRIBUTE_UNITS_8","ATTRIBUTE_UNITS_9","ATTRIBUTE_VALUE_1","ATTRIBUTE_VALUE_10","ATTRIBUTE_VALUE_2","ATTRIBUTE_VALUE_3","ATTRIBUTE_VALUE_4","ATTRIBUTE_VALUE_5","ATTRIBUTE_VALUE_6","ATTRIBUTE_VALUE_7","ATTRIBUTE_VALUE_8","ATTRIBUTE_VALUE_9","BEGAN_DATE","C$LAT","C$LONG","CAT_NUM","COLLECTING_EVENT_ID","COLLECTING_EVENT_NAME","COLLECTING_METHOD","COLLECTING_SOURCE","COLLECTION_ID","COLLECTION_OBJECT_ID","COLLECTOR_AGENT_1","COLLECTOR_AGENT_2","COLLECTOR_AGENT_3","COLLECTOR_AGENT_4","COLLECTOR_AGENT_5","COLLECTOR_AGENT_6","COLLECTOR_AGENT_7","COLLECTOR_AGENT_8","COLLECTOR_ROLE_1","COLLECTOR_ROLE_2","COLLECTOR_ROLE_3","COLLECTOR_ROLE_4","COLLECTOR_ROLE_5","COLLECTOR_ROLE_6","COLLECTOR_ROLE_7","COLLECTOR_ROLE_8","COLL_EVENT_REMARKS","COLL_OBJECT_REMARKS","DATUM","DEC_LAT","DEC_LAT_MIN","DEC_LONG","DEC_LONG_MIN","DEPTH_UNITS","ENDED_DATE","ENTEREDBY","ENTEREDTOBULKDATE","ENTERED_AGENT_ID","EVENT_ASSIGNED_BY_AGENT","EVENT_ASSIGNED_DATE","FLAGS","GEOLOGY_ATTRIBUTE_1","GEOLOGY_ATTRIBUTE_2","GEOLOGY_ATTRIBUTE_3","GEOLOGY_ATTRIBUTE_4","GEOLOGY_ATTRIBUTE_5","GEOLOGY_ATTRIBUTE_6","GEOREFERENCE_PROTOCOL","GEOREFERENCE_SOURCE","GEO_ATT_DETERMINED_DATE_1","GEO_ATT_DETERMINED_DATE_2","GEO_ATT_DETERMINED_DATE_3","GEO_ATT_DETERMINED_DATE_4","GEO_ATT_DETERMINED_DATE_5","GEO_ATT_DETERMINED_DATE_6","GEO_ATT_DETERMINED_METHOD_1","GEO_ATT_DETERMINED_METHOD_2","GEO_ATT_DETERMINED_METHOD_3","GEO_ATT_DETERMINED_METHOD_4","GEO_ATT_DETERMINED_METHOD_5","GEO_ATT_DETERMINED_METHOD_6","GEO_ATT_DETERMINER_1","GEO_ATT_DETERMINER_2","GEO_ATT_DETERMINER_3","GEO_ATT_DETERMINER_4","GEO_ATT_DETERMINER_5","GEO_ATT_DETERMINER_6","GEO_ATT_REMARK_1","GEO_ATT_REMARK_2","GEO_ATT_REMARK_3","GEO_ATT_REMARK_4","GEO_ATT_REMARK_5","GEO_ATT_REMARK_6","GEO_ATT_VALUE_1","GEO_ATT_VALUE_2","GEO_ATT_VALUE_3","GEO_ATT_VALUE_4","GEO_ATT_VALUE_5","GEO_ATT_VALUE_6","GUID_PREFIX","HABITAT","HIGHER_GEOG","IDENTIFICATION_REMARKS","ID_MADE_BY_AGENT","LATDEG","LATDIR","LATMIN","LATSEC","LOADED","LOCALITY_ID","LOCALITY_NAME","LOCALITY_REMARKS","LONGDEG","LONGDIR","LONGMIN","LONGSEC","MADE_DATE","MAXIMUM_ELEVATION","MAX_DEPTH","MAX_ERROR_DISTANCE","MAX_ERROR_UNITS","MINIMUM_ELEVATION","MIN_DEPTH","NATURE_OF_ID","ORIG_ELEV_UNITS","ORIG_LAT_LONG_UNITS","OTHER_ID_NUM_1","OTHER_ID_NUM_2","OTHER_ID_NUM_3","OTHER_ID_NUM_4","OTHER_ID_NUM_5","OTHER_ID_NUM_TYPE_1","OTHER_ID_NUM_TYPE_2","OTHER_ID_NUM_TYPE_3","OTHER_ID_NUM_TYPE_4","OTHER_ID_NUM_TYPE_5","OTHER_ID_REFERENCES_1","OTHER_ID_REFERENCES_2","OTHER_ID_REFERENCES_3","OTHER_ID_REFERENCES_4","OTHER_ID_REFERENCES_5","PART_BARCODE_1","PART_BARCODE_10","PART_BARCODE_11","PART_BARCODE_12","PART_BARCODE_2","PART_BARCODE_3","PART_BARCODE_4","PART_BARCODE_5","PART_BARCODE_6","PART_BARCODE_7","PART_BARCODE_8","PART_BARCODE_9","PART_CONDITION_1","PART_CONDITION_10","PART_CONDITION_11","PART_CONDITION_12","PART_CONDITION_2","PART_CONDITION_3","PART_CONDITION_4","PART_CONDITION_5","PART_CONDITION_6","PART_CONDITION_7","PART_CONDITION_8","PART_CONDITION_9","PART_CONTAINER_LABEL_1","PART_CONTAINER_LABEL_10","PART_CONTAINER_LABEL_11","PART_CONTAINER_LABEL_12","PART_CONTAINER_LABEL_2","PART_CONTAINER_LABEL_3","PART_CONTAINER_LABEL_4","PART_CONTAINER_LABEL_5","PART_CONTAINER_LABEL_6","PART_CONTAINER_LABEL_7","PART_CONTAINER_LABEL_8","PART_CONTAINER_LABEL_9","PART_DISPOSITION_1","PART_DISPOSITION_10","PART_DISPOSITION_11","PART_DISPOSITION_12","PART_DISPOSITION_2","PART_DISPOSITION_3","PART_DISPOSITION_4","PART_DISPOSITION_5","PART_DISPOSITION_6","PART_DISPOSITION_7","PART_DISPOSITION_8","PART_DISPOSITION_9","PART_LOT_COUNT_1","PART_LOT_COUNT_10","PART_LOT_COUNT_11","PART_LOT_COUNT_12","PART_LOT_COUNT_2","PART_LOT_COUNT_3","PART_LOT_COUNT_4","PART_LOT_COUNT_5","PART_LOT_COUNT_6","PART_LOT_COUNT_7","PART_LOT_COUNT_8","PART_LOT_COUNT_9","PART_NAME_1","PART_NAME_10","PART_NAME_11","PART_NAME_12","PART_NAME_2","PART_NAME_3","PART_NAME_4","PART_NAME_5","PART_NAME_6","PART_NAME_7","PART_NAME_8","PART_NAME_9","PART_REMARK_1","PART_REMARK_10","PART_REMARK_11","PART_REMARK_12","PART_REMARK_2","PART_REMARK_3","PART_REMARK_4","PART_REMARK_5","PART_REMARK_6","PART_REMARK_7","PART_REMARK_8","PART_REMARK_9","SPECIMEN_EVENT_REMARK","SPECIMEN_EVENT_TYPE","SPEC_LOCALITY","TAXON_NAME","UTM_EW","UTM_NS","UTM_ZONE","VERBATIM_DATE","VERBATIM_LOCALITY","VERIFICATIONSTATUS","WKT_POLYGON"
"[CHAS:Mamm]E2018B","","sex","","weight","total length","hind foot with claw","tail length","ear from notch","fat deposition","molt condition","","2017-10-05","","2017-10-05","2017-10-05","2017-10-05","2017-10-05","2017-10-05","2017-10-05","2017-10-05","","Janelle Laccino","","Janelle Laccino","Janelle Laccino","Janelle Laccino","Janelle Laccino","Janelle Laccino","Janelle Laccino","Janelle Laccino","","","","","","","","","","","","","","","","","","","","","","","","g","mm","mm","mm","mm","","","","female","","110","26.4","37.02","116.48","15.79","none","none","","2017-05-05","","","E2018B.2","","","snap trap","wild caught","113","96441946","Janelle Laccino","Lisa Wiedemann","","","","","","","preparator","collector","","","","","","","Weather: 45 F; Time found: 12:30 pm","2 juvenile and one adult (well-fed) Norway rats collected from snap trap staations on Northside of Chicago. No knowledge of rodenticide consumption.","","","","","","","2017-05-05","achinn","2018-09-05 15:16:40.810358","21302104","Lisa Wiedemann","2017-05-05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHAS:Mamm","","North America, United States, Illinois, Cook County","Norway Rat.","Janelle Laccino","","","","","BULKLOADED RECORD","","","","","","","","2017-10-05","","","","","","","student","","","JI-09","","","","","preparator number","","","","","","","","","","","","","","","","","","","","","","Excellent.","","","","","","","","","","","","","","","","","","","","","","","","in collection","","","","","","","","","","","","1","","","","","","","","","","","","skin, study","","","","","","","","","","","","date prepared: 2017-10-05","","","","","","","","","","","","","collection","North Side of Chicago","Rattus norvegicus","","","","5 May 2017","collected from snap trap station on North Side of Chicago","unverified",""
"[CHAS:Mamm]E2018B","","sex","","weight","total length","hind foot with claw","tail length","ear from notch","fat deposition","molt condition","","2017-09-14","","2017-09-14","2017-09-14","2017-09-14","2017-09-14","2017-09-14","2017-09-14","2017-09-14","","Janelle Laccino","","Janelle Laccino","Janelle Laccino","Janelle Laccino","Janelle Laccino","Janelle Laccino","Janelle Laccino","Janelle Laccino","","","","","","","","","","","","","","","","","","","","","","","","g","mm","mm","mm","mm","","","","female","","350","45.7","31.4","20.8","20.86","none","none","","2017-05-05","","","E2018B.3","","","snap trap","wild caught","113","96441947","Janelle Laccino","Lisa Wiedemann","","","","","","","preparator","collector","","","","","","","Weather: 45 F; Time found: 12:30 pm","2 juvenile and one adult (well-fed) Norway rats collected from snap trap staations on Northside of Chicago. No knowledge of rodenticide consumption.","","","","","","","2017-05-05","achinn","2018-09-05 15:16:40.816707","21302104","Lisa Wiedemann","2017-05-05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHAS:Mamm","","North America, United States, Illinois, Cook County","Norway Rat.","Janelle Laccino","","","","","BULKLOADED RECORD","","","","","","","","2017-09-14","","","","","","","student","","","JI-08","","","","","preparator number","","","","","","","","","","","","","","","","","","","","","","Excellent.","","","","","","","","","","","","","","","","","","","","","","","","in collection","","","","","","","","","","","","1","","","","","","","","","","","","skin, study","","","","","","","","","","","","date prepared: 2017-09-14","","","","","","","","","","","","","collection","North Side of Chicago","Rattus norvegicus","","","","5 May 2017","collected from snap trap station on North Side of Chicago","unverified",""
"[CHAS:Mamm]2018.1","","weight","","total length","tarsus length","tail length","wing chord","fat deposition","molt condition","skull ossification","","2017-09-07","","2017-09-07","2017-09-07","2017-09-07","2017-09-07","2017-09-07","2017-09-07","2017-09-07","","Janelle Laccino","","Janelle Laccino","Janelle Laccino","Janelle Laccino","Janelle Laccino","Janelle Laccino","Janelle Laccino","Janelle Laccino","","","","","","","","","","","","","","","","","","","","","","g","","mm","mm","mm","mm","","","","","9","","103.14","19.8","43.83","53.12","heavy","none","100%","","2012-06-07","","","2018.1.13","","","window strike","wild caught","114","96441934","Janelle Laccino","Andrew Winschel","","","","","","","preparator","collector","","","","","","","Weather: sunny, light breeze, 75 F; Estimated time of death: 2:00 pm; Time found: 2:35 pm","","","","","","","","2012-06-07","achinn","2018-09-05 15:16:40.734177","21302104","Andrew Winschel","2012-06-07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHAS:Bird","","North America, United States, Illinois, Cook County","Common Yellowthroat.","Andrew Winschel","","","","","BULKLOADED RECORD","","","","","","","","2012-06-07","","","","","","","expert","","","JI-07","","","","","preparator number","","","","","","","","","","","","","","","","","","","","","","Fair.","","","","","","","","","","","","","","","","","","","","","","","","in collection","","","","","","","","","","","","1","","","","","","","","","","","","skin, study","","","","","","","","","","","","date prepared: 2017-09-07","","","","","","","","","","","","","collection","site ""48-60"", Peggy Notebaert Nature Museum, 2430 North Cannon Drive, Chicago","Geothlypis trichas","","","","7 June 2012","PNNM, site ""48-60""","unverified",""
"[CHAS:Mamm]E2018A","","molt condition","","skull ossification","","","","","","","","2017-10-12","","2017-10-12","","","","","","","","Brittany Sowacke","","Brittany Sowacke","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","none","","80%","","","","","","","","1800-01-01","","","E2018A.6","","","","wild caught","114","96441936","Brittany Sowacke","unknown","","","","","","","preparator","collector","","","","","","","","","","","","","","","2017-10-12","achinn","2018-09-05 15:16:40.746804","21302104","unknown","2017-10-12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHAS:Bird","","North America, United States","Grey Catbird.","Brittany Sowacke","","","","","BULKLOADED RECORD","","","","","","","","2017-10-12","","","","","","","student","","","BS-26","","","","","preparator number","","","","","","","","","","","","","","","","","","","","","","Good.","","","","","","","","","","","","","","","","","","","","","","","","in collection","","","","","","","","","","","","1","","","","","","","","","","","","skin, study","","","","","","","","","","","","date prepared: 2017-10-12","","","","","","","","","","","","","collection","no specific locality recorded","Dumetella carolinensis","","","","no date recorded","no verbatim locality recorded","unverified",""
"[CHAS:Mamm]E2018A","","weight","","total length","tarsus length","tail length","wing chord","fat deposition","molt condition","skull ossification","","2017-07-20","","2017-07-20","2017-07-20","2017-07-20","2017-07-20","2017-07-20","2017-07-20","2017-07-20","","Janelle Laccino","","Janelle Laccino","Janelle Laccino","Janelle Laccino","Janelle Laccino","Janelle Laccino","Janelle Laccino","Janelle Laccino","","","","","","","","","","","","","","","","","","","","","","g","","mm","mm","mm","mm","","","","","12","","114.31","20.02","46.68","55.64","heavy","none","0%","","2015-07-10","","","E2018A.8","","","door strike","wild caught","114","96441938","Janelle Laccino","Jamie Forberg","","","","","","","preparator","collector","","","","","","","Weather: before sunrise, low 60s F; Estimated time of death: 5:00 am - 6:00 am; Time found: 6:30 am","Next to flower pot? Probably hit the right door?","","","","","","","2015-07-10","achinn","2018-09-05 15:16:40.75945","21302104","Jamie Forberg","2015-07-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHAS:Bird","","North America, United States, Illinois, Cook County","Common Yellowthroat.","Janelle Laccino","","","","","BULKLOADED RECORD","","","","","","","","2017-07-20","","","","","","","student","","","JI-04","","","","","preparator number","","","","","","","","","","","","","","","","","","","","","","Good.","","","","","","","","","","","","","","","","","","","","","","","","in collection","","","","","","","","","","","","1","","","","","","","","","","","","skin, study","","","","","","","","","","","","date prepared: 2017-07-20","","","","","","","","","","","","","collection","next to flower pot, Peggy Notebaert Nature Museum, 2430 North Cannon Drive, Chicago","Geothlypis trichas","","","","7-10-2015","PNNM, next to flower pot","unverified",""
"[CHAS:Mamm]E2018A","","weight","","total length","tarsus length","tail length","wing chord","fat deposition","molt condition","","","2017-09-23","","2017-09-23","2017-09-23","2017-09-23","2017-09-23","2017-09-23","2017-09-23","","","Samantha Chapin","","Samantha Chapin","Samantha Chapin","Samantha Chapin","Samantha Chapin","Samantha Chapin","Samantha Chapin","","","","","","","","","","","","","","","","","","","","","","","g","","mm","mm","mm","mm","","","","","32","","165","25.6","52","118","moderate ","none","","","1979-09-10","","","E2018A.9","","","","wild caught","114","96441939","Samantha Chapin","unknown","","","","","","","preparator","collector","","","","","","","","","","","","","","","1979-09-10","achinn","2018-09-05 15:16:40.765814","21302104","unknown","1979-09-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHAS:Bird","","North America, United States","Sanderling. verbatim preparator notes: Possibly Calidris pusilla (Semipalmated Sandpiper) due to size.","Samantha Chapin","","","","","BULKLOADED RECORD","","","","","","","","2017-09-23","","","","","","","student","","","SC-19","","","","","preparator number","","","","","","","","","","","","","","","","","","","","","","Excellent.","","","","","","","","","","","","","","","","","","","","","","","","in collection","","","","","","","","","","","","1","","","","","","","","","","","","skin, study","","","","","","","","","","","","date prepared: 2017-09-23","","","","","","","","","","","","","collection","no specific locality recorded","Calidris alba","","","","10 Sept 79","no verbatim locality recorded","unverified",""
"[CHAS:Mamm]2018.1","","weight","","total length","tarsus length","tail length","wing chord","molt condition","","","","2017-08-30","","2017-08-30","2017-08-30","2017-08-30","2017-08-30","2017-08-30","","","","Zahri Vafaee","","Zahri Vafaee","Zahri Vafaee","Zahri Vafaee","Zahri Vafaee","Zahri Vafaee","","","","","","","","","","","","","","","","","","","","","","","","g","","mm","mm","mm","mm","","","","","9","","100.5","20","47","52","none","","","","2015-09-23","","","2018.1.14","","","window strike","wild caught","114","96441941","Zahri Vafaee","Lalainya Goldsberry","","","","","","","preparator","collector","","","","","","","Weather: clear, 70 F; Estimated time of death: 7:00; Time found: 8:05","Found with many ants.","","","","","","","2015-09-23","achinn","2018-09-05 15:16:40.778495","21302104","Lalainya Goldsberry","2015-09-23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHAS:Bird","","North America, United States, Illinois, Cook County","Common Yellowthroat.","Zahri Vafaee","","","","","BULKLOADED RECORD","","","","","","","","2017-08-30","","","","","","","student","","","ZV-03","","","","","preparator number","","","","","","","","","","","","","","","","","","","","","","Excellent.","","","","","","","","","","","","","","","","","","","","","","","","in collection","","","","","","","","","","","","1","","","","","","","","","","","","skin, study","","","","","","","","","","","","date prepared: 2017-08-30","","","","","","","","","","","","","collection","by south exit doors to Ravine, Peggy Notebaert Nature Museum, 2430 North Cannon Drive, Chicago","Geothlypis trichas","","","","23 9 2015","PNNM, by exit doors to Ravine (south one)","unverified",""
"[CHAS:Mamm]2018.1","","weight","","total length","tarsus length","tail length","wing chord","fat deposition","molt condition","skull ossification","verbatim collector","2017-07-26","","2017-07-26","2017-07-26","2017-07-26","2017-07-26","2017-07-26","2017-07-26","2017-07-26","2017-07-26","Nina D'Angier","","Nina D'Angier","Nina D'Angier","Nina D'Angier","Nina D'Angier","Nina D'Angier","Nina D'Angier","Nina D'Angier","Nina D'Angier","","","","","","","","","","","","","","","","","","","","","g","","mm","mm","mm","mm","","","","","11","","117.36","24.19","48.44","69.66","light","none","100%","John","2005-09-01","","","2018.1.16","","","window strike","wild caught","114","96441942","Nina D'Angier","Chicago Academy of Sciences","","","","","","","preparator","collector","","","","","","","Time found: 8:45","Likely hit a window the night prior to salvage.","","","","","","","2005-09-01","achinn","2018-09-05 15:16:40.784895","21302104","Chicago Academy of Sciences","2005-09-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHAS:Bird","","North America, United States, Illinois, Cook County","Connecticut Warbler.","Nina D'Angier","","","","","BULKLOADED RECORD","","","","","","","","2017-07-26","","","","","","","student","","","ND-06","","","","","preparator number","","","","","","","","","","","","","","","","","","","","","","Fair.","","","","","","","","","","","","","","","","","","","","","","","","in collection","","","","","","","","","","","","1","","","","","","","","","","","","skin, study","","","","","","","","","","","","date prepared: 2017-07-26","","","","","","","","","","","","","collection","6th window from south, Peggy Notebaert Nature Museum, 2430 North Cannon Drive, Chicago","Oporornis agilis","","","","1 Sept 2005","PNNM, 6th window from south","unverified",""
"[CHAS:Mamm]2018.1","","weight","","total length","tarsus length","tail length","wing chord","fat deposition","molt condition","skull ossification","verbatim collector","2017-07-19","","2017-07-19","2017-07-19","2017-07-19","2017-07-19","2017-07-19","2017-07-19","2017-07-19","2017-07-19","Annamarie Fadorsen","","Annamarie Fadorsen","Annamarie Fadorsen","Annamarie Fadorsen","Annamarie Fadorsen","Annamarie Fadorsen","Annamarie Fadorsen","Annamarie Fadorsen","Annamarie Fadorsen","","","","","","","","","","","","","","","","","","","","","g","","mm","mm","mm","mm","","","","","8.5","","108.26","19.85","48.13","57.73","heavy","none","50%","Gilberto","2015-10-04","","","2018.1.17","","","window strike","wild caught","114","96441943","Annamarie Fadorsen","Chicago Academy of Sciences","","","","","","","preparator","collector","","","","","","","Weather: cloudy, 50 F; Estimated time of death: 9:15 am; Time found: 10:15 am","","","","","","","","2015-10-04","achinn","2018-09-05 15:16:40.79126","21302104","Chicago Academy of Sciences","2015-10-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHAS:Bird","","North America, United States, Illinois, Cook County","Orange-crowned Warbler.","Annamarie Fadorsen","","","","","BULKLOADED RECORD","","","","","","","","2017-07-19","","","","","","","student","","","AF-18a","","","","","preparator number","","","","","","","","","","","","","","","","","","","","","","Excellent.","","","","","","","","","","","","","","","","","","","","","","","","in collection","","","","","","","","","","","","1","","","","","","","","","","","","skin, study","","","","","","","","","","","","date prepared: 2017-07-19","","","","","","","","","","","","","collection","by front doors, Peggy Notebaert Nature Museum, 2430 North Cannon Drive, Chicago","Oreothlypis celata","","","","4 10 2015","PNNM, by front doors","unverified",""
"[CHAS:Mamm]2018.1","","sex","","weight","total length","tarsus length","tail length","wing chord","fat deposition","molt condition","skull ossification","2017-07-21","","2017-07-21","2017-07-21","2017-07-21","2017-07-21","2017-07-21","2017-07-21","2017-07-21","2017-07-21","Annamarie Fadorsen","","Annamarie Fadorsen","Annamarie Fadorsen","Annamarie Fadorsen","Annamarie Fadorsen","Annamarie Fadorsen","Annamarie Fadorsen","Annamarie Fadorsen","Annamarie Fadorsen","","","","","","","","","","","","","","","","","","","","","","","g","mm","mm","mm","mm","","","","female","","11","133","21","50","87","moderate","none","100%","2008-09-08","","","2018.1.18","","","window strike","wild caught","114","96441944","Annamarie Fadorsen","Celeste Troon","","","","","","","preparator","collector","","","","","","","Weather: rain; Estimated time of death: 12:00 am; Time found: 9:00 am","Found stunned and falling over, put in box for delivery to Chicago Bird Collision Monitors. Died later.","","","","","","","2008-09-08","achinn","2018-09-05 15:16:40.797641","21302104","Celeste Troon","2008-09-08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHAS:Bird","","North America, United States, Illinois, Cook County","Northern Waterthrush.","Celeste Troon","","","","","BULKLOADED RECORD","","","","","","","","2008-09-08","","","","","","","expert","","","AF-20a","","","","","preparator number","","","","","","","","","","","","","","","","","","","","","","Excellent.","","","","","","","","","","","","","","","","","","","","","","","","in collection","","","","","","","","","","","","1","","","","","","","","","","","","skin, study","","","","","","","","","","","","date prepared: 2017-07-21","","","","","","","","","","","","","collection","site ""6"", Peggy Notebaert Nature Museum, 2430 North Cannon Drive, Chicago","Parkesia noveboracensis","","","","08 09 2008","PNNM, site ""6""","unverified",""
"[CHAS:Mamm]2018.1","","weight","","total length","tarsus length","tail length","wing chord","fat deposition","molt condition","skull ossification","","2017-07-18","","2017-07-18","2017-07-18","2017-07-18","2017-07-18","2017-07-18","2017-07-18","2017-07-18","","Anna Schlecht","","Anna Schlecht","Anna Schlecht","Anna Schlecht","Anna Schlecht","Anna Schlecht","Anna Schlecht","Anna Schlecht","","","","","","","","","","","","","","","","","","","","","","g","","mm","mm","mm","mm","","","","","15","","130","22","49.74","72.38","heavy","body","50%","","2007-10-22","","","2018.1.19","","","window strike","wild caught","114","96441945","Anna Schlecht","Celeste Troon","","","","","","","preparator","collector","","","","","","","Weather: cloudy; Estimated time of death: 7:55 am; Time found: 8:00 am","","","","","","","","2007-10-22","achinn","2018-09-05 15:16:40.804008","21302104","Celeste Troon","2007-10-22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHAS:Bird","","North America, United States, Illinois, Cook County","Amercan Woodcock.","Celeste Troon","","","","","BULKLOADED RECORD","","","","","","","","2007-10-22","","","","","","","expert","","","AS-01","","","","","preparator number","","","","","","","","","","","","","","","","","","","","","","Excellent.","","","","","","","","","","","","","","","","","","","","","","","","in collection","","","","","","","","","","","","1","","","","","","","","","","","","skin, study","","","","","","","","","","","","date prepared: 2017-07-18","","","","","","","","","","","","","collection","site ""2"", Peggy Notebaert Nature Museum, 2430 North Cannon Drive, Chicago","Scolopax minor","","","","22/10/2007","PNNM, site ""2""","unverified",""
"[CHAS:Mamm]2018.1","","weight","","total length","tarsus length","tail length","wing chord","fat deposition","molt condition","skull ossification","","2017-12-18","","2017-12-18","2017-12-18","2017-12-18","2017-12-18","2017-12-18","2017-12-18","2017-12-18","","Annamarie Fadorsen","","Annamarie Fadorsen","Annamarie Fadorsen","Annamarie Fadorsen","Annamarie Fadorsen","Annamarie Fadorsen","Annamarie Fadorsen","Annamarie Fadorsen","","","","","","","","","","","","","","","","","","","","","","g","","mm","mm","mm","mm","","","","","20","","119.22","19.93","48.73","76.13","heavy","body","25%","","2005-09-14","","","2018.1.2","","","window strike","wild caught","114","96441948","Annamarie Fadorsen","Celeste Troon","","","","","","","preparator","collector","","","","","","","","","","","","","","","2005-09-14","achinn","2018-09-05 15:16:40.82309","21302104","Celeste Troon","2005-09-14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHAS:Bird","","North America, United States, Illinois, Cook County","Ovenbird.","Celeste Troon","","","","","BULKLOADED RECORD","","","","","","","","2005-09-14","","","","","","","expert","","","AF-31","","","","","preparator number","","","","","","","","","","","","","","","","","","","","","","Excellent.","","","","","","","","","","","","","","","","","","","","","","","","in collection","","","","","","","","","","","","1","","","","","","","","","","","","skin, study","","","","","","","","","","","","date prepared: 2017-12-18","","","","","","","","","","","","","collection","site ""2"", Peggy Notebaert Nature Museum, 2430 North Cannon Drive, Chicago","Seiurus aurocapilla","","","","14 09 2005","PNNM, site ""2""","unverified",""
"[CHAS:Mamm]2018.1","","weight","","total length","tarsus length","tail length","wing chord","fat deposition","molt condition","skull ossification","","2017-08-09","","2017-08-09","2017-08-09","2017-08-09","2017-08-09","2017-08-09","2017-08-09","2017-08-09","","Zahri Vafaee","","Zahri Vafaee","Zahri Vafaee","Zahri Vafaee","Zahri Vafaee","Zahri Vafaee","Zahri Vafaee","Zahri Vafaee","","","","","","","","","","","","","","","","","","","","","","g","","mm","mm","mm","mm","","","","","17","","136.9","19.87","61.3","71.77","light","none","50%","","2015-11-15","","","2018.1.20","","","window strike","wild caught","114","96441949","Zahri Vafaee","Lalainya Goldsberry","","","","","","","preparator","collector","","","","","","","Weather: clear, 50 F; Estimated time of death: 7:30 am; Time found: 8:30 am","","","","","","","","2015-11-15","achinn","2018-09-05 15:16:40.829409","21302104","Lalainya Goldsberry","2015-11-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHAS:Bird","","North America, United States, Illinois, Cook County","American Tree Sparrow.","Zahri Vafaee","","","","","BULKLOADED RECORD","","","","","","","","2017-08-09","","","","","","","student","","","ZV-02","","","","","preparator number","","","","","","","","","","","","","","","","","","","","","","Excellent.","","","","","","","","","","","","","","","","","","","","","","","","in collection","","","","","","","","","","","","1","","","","","","","","","","","","skin, study","","","","","","","","","","","","date prepared: 2017-08-09","","","","","","","","","","","","","collection","by west doors, Peggy Notebaert Nature Museum, 2430 North Cannon Drive, Chicago","Spizella arborea","","","","15 11 2015","PNNM, found by west doors","unverified",""
