MEDIA_LABEL_1,MEDIA_LABEL_2,MEDIA_LABEL_3,MEDIA_LABEL_VALUE_1,MEDIA_LABEL_VALUE_2,MEDIA_LABEL_VALUE_3,MEDIA_LICENSE,MEDIA_URI,MEDIA_TYPE,MIME_TYPE,PREVIEW_URI
made date,subject,description,2014-02-03,mammal,"View of cranium, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1467.6.dng,image,image/dng,
made date,subject,description,2014-02-03,mammal,View of mandible.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1467.7.dng,image,image/dng,
made date,subject,description,2014-02-03,mammal,"View of cranium, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1467.8.dng,image,image/dng,
made date,subject,description,2014-02-03,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1468.1.dng,image,image/dng,
made date,subject,description,2014-04-14,mammal,"View of study skin, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1468.2.dng,image,image/dng,
made date,subject,description,2014-04-14,mammal,"View of study skin, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1468.3.dng,image,image/dng,
made date,subject,description,2014-04-14,mammal,"View of study skin, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1468.4.dng,image,image/dng,
made date,subject,description,2014-02-03,mammal,"View of cranium, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1468.5.dng,image,image/dng,
made date,subject,description,2014-02-03,mammal,"View of cranium, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1468.6.dng,image,image/dng,
made date,subject,description,2014-02-03,mammal,View of mandible.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1468.7.dng,image,image/dng,
made date,subject,description,2014-02-03,mammal,"View of cranium, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1468.8.dng,image,image/dng,
made date,subject,description,2014-02-03,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1469.1.dng,image,image/dng,
made date,subject,description,2014-04-14,mammal,"View of study skin, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1469.2.dng,image,image/dng,
made date,subject,description,2014-04-14,mammal,"View of study skin, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1469.3.dng,image,image/dng,
made date,subject,description,2014-04-14,mammal,"View of study skin, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1469.4.dng,image,image/dng,
made date,subject,description,2014-02-03,mammal,"View of cranium, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1469.5.dng,image,image/dng,
made date,subject,description,2014-02-03,mammal,"View of cranium, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1469.6.dng,image,image/dng,
made date,subject,description,2014-02-03,mammal,View of mandible.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1469.7.dng,image,image/dng,
made date,subject,description,2014-02-03,mammal,"View of cranium, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1469.8.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1470.1.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1470.2.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1470.3.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1470.4.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1470.5.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1470.6.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,View of mandible.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1470.7.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1470.8.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1471.1.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1471.2.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1471.3.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1471.4.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1471.5.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1471.6.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,View of mandible.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1471.7.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1471.8.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1472.1.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1472.2.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1472.3.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1472.4.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1472.5.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1472.6.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,View of mandible.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1472.7.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1473.1.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1473.2.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1473.3.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1474.1.dng,image,image/dng,
made date,subject,description,2014-11-07,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1475.1.dng,image,image/dng,
made date,subject,description,2014-11-07,mammal,"View of study skin, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1475.2.dng,image,image/dng,
made date,subject,description,2014-11-07,mammal,"View of study skin, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1475.3.dng,image,image/dng,
made date,subject,description,2014-11-07,mammal,"View of study skin, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1475.4.dng,image,image/dng,
made date,subject,description,2014-11-07,mammal,"View of cranium, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1475.5.dng,image,image/dng,
made date,subject,description,2014-11-07,mammal,"View of cranium, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1475.6.dng,image,image/dng,
made date,subject,description,2014-11-07,mammal,View of mandible.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1475.7.dng,image,image/dng,
made date,subject,description,2014-11-07,mammal,"View of cranium, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1475.8.dng,image,image/dng,
made date,subject,description,2014-11-28,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1476.1.dng,image,image/dng,
made date,subject,description,2014-11-28,mammal,"View of study skin, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1476.2.dng,image,image/dng,
made date,subject,description,2014-11-28,mammal,"View of study skin, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1476.3.dng,image,image/dng,
made date,subject,description,2014-11-28,mammal,"View of study skin, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1476.4.dng,image,image/dng,
made date,subject,description,2014-11-28,mammal,"View of cranium, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1476.5.dng,image,image/dng,
made date,subject,description,2014-11-28,mammal,"View of cranium, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1476.6.dng,image,image/dng,
made date,subject,description,2014-11-28,mammal,View of mandible.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1476.7.dng,image,image/dng,
made date,subject,description,2014-11-28,mammal,"View of cranium, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1476.8.dng,image,image/dng,
made date,subject,description,2014-08-11,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1477.1.dng,image,image/dng,
made date,subject,description,2014-08-11,mammal,"View of study skin, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1477.2.dng,image,image/dng,
made date,subject,description,2014-08-11,mammal,"View of study skin, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1477.3.dng,image,image/dng,
made date,subject,description,2014-08-11,mammal,"View of study skin, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1477.4.dng,image,image/dng,
made date,subject,description,2014-02-03,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1478.1.dng,image,image/dng,
made date,subject,description,2014-02-03,mammal,"View of study skin, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1478.2.dng,image,image/dng,
made date,subject,description,2014-02-03,mammal,"View of study skin, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1478.3.dng,image,image/dng,
made date,subject,description,2014-02-03,mammal,"View of study skin, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1478.4.dng,image,image/dng,
made date,subject,description,2014-02-03,mammal,"View of cranium, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1478.5.dng,image,image/dng,
made date,subject,description,2014-02-03,mammal,"View of cranium, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1478.6.dng,image,image/dng,
made date,subject,description,2014-02-03,mammal,View of mandible.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1478.7.dng,image,image/dng,
made date,subject,description,2014-02-03,mammal,"View of cranium, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1478.8.dng,image,image/dng,
made date,subject,description,2014-02-07,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1479.1.dng,image,image/dng,
made date,subject,description,2014-02-07,mammal,"View of study skin, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1479.2.dng,image,image/dng,
made date,subject,description,2014-02-07,mammal,"View of study skin, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1479.3.dng,image,image/dng,
made date,subject,description,2014-02-07,mammal,"View of study skin, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1479.4.dng,image,image/dng,
made date,subject,description,2014-02-03,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1480.1.dng,image,image/dng,
made date,subject,description,2014-02-03,mammal,"View of study skin, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1480.2.dng,image,image/dng,
made date,subject,description,2014-02-03,mammal,"View of study skin, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1480.3.dng,image,image/dng,
made date,subject,description,2014-02-03,mammal,"View of study skin, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1480.4.dng,image,image/dng,
made date,subject,description,2014-02-03,mammal,"View of cranium, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1480.5.dng,image,image/dng,
made date,subject,description,2014-02-03,mammal,"View of cranium, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1480.6.dng,image,image/dng,
made date,subject,description,2014-02-03,mammal,View of mandible.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1480.7.dng,image,image/dng,
made date,subject,description,2014-02-03,mammal,"View of cranium, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1480.8.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1481.1.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1481.2.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1481.3.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1481.4.dng,image,image/dng,
made date,subject,description,2014-03-10,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1482.1.dng,image,image/dng,
made date,subject,description,2014-03-10,mammal,"View of study skin, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1482.2.dng,image,image/dng,
made date,subject,description,2014-03-10,mammal,"View of study skin, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1482.3.dng,image,image/dng,
made date,subject,description,2014-03-10,mammal,"View of study skin, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1482.4.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1483.1.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1483.2.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1483.3.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1483.4.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1483.5.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1483.6.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,View of mandible.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1483.7.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1483.8.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1484.1.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1484.2.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1484.3.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1484.4.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1484.5.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1484.6.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,View of mandible.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1484.7.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1484.8.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1485.1.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1485.2.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1485.3.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1485.4.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1485.5.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1485.6.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,View of mandible.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1485.7.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1485.8.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1487.1.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1487.2.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1487.3.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,View of mandible.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1487.4.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1487.5.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1489.1.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1489.2.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1489.3.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of study skin, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1489.4.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1489.5.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1489.6.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,View of mandible.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1489.7.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161210/chas_mamm_1489.8.dng,image,image/dng,
made date,subject,description,2014-01-16,bird,View of specimen.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161211-01/chas_egg_1-1.dng,image,image/dng,
made date,subject,description,2014-01-16,bird,View of specimen.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161211-01/chas_egg_1-2.dng,image,image/dng,
made date,subject,description,2014-01-16,bird,View of specimen.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161211-01/chas_egg_1-3.dng,image,image/dng,
made date,subject,description,2014-01-16,bird,View of specimen.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161211-01/chas_egg_10-1.dng,image,image/dng,
made date,subject,description,2014-01-16,bird,View of specimen.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161211-01/chas_egg_10-2.dng,image,image/dng,
made date,subject,description,2014-01-16,bird,View of specimen.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161211-01/chas_egg_10-3.dng,image,image/dng,
made date,subject,description,2014-01-16,bird,View of specimen.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161211-01/chas_egg_10-4.dng,image,image/dng,
made date,subject,description,2014-01-16,bird,View of specimen.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161211-01/chas_egg_100-1.dng,image,image/dng,
made date,subject,description,2014-01-16,bird,View of specimen.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161211-01/chas_egg_100-2.dng,image,image/dng,
made date,subject,description,2014-01-16,bird,View of specimen.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161211-01/chas_egg_100-3.dng,image,image/dng,
made date,subject,description,2014-01-16,bird,View of specimen.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161211-01/chas_egg_101-1.dng,image,image/dng,
made date,subject,description,2014-01-16,bird,View of specimen.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161211-01/chas_egg_101-2.dng,image,image/dng,
made date,subject,description,2014-01-16,bird,View of specimen.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161211-01/chas_egg_101-3.dng,image,image/dng,
made date,subject,description,2014-01-16,bird,View of specimen.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161211-01/chas_egg_102-1.dng,image,image/dng,
made date,subject,description,2014-01-16,bird,View of specimen.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161211-01/chas_egg_102-2.dng,image,image/dng,
made date,subject,description,2014-01-16,bird,View of specimen.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161211-01/chas_egg_102-3.dng,image,image/dng,
made date,subject,description,2014-01-16,bird,View of specimen.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161211-01/chas_egg_102-4.dng,image,image/dng,
made date,subject,description,2014-01-16,bird,View of specimen.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161211-01/chas_egg_103-1.dng,image,image/dng,
made date,subject,description,2014-01-16,bird,View of specimen.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161211-01/chas_egg_103-2.dng,image,image/dng,
made date,subject,description,2014-01-16,bird,View of specimen.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161211-01/chas_egg_103-3.dng,image,image/dng,
made date,subject,description,2014-01-16,bird,View of specimen.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161211-01/chas_egg_104-1.dng,image,image/dng,
made date,subject,description,2014-01-16,bird,View of specimen.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161211-01/chas_egg_104-2.dng,image,image/dng,
made date,subject,description,2014-01-16,bird,View of specimen.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161211-01/chas_egg_104-3.dng,image,image/dng,
